"id","UniqueID","Gene.Name","Protein.ID","GeneType"
13489,"LOC400927","LOC400927","","protein_coding"
13490,"LOC400927-CSNK1E","LOC400927-CSNK1E","","protein_coding"
13491,"LOC400940","LOC400940","","protein_coding"
13492,"LOC401021","LOC401021","","protein_coding"
13493,"LOC401127","LOC401127","","protein_coding"
13494,"LOC401176","LOC401176","","protein_coding"
13495,"LOC401261","LOC401261","","protein_coding"
13496,"LOC401312","LOC401312","","protein_coding"
13497,"LOC401320","LOC401320","","protein_coding"
13498,"LOC401324","LOC401324","","protein_coding"
13499,"LOC401357","LOC401357","","protein_coding"
13500,"LOC401442","LOC401442","","protein_coding"
13501,"LOC401463","LOC401463","","protein_coding"
13502,"LOC401478","LOC401478","","protein_coding"
13503,"LOC401554","LOC401554","","protein_coding"
13504,"LOC401557","LOC401557","","protein_coding"
13505,"LOC401585","LOC401585","","protein_coding"
13506,"LOC403312","LOC403312","","protein_coding"
13507,"LOC403323","LOC403323","","protein_coding"
13508,"LOC407835","LOC407835","","protein_coding"
13509,"LOC414300","LOC414300","","protein_coding"
13510,"LOC439933","LOC439933","","protein_coding"
13511,"LOC440028","LOC440028","","protein_coding"
13512,"LOC440040","LOC440040","","protein_coding"
13513,"LOC440084","LOC440084","","protein_coding"
13514,"LOC440173","LOC440173","","protein_coding"
13515,"LOC440300","LOC440300","","protein_coding"
13516,"LOC440311","LOC440311","","protein_coding"
13517,"LOC440346","LOC440346","","protein_coding"
13518,"LOC440434","LOC440434","","protein_coding"
13519,"LOC440461","LOC440461","","protein_coding"
13520,"LOC440570","LOC440570","","protein_coding"
13521,"LOC440700","LOC440700","","protein_coding"
13522,"LOC440895","LOC440895","","protein_coding"
13523,"LOC440896","LOC440896","","protein_coding"
13524,"LOC440910","LOC440910","","protein_coding"
13525,"LOC440934","LOC440934","","protein_coding"
13526,"LOC440982","LOC440982","","protein_coding"
13527,"LOC441052","LOC441052","","protein_coding"
13528,"LOC441081","LOC441081","","protein_coding"
13529,"LOC441086","LOC441086","","protein_coding"
13530,"LOC441087","LOC441087","","protein_coding"
13531,"LOC441155","LOC441155","","protein_coding"
13532,"LOC441179","LOC441179","","protein_coding"
13533,"LOC441204","LOC441204","","protein_coding"
13534,"LOC441242","LOC441242","","protein_coding"
13535,"LOC441454","LOC441454","","protein_coding"
13536,"LOC441455","LOC441455","","protein_coding"
13537,"LOC441601","LOC441601","","protein_coding"
13538,"LOC441666","LOC441666","","protein_coding"
13539,"LOC442028","LOC442028","","protein_coding"
13540,"LOC442132","LOC442132","","protein_coding"
13541,"LOC442497","LOC442497","","protein_coding"
13542,"LOC494127","LOC494127","","protein_coding"
13543,"LOC494141","LOC494141","","protein_coding"
13544,"LOC497256","LOC497256","","protein_coding"
13545,"LOC51145","LOC51145","","protein_coding"
13546,"LOC541472","LOC541472","","protein_coding"
13547,"LOC541473","LOC541473","","protein_coding"
13548,"LOC550113","LOC550113","","protein_coding"
13549,"LOC554206","LOC554206","","protein_coding"
13550,"LOC554249","LOC554249","","protein_coding"
13551,"LOC574538","LOC574538","","protein_coding"
13552,"LOC606724","LOC606724","","protein_coding"
13553,"LOC613038","LOC613038","","protein_coding"
13554,"LOC613206","LOC613206","","protein_coding"
13555,"LOC613266","LOC613266","","protein_coding"
13556,"LOC641367","LOC641367","","protein_coding"
13557,"LOC641746","LOC641746","","protein_coding"
13558,"LOC642131","LOC642131","","protein_coding"
13559,"LOC642361","LOC642361","","protein_coding"
13560,"LOC642366","LOC642366","","protein_coding"
13561,"LOC642423","LOC642423","","protein_coding"
13562,"LOC642484","LOC642484","","protein_coding"
13563,"LOC642648","LOC642648","","protein_coding"
13564,"LOC642846","LOC642846","","protein_coding"
13565,"LOC642852","LOC642852","","protein_coding"
13566,"LOC642929","LOC642929","","protein_coding"
13567,"LOC642943","LOC642943","","protein_coding"
13568,"LOC643072","LOC643072","","protein_coding"
13569,"LOC643201","LOC643201","","protein_coding"
13570,"LOC643327","LOC643327","","protein_coding"
13571,"LOC643339","LOC643339","","protein_coding"
13572,"LOC643387","LOC643387","","protein_coding"
13573,"LOC643406","LOC643406","","protein_coding"
13574,"LOC643441","LOC643441","","protein_coding"
13575,"LOC643542","LOC643542","","protein_coding"
13576,"LOC643711","LOC643711","","protein_coding"
13577,"LOC643733","LOC643733","","protein_coding"
13578,"LOC643802","LOC643802","","protein_coding"
13579,"LOC644090","LOC644090","","protein_coding"
13580,"LOC644135","LOC644135","","protein_coding"
13581,"LOC644189","LOC644189","","protein_coding"
13582,"LOC644285","LOC644285","","protein_coding"
13583,"LOC644554","LOC644554","","protein_coding"
13584,"LOC644656","LOC644656","","protein_coding"
13585,"LOC644669","LOC644669","","protein_coding"
13586,"LOC644762","LOC644762","","protein_coding"
13587,"LOC644794","LOC644794","","protein_coding"
13588,"LOC644936","LOC644936","","protein_coding"
13589,"LOC645166","LOC645166","","protein_coding"
13590,"LOC645177","LOC645177","","protein_coding"
13591,"LOC645188","LOC645188","","protein_coding"
13592,"LOC645485","LOC645485","","protein_coding"
13593,"LOC645513","LOC645513","","protein_coding"
13594,"LOC645752","LOC645752","","protein_coding"
13595,"LOC645967","LOC645967","","protein_coding"
13596,"LOC646029","LOC646029","","protein_coding"
13597,"LOC646030","LOC646030","","protein_coding"
13598,"LOC646214","LOC646214","","protein_coding"
13599,"LOC646383","LOC646383","","protein_coding"
13600,"LOC646471","LOC646471","","protein_coding"
13601,"LOC646522","LOC646522","","protein_coding"
13602,"LOC646548","LOC646548","","protein_coding"
13603,"LOC646626","LOC646626","","protein_coding"
13604,"LOC646730","LOC646730","","protein_coding"
13605,"LOC646736","LOC646736","","protein_coding"
13606,"LOC646743","LOC646743","","protein_coding"
13607,"LOC646762","LOC646762","","protein_coding"
13608,"LOC646813","LOC646813","","protein_coding"
13609,"LOC646903","LOC646903","","protein_coding"
13610,"LOC646938","LOC646938","","protein_coding"
13611,"LOC647070","LOC647070","","protein_coding"
13612,"LOC647859","LOC647859","","protein_coding"
13613,"LOC648987","LOC648987","","protein_coding"
13614,"LOC649133","LOC649133","","protein_coding"
13615,"LOC649352","LOC649352","","protein_coding"
13616,"LOC650226","LOC650226","","protein_coding"
13617,"LOC651337","LOC651337","","protein_coding"
13618,"LOC652276","LOC652276","","protein_coding"
13619,"LOC653080","LOC653080","","protein_coding"
13620,"LOC653160","LOC653160","","protein_coding"
13621,"LOC653653","LOC653653","","protein_coding"
13622,"LOC653712","LOC653712","","protein_coding"
13623,"LOC653786","LOC653786","","protein_coding"
13624,"LOC654342","LOC654342","","protein_coding"
13625,"LOC654780","LOC654780","","protein_coding"
13626,"LOC654841","LOC654841","","protein_coding"
13627,"LOC692247","LOC692247","","protein_coding"
13628,"LOC727751","LOC727751","","protein_coding"
13629,"LOC727896","LOC727896","","protein_coding"
13630,"LOC728024","LOC728024","","protein_coding"
13631,"LOC728095","LOC728095","","protein_coding"
13632,"LOC728158","LOC728158","","protein_coding"
13633,"LOC728196","LOC728196","","protein_coding"
13634,"LOC728327","LOC728327","","protein_coding"
13635,"LOC728392","LOC728392","","protein_coding"
13636,"LOC728485","LOC728485","","protein_coding"
13637,"LOC728554","LOC728554","","protein_coding"
13638,"LOC728613","LOC728613","","protein_coding"
13639,"LOC728660","LOC728660","","protein_coding"
13640,"LOC728673","LOC728673","","protein_coding"
13641,"LOC728715","LOC728715","","protein_coding"
13642,"LOC728730","LOC728730","","protein_coding"
13643,"LOC728739","LOC728739","","protein_coding"
13644,"LOC728743","LOC728743","","protein_coding"
13645,"LOC728752","LOC728752","","protein_coding"
13646,"LOC728755","LOC728755","","protein_coding"
13647,"LOC728975","LOC728975","","protein_coding"
13648,"LOC728989","LOC728989","","protein_coding"
13649,"LOC729080","LOC729080","","protein_coding"
13650,"LOC729159","LOC729159","","protein_coding"
13651,"LOC729218","LOC729218","","protein_coding"
13652,"LOC729224","LOC729224","","protein_coding"
13653,"LOC729291","LOC729291","","protein_coding"
13654,"LOC729296","LOC729296","","protein_coding"
13655,"LOC729305","LOC729305","","protein_coding"
13656,"LOC729558","LOC729558","","protein_coding"
13657,"LOC729603","LOC729603","","protein_coding"
13658,"LOC729609","LOC729609","","protein_coding"
13659,"LOC729652","LOC729652","","protein_coding"
13660,"LOC729681","LOC729681","","protein_coding"
13661,"LOC729683","LOC729683","","protein_coding"
13662,"LOC729732","LOC729732","","protein_coding"
13663,"LOC729737","LOC729737","","protein_coding"
13664,"LOC729815","LOC729815","","protein_coding"
13665,"LOC729867","LOC729867","","protein_coding"
13666,"LOC729870","LOC729870","","protein_coding"
13667,"LOC729930","LOC729930","","protein_coding"
13668,"LOC729966","LOC729966","","protein_coding"
13669,"LOC729968","LOC729968","","protein_coding"
13670,"LOC729970","LOC729970","","protein_coding"
13671,"LOC730098","LOC730098","","protein_coding"
13672,"LOC730100","LOC730100","","protein_coding"
13673,"LOC730101","LOC730101","","protein_coding"
13674,"LOC730183","LOC730183","","protein_coding"
13675,"LOC730202","LOC730202","","protein_coding"
13676,"LOC730234","LOC730234","","protein_coding"
13677,"LOC730338","LOC730338","","protein_coding"
13678,"LOC730668","LOC730668","","protein_coding"
13679,"LOC731157","LOC731157","","protein_coding"
13680,"LOC79999","LOC79999","","protein_coding"
13681,"LOC90246","LOC90246","","protein_coding"
13682,"LOC90768","LOC90768","","protein_coding"
13683,"LOC91370","LOC91370","","protein_coding"
13684,"LOC91450","LOC91450","","protein_coding"
13685,"LOC91548","LOC91548","","protein_coding"
13686,"LOC93429","LOC93429","","protein_coding"
13687,"LOC93463","LOC93463","","protein_coding"
13688,"LOC93622","LOC93622","","protein_coding"
13689,"LOH12CR2","LOH12CR2","","protein_coding"
13690,"LONP1","LONP1","","protein_coding"
13691,"LONP2","LONP2","","protein_coding"
13692,"LONRF1","LONRF1","","protein_coding"
13693,"LONRF2","LONRF2","","protein_coding"
13694,"LONRF3","LONRF3","","protein_coding"
13695,"LOR","LOR","","protein_coding"
13696,"LOX","LOX","","protein_coding"
13697,"LOXHD1","LOXHD1","","protein_coding"
13698,"LOXL1","LOXL1","","protein_coding"
13699,"LOXL1-AS1","LOXL1-AS1","","protein_coding"
13700,"LOXL2","LOXL2","","protein_coding"
13701,"LOXL3","LOXL3","","protein_coding"
13702,"LOXL4","LOXL4","","protein_coding"
13703,"LPA","LPA","","protein_coding"
13704,"LPAL2","LPAL2","","protein_coding"
13705,"LPAR1","LPAR1","","protein_coding"
13706,"LPAR2","LPAR2","","protein_coding"
13707,"LPAR3","LPAR3","","protein_coding"
13708,"LPAR4","LPAR4","","protein_coding"
13709,"LPAR5","LPAR5","","protein_coding"
13710,"LPAR6","LPAR6","","protein_coding"
13711,"LPCAT1","LPCAT1","","protein_coding"
13712,"LPCAT2","LPCAT2","","protein_coding"
13713,"LPCAT3","LPCAT3","","protein_coding"
13714,"LPCAT4","LPCAT4","","protein_coding"
13715,"LPGAT1","LPGAT1","","protein_coding"
13716,"LPIN1","LPIN1","","protein_coding"
13717,"LPIN2","LPIN2","","protein_coding"
13718,"LPIN3","LPIN3","","protein_coding"
13719,"LPL","LPL","","protein_coding"
13720,"LPO","LPO","","protein_coding"
13721,"LPP","LPP","","protein_coding"
13722,"LPP-AS1","LPP-AS1","","protein_coding"
13723,"LPP-AS2","LPP-AS2","","protein_coding"
13724,"LPXN","LPXN","","protein_coding"
13725,"LRAT","LRAT","","protein_coding"
13726,"LRBA","LRBA","","protein_coding"
13727,"LRCH1","LRCH1","","protein_coding"
13728,"LRCH2","LRCH2","","protein_coding"
13729,"LRCH3","LRCH3","","protein_coding"
13730,"LRCH4","LRCH4","","protein_coding"
13731,"LRCOL1","LRCOL1","","protein_coding"
13732,"LRFN1","LRFN1","","protein_coding"
13733,"LRFN2","LRFN2","","protein_coding"
13734,"LRFN3","LRFN3","","protein_coding"
13735,"LRFN4","LRFN4","","protein_coding"
13736,"LRFN5","LRFN5","","protein_coding"
13737,"LRG1","LRG1","","protein_coding"
13738,"LRGUK","LRGUK","","protein_coding"
13739,"LRIF1","LRIF1","","protein_coding"
13740,"LRIG1","LRIG1","","protein_coding"
13741,"LRIG2","LRIG2","","protein_coding"
13742,"LRIG3","LRIG3","","protein_coding"
13743,"LRIT1","LRIT1","","protein_coding"
13744,"LRIT2","LRIT2","","protein_coding"
13745,"LRIT3","LRIT3","","protein_coding"
13746,"LRMDA","LRMDA","","protein_coding"
13747,"LRMP","LRMP","","protein_coding"
13748,"LRP1","LRP1","","protein_coding"
13749,"LRP1-AS","LRP1-AS","","protein_coding"
13750,"LRP10","LRP10","","protein_coding"
13751,"LRP11","LRP11","","protein_coding"
13752,"LRP12","LRP12","","protein_coding"
13753,"LRP1B","LRP1B","","protein_coding"
13754,"LRP2","LRP2","","protein_coding"
13755,"LRP2BP","LRP2BP","","protein_coding"
13756,"LRP3","LRP3","","protein_coding"
13757,"LRP4","LRP4","","protein_coding"
13758,"LRP4-AS1","LRP4-AS1","","protein_coding"
13759,"LRP5","LRP5","","protein_coding"
13760,"LRP5L","LRP5L","","protein_coding"
13761,"LRP6","LRP6","","protein_coding"
13762,"LRP8","LRP8","","protein_coding"
13763,"LRPAP1","LRPAP1","","protein_coding"
13764,"LRPPRC","LRPPRC","","protein_coding"
13765,"LRR1","LRR1","","protein_coding"
13766,"LRRC1","LRRC1","","protein_coding"
13767,"LRRC10","LRRC10","","protein_coding"
13768,"LRRC10B","LRRC10B","","protein_coding"
13769,"LRRC14","LRRC14","","protein_coding"
13770,"LRRC14B","LRRC14B","","protein_coding"
13771,"LRRC15","LRRC15","","protein_coding"
13772,"LRRC17","LRRC17","","protein_coding"
13773,"LRRC18","LRRC18","","protein_coding"
13774,"LRRC19","LRRC19","","protein_coding"
13775,"LRRC2","LRRC2","","protein_coding"
13776,"LRRC2-AS1","LRRC2-AS1","","protein_coding"
13777,"LRRC20","LRRC20","","protein_coding"
13778,"LRRC23","LRRC23","","protein_coding"
13779,"LRRC24","LRRC24","","protein_coding"
13780,"LRRC25","LRRC25","","protein_coding"
13781,"LRRC26","LRRC26","","protein_coding"
13782,"LRRC27","LRRC27","","protein_coding"
13783,"LRRC28","LRRC28","","protein_coding"
13784,"LRRC29","LRRC29","","protein_coding"
13785,"LRRC3","LRRC3","","protein_coding"
13786,"LRRC3-AS1","LRRC3-AS1","","protein_coding"
13787,"LRRC30","LRRC30","","protein_coding"
13788,"LRRC31","LRRC31","","protein_coding"
13789,"LRRC32","LRRC32","","protein_coding"
13790,"LRRC34","LRRC34","","protein_coding"
13791,"LRRC36","LRRC36","","protein_coding"
13792,"LRRC37A","LRRC37A","","protein_coding"
13793,"LRRC37A11P","LRRC37A11P","","protein_coding"
13794,"LRRC37A2","LRRC37A2","","protein_coding"
13795,"LRRC37A3","LRRC37A3","","protein_coding"
13796,"LRRC37A4P","LRRC37A4P","","protein_coding"
13797,"LRRC37A5P","LRRC37A5P","","protein_coding"
13798,"LRRC37A6P","LRRC37A6P","","protein_coding"
13799,"LRRC37A8P","LRRC37A8P","","protein_coding"
13800,"LRRC37B","LRRC37B","","protein_coding"
13801,"LRRC38","LRRC38","","protein_coding"
13802,"LRRC39","LRRC39","","protein_coding"
13803,"LRRC3B","LRRC3B","","protein_coding"
13804,"LRRC3C","LRRC3C","","protein_coding"
13805,"LRRC4","LRRC4","","protein_coding"
13806,"LRRC40","LRRC40","","protein_coding"
13807,"LRRC41","LRRC41","","protein_coding"
13808,"LRRC42","LRRC42","","protein_coding"
13809,"LRRC43","LRRC43","","protein_coding"
13810,"LRRC45","LRRC45","","protein_coding"
13811,"LRRC46","LRRC46","","protein_coding"
13812,"LRRC47","LRRC47","","protein_coding"
13813,"LRRC49","LRRC49","","protein_coding"
13814,"LRRC4B","LRRC4B","","protein_coding"
13815,"LRRC4C","LRRC4C","","protein_coding"
13816,"LRRC52","LRRC52","","protein_coding"
13817,"LRRC55","LRRC55","","protein_coding"
13818,"LRRC56","LRRC56","","protein_coding"
13819,"LRRC57","LRRC57","","protein_coding"
13820,"LRRC58","LRRC58","","protein_coding"
13821,"LRRC59","LRRC59","","protein_coding"
13822,"LRRC6","LRRC6","","protein_coding"
13823,"LRRC61","LRRC61","","protein_coding"
13824,"LRRC63","LRRC63","","protein_coding"
13825,"LRRC66","LRRC66","","protein_coding"
13826,"LRRC69","LRRC69","","protein_coding"
13827,"LRRC7","LRRC7","","protein_coding"
13828,"LRRC70","LRRC70","","protein_coding"
13829,"LRRC71","LRRC71","","protein_coding"
13830,"LRRC72","LRRC72","","protein_coding"
13831,"LRRC73","LRRC73","","protein_coding"
13832,"LRRC74A","LRRC74A","","protein_coding"
13833,"LRRC74B","LRRC74B","","protein_coding"
13834,"LRRC75A","LRRC75A","","protein_coding"
13835,"LRRC75A-AS1","LRRC75A-AS1","","protein_coding"
13836,"LRRC75B","LRRC75B","","protein_coding"
13837,"LRRC77P","LRRC77P","","protein_coding"
13838,"LRRC8A","LRRC8A","","protein_coding"
13839,"LRRC8B","LRRC8B","","protein_coding"
13840,"LRRC8C","LRRC8C","","protein_coding"
13841,"LRRC8C-DT","LRRC8C-DT","","protein_coding"
13842,"LRRC8D","LRRC8D","","protein_coding"
13843,"LRRC8E","LRRC8E","","protein_coding"
13844,"LRRC9","LRRC9","","protein_coding"
13845,"LRRCC1","LRRCC1","","protein_coding"
13846,"LRRD1","LRRD1","","protein_coding"
13847,"LRRFIP1","LRRFIP1","","protein_coding"
13848,"LRRFIP2","LRRFIP2","","protein_coding"
13849,"LRRIQ1","LRRIQ1","","protein_coding"
13850,"LRRIQ3","LRRIQ3","","protein_coding"
13851,"LRRIQ4","LRRIQ4","","protein_coding"
13852,"LRRK1","LRRK1","","protein_coding"
13853,"LRRK2","LRRK2","","protein_coding"
13854,"LRRN1","LRRN1","","protein_coding"
13855,"LRRN2","LRRN2","","protein_coding"
13856,"LRRN3","LRRN3","","protein_coding"
13857,"LRRN4","LRRN4","","protein_coding"
13858,"LRRN4CL","LRRN4CL","","protein_coding"
13859,"LRRTM1","LRRTM1","","protein_coding"
13860,"LRRTM2","LRRTM2","","protein_coding"
13861,"LRRTM3","LRRTM3","","protein_coding"
13862,"LRRTM4","LRRTM4","","protein_coding"
13863,"LRSAM1","LRSAM1","","protein_coding"
13864,"LRTM1","LRTM1","","protein_coding"
13865,"LRTM2","LRTM2","","protein_coding"
13866,"LRTOMT","LRTOMT","","protein_coding"
13867,"LRWD1","LRWD1","","protein_coding"
13868,"LSAMP","LSAMP","","protein_coding"
13869,"LSAMP-AS1","LSAMP-AS1","","protein_coding"
13870,"LSG1","LSG1","","protein_coding"
13871,"LSINCT5","LSINCT5","","protein_coding"
13872,"LSM1","LSM1","","protein_coding"
13873,"LSM10","LSM10","","protein_coding"
13874,"LSM11","LSM11","","protein_coding"
13875,"LSM12","LSM12","","protein_coding"
13876,"LSM14A","LSM14A","","protein_coding"
13877,"LSM14B","LSM14B","","protein_coding"
13878,"LSM2","LSM2","","protein_coding"
13879,"LSM3","LSM3","","protein_coding"
13880,"LSM4","LSM4","","protein_coding"
13881,"LSM5","LSM5","","protein_coding"
13882,"LSM6","LSM6","","protein_coding"
13883,"LSM7","LSM7","","protein_coding"
13884,"LSM8","LSM8","","protein_coding"
13885,"LSMEM1","LSMEM1","","protein_coding"
13886,"LSMEM2","LSMEM2","","protein_coding"
13887,"LSP1","LSP1","","protein_coding"
13888,"LSP1P3","LSP1P3","","protein_coding"
13889,"LSR","LSR","","protein_coding"
13890,"LSS","LSS","","protein_coding"
13891,"LST1","LST1","","protein_coding"
13892,"LTA","LTA","","protein_coding"
13893,"LTA4H","LTA4H","","protein_coding"
13894,"LTB","LTB","","protein_coding"
13895,"LTB4R","LTB4R","","protein_coding"
13896,"LTB4R2","LTB4R2","","protein_coding"
13897,"LTBP1","LTBP1","","protein_coding"
13898,"LTBP2","LTBP2","","protein_coding"
13899,"LTBP3","LTBP3","","protein_coding"
13900,"LTBP4","LTBP4","","protein_coding"
13901,"LTBR","LTBR","","protein_coding"
13902,"LTC4S","LTC4S","","protein_coding"
13903,"LTF","LTF","","protein_coding"
13904,"LTK","LTK","","protein_coding"
13905,"LTN1","LTN1","","protein_coding"
13906,"LTV1","LTV1","","protein_coding"
13907,"LUADT1","LUADT1","","protein_coding"
13908,"LUARIS","LUARIS","","protein_coding"
13909,"LUC7L","LUC7L","","protein_coding"
13910,"LUC7L2","LUC7L2","","protein_coding"
13911,"LUC7L3","LUC7L3","","protein_coding"
13912,"LUCAT1","LUCAT1","","protein_coding"
13913,"LUM","LUM","","protein_coding"
13914,"LUNAR1","LUNAR1","","protein_coding"
13915,"LURAP1","LURAP1","","protein_coding"
13916,"LURAP1L","LURAP1L","","protein_coding"
13917,"LURAP1L-AS1","LURAP1L-AS1","","protein_coding"
13918,"LUZP1","LUZP1","","protein_coding"
13919,"LUZP2","LUZP2","","protein_coding"
13920,"LUZP4","LUZP4","","protein_coding"
13921,"LUZP6","LUZP6","","protein_coding"
13922,"LVRN","LVRN","","protein_coding"
13923,"LXN","LXN","","protein_coding"
13924,"LY6D","LY6D","","protein_coding"
13925,"LY6E","LY6E","","protein_coding"
13926,"LY6E-DT","LY6E-DT","","protein_coding"
13927,"LY6G5B","LY6G5B","","protein_coding"
13928,"LY6G5C","LY6G5C","","protein_coding"
13929,"LY6G6C","LY6G6C","","protein_coding"
13930,"LY6G6D","LY6G6D","","protein_coding"
13931,"LY6G6E","LY6G6E","","protein_coding"
13932,"LY6G6F","LY6G6F","","protein_coding"
13933,"LY6G6F-LY6G6D","LY6G6F-LY6G6D","","protein_coding"
13934,"LY6H","LY6H","","protein_coding"
13935,"LY6K","LY6K","","protein_coding"
13936,"LY75","LY75","","protein_coding"
13937,"LY75-CD302","LY75-CD302","","protein_coding"
13938,"LY86","LY86","","protein_coding"
13939,"LY86-AS1","LY86-AS1","","protein_coding"
13940,"LY9","LY9","","protein_coding"
13941,"LY96","LY96","","protein_coding"
13942,"LYAR","LYAR","","protein_coding"
13943,"LYG1","LYG1","","protein_coding"
13944,"LYG2","LYG2","","protein_coding"
13945,"LYL1","LYL1","","protein_coding"
13946,"LYN","LYN","","protein_coding"
13947,"LYNX1","LYNX1","","protein_coding"
13948,"LYNX1-SLURP2","LYNX1-SLURP2","","protein_coding"
13949,"LYPD1","LYPD1","","protein_coding"
13950,"LYPD2","LYPD2","","protein_coding"
13951,"LYPD3","LYPD3","","protein_coding"
13952,"LYPD4","LYPD4","","protein_coding"
13953,"LYPD5","LYPD5","","protein_coding"
13954,"LYPD6","LYPD6","","protein_coding"
13955,"LYPD6B","LYPD6B","","protein_coding"
13956,"LYPD8","LYPD8","","protein_coding"
13957,"LYPLA1","LYPLA1","","protein_coding"
13958,"LYPLA2","LYPLA2","","protein_coding"
13959,"LYPLA2P2","LYPLA2P2","","protein_coding"
13960,"LYPLAL1","LYPLAL1","","protein_coding"
13961,"LYPLAL1-AS1","LYPLAL1-AS1","","protein_coding"
13962,"LYRM1","LYRM1","","protein_coding"
13963,"LYRM2","LYRM2","","protein_coding"
13964,"LYRM4","LYRM4","","protein_coding"
13965,"LYRM4-AS1","LYRM4-AS1","","protein_coding"
13966,"LYRM7","LYRM7","","protein_coding"
13967,"LYRM9","LYRM9","","protein_coding"
13968,"LYSMD1","LYSMD1","","protein_coding"
13969,"LYSMD2","LYSMD2","","protein_coding"
13970,"LYSMD3","LYSMD3","","protein_coding"
13971,"LYSMD4","LYSMD4","","protein_coding"
13972,"LYST","LYST","","protein_coding"
13973,"LYVE1","LYVE1","","protein_coding"
13974,"LYZ","LYZ","","protein_coding"
13975,"LYZL1","LYZL1","","protein_coding"
13976,"LYZL2","LYZL2","","protein_coding"
13977,"LYZL4","LYZL4","","protein_coding"
13978,"LYZL6","LYZL6","","protein_coding"
13979,"LZIC","LZIC","","protein_coding"
13980,"LZTFL1","LZTFL1","","protein_coding"
13981,"LZTR1","LZTR1","","protein_coding"
13982,"LZTS1","LZTS1","","protein_coding"
13983,"LZTS1-AS1","LZTS1-AS1","","protein_coding"
13984,"LZTS2","LZTS2","","protein_coding"
13985,"LZTS3","LZTS3","","protein_coding"
13986,"M1AP","M1AP","","protein_coding"
13987,"M6PR","M6PR","","protein_coding"
13988,"MAATS1","MAATS1","","protein_coding"
13989,"MAB21L1","MAB21L1","","protein_coding"
13990,"MAB21L2","MAB21L2","","protein_coding"
13991,"MAB21L3","MAB21L3","","protein_coding"
13992,"MACC1","MACC1","","protein_coding"
13993,"MACC1-AS1","MACC1-AS1","","protein_coding"
13994,"MACF1","MACF1","","protein_coding"
13995,"MACROD1","MACROD1","","protein_coding"
13996,"MACROD2","MACROD2","","protein_coding"
13997,"MACROD2-AS1","MACROD2-AS1","","protein_coding"
13998,"MACROD2-IT1","MACROD2-IT1","","protein_coding"
13999,"MAD1L1","MAD1L1","","protein_coding"
14000,"MAD2L1","MAD2L1","","protein_coding"
14001,"MAD2L1BP","MAD2L1BP","","protein_coding"
14002,"MAD2L2","MAD2L2","","protein_coding"
14003,"MADCAM1","MADCAM1","","protein_coding"
14004,"MADD","MADD","","protein_coding"
14005,"MAEA","MAEA","","protein_coding"
14006,"MAEL","MAEL","","protein_coding"
14007,"MAF","MAF","","protein_coding"
14008,"MAF1","MAF1","","protein_coding"
14009,"MAFA","MAFA","","protein_coding"
14010,"MAFA-AS1","MAFA-AS1","","protein_coding"
14011,"MAFB","MAFB","","protein_coding"
14012,"MAFF","MAFF","","protein_coding"
14013,"MAFG","MAFG","","protein_coding"
14014,"MAFG-AS1","MAFG-AS1","","protein_coding"
14015,"MAFIP","MAFIP","","protein_coding"
14016,"MAFK","MAFK","","protein_coding"
14017,"MAFTRR","MAFTRR","","protein_coding"
14018,"MAG","MAG","","protein_coding"
14019,"MAGEA1","MAGEA1","","protein_coding"
14020,"MAGEA10","MAGEA10","","protein_coding"
14021,"MAGEA10-MAGEA5","MAGEA10-MAGEA5","","protein_coding"
14022,"MAGEA11","MAGEA11","","protein_coding"
14023,"MAGEA12","MAGEA12","","protein_coding"
14024,"MAGEA2","MAGEA2","","protein_coding"
14025,"MAGEA2B","MAGEA2B","","protein_coding"
14026,"MAGEA3","MAGEA3","","protein_coding"
14027,"MAGEA4","MAGEA4","","protein_coding"
14028,"MAGEA5","MAGEA5","","protein_coding"
14029,"MAGEA6","MAGEA6","","protein_coding"
14030,"MAGEA8","MAGEA8","","protein_coding"
14031,"MAGEA8-AS1","MAGEA8-AS1","","protein_coding"
14032,"MAGEA9","MAGEA9","","protein_coding"
14033,"MAGEA9B","MAGEA9B","","protein_coding"
14034,"MAGEB1","MAGEB1","","protein_coding"
14035,"MAGEB10","MAGEB10","","protein_coding"
14036,"MAGEB16","MAGEB16","","protein_coding"
14037,"MAGEB17","MAGEB17","","protein_coding"
14038,"MAGEB18","MAGEB18","","protein_coding"
14039,"MAGEB2","MAGEB2","","protein_coding"
14040,"MAGEB3","MAGEB3","","protein_coding"
14041,"MAGEB4","MAGEB4","","protein_coding"
14042,"MAGEB5","MAGEB5","","protein_coding"
14043,"MAGEB6","MAGEB6","","protein_coding"
14044,"MAGEC1","MAGEC1","","protein_coding"
14045,"MAGEC2","MAGEC2","","protein_coding"
14046,"MAGEC3","MAGEC3","","protein_coding"
14047,"MAGED1","MAGED1","","protein_coding"
14048,"MAGED2","MAGED2","","protein_coding"
14049,"MAGED4","MAGED4","","protein_coding"
14050,"MAGED4B","MAGED4B","","protein_coding"
14051,"MAGEE1","MAGEE1","","protein_coding"
14052,"MAGEE2","MAGEE2","","protein_coding"
14053,"MAGEF1","MAGEF1","","protein_coding"
14054,"MAGEH1","MAGEH1","","protein_coding"
14055,"MAGEL2","MAGEL2","","protein_coding"
14056,"MAGI1","MAGI1","","protein_coding"
14057,"MAGI1-AS1","MAGI1-AS1","","protein_coding"
