"id","UniqueID","Gene.Name","Protein.ID","GeneType"
2226,"C20orf197","C20orf197","","protein_coding"
2227,"C20orf202","C20orf202","","protein_coding"
2228,"C20orf203","C20orf203","","protein_coding"
2229,"C20orf204","C20orf204","","protein_coding"
2230,"C20orf24","C20orf24","","protein_coding"
2231,"C20orf27","C20orf27","","protein_coding"
2232,"C20orf78","C20orf78","","protein_coding"
2233,"C20orf85","C20orf85","","protein_coding"
2234,"C20orf96","C20orf96","","protein_coding"
2235,"C21orf140","C21orf140","","protein_coding"
2236,"C21orf2","C21orf2","","protein_coding"
2237,"C21orf33","C21orf33","","protein_coding"
2238,"C21orf58","C21orf58","","protein_coding"
2239,"C21orf59","C21orf59","","protein_coding"
2240,"C21orf59-TCP10L","C21orf59-TCP10L","","protein_coding"
2241,"C21orf62","C21orf62","","protein_coding"
2242,"C21orf62-AS1","C21orf62-AS1","","protein_coding"
2243,"C21orf91","C21orf91","","protein_coding"
2244,"C21orf91-OT1","C21orf91-OT1","","protein_coding"
2245,"C22orf15","C22orf15","","protein_coding"
2246,"C22orf23","C22orf23","","protein_coding"
2247,"C22orf24","C22orf24","","protein_coding"
2248,"C22orf31","C22orf31","","protein_coding"
2249,"C22orf34","C22orf34","","protein_coding"
2250,"C22orf39","C22orf39","","protein_coding"
2251,"C22orf42","C22orf42","","protein_coding"
2252,"C22orf46","C22orf46","","protein_coding"
2253,"C2CD2","C2CD2","","protein_coding"
2254,"C2CD2L","C2CD2L","","protein_coding"
2255,"C2CD3","C2CD3","","protein_coding"
2256,"C2CD4A","C2CD4A","","protein_coding"
2257,"C2CD4B","C2CD4B","","protein_coding"
2258,"C2CD4C","C2CD4C","","protein_coding"
2259,"C2CD4D","C2CD4D","","protein_coding"
2260,"C2CD5","C2CD5","","protein_coding"
2261,"C2CD6","C2CD6","","protein_coding"
2262,"C2orf15","C2orf15","","protein_coding"
2263,"C2orf16","C2orf16","","protein_coding"
2264,"C2orf27A","C2orf27A","","protein_coding"
2265,"C2orf27B","C2orf27B","","protein_coding"
2266,"C2orf40","C2orf40","","protein_coding"
2267,"C2orf42","C2orf42","","protein_coding"
2268,"C2orf48","C2orf48","","protein_coding"
2269,"C2orf49","C2orf49","","protein_coding"
2270,"C2orf50","C2orf50","","protein_coding"
2271,"C2orf54","C2orf54","","protein_coding"
2272,"C2orf66","C2orf66","","protein_coding"
2273,"C2orf68","C2orf68","","protein_coding"
2274,"C2orf69","C2orf69","","protein_coding"
2275,"C2orf70","C2orf70","","protein_coding"
2276,"C2orf71","C2orf71","","protein_coding"
2277,"C2orf72","C2orf72","","protein_coding"
2278,"C2orf73","C2orf73","","protein_coding"
2279,"C2orf74","C2orf74","","protein_coding"
2280,"C2orf76","C2orf76","","protein_coding"
2281,"C2orf78","C2orf78","","protein_coding"
2282,"C2orf80","C2orf80","","protein_coding"
2283,"C2orf81","C2orf81","","protein_coding"
2284,"C2orf82","C2orf82","","protein_coding"
2285,"C2orf83","C2orf83","","protein_coding"
2286,"C2orf88","C2orf88","","protein_coding"
2287,"C2orf91","C2orf91","","protein_coding"
2288,"C2orf92","C2orf92","","protein_coding"
2289,"C3","C3","","protein_coding"
2290,"C3AR1","C3AR1","","protein_coding"
2291,"C3orf14","C3orf14","","protein_coding"
2292,"C3orf18","C3orf18","","protein_coding"
2293,"C3orf20","C3orf20","","protein_coding"
2294,"C3orf22","C3orf22","","protein_coding"
2295,"C3orf30","C3orf30","","protein_coding"
2296,"C3orf33","C3orf33","","protein_coding"
2297,"C3orf35","C3orf35","","protein_coding"
2298,"C3orf36","C3orf36","","protein_coding"
2299,"C3orf38","C3orf38","","protein_coding"
2300,"C3orf49","C3orf49","","protein_coding"
2301,"C3orf52","C3orf52","","protein_coding"
2302,"C3orf56","C3orf56","","protein_coding"
2303,"C3orf58","C3orf58","","protein_coding"
2304,"C3orf62","C3orf62","","protein_coding"
2305,"C3orf67","C3orf67","","protein_coding"
2306,"C3orf67-AS1","C3orf67-AS1","","protein_coding"
2307,"C3orf70","C3orf70","","protein_coding"
2308,"C3orf79","C3orf79","","protein_coding"
2309,"C3orf80","C3orf80","","protein_coding"
2310,"C3orf84","C3orf84","","protein_coding"
2311,"C3orf85","C3orf85","","protein_coding"
2312,"C3P1","C3P1","","protein_coding"
2313,"C4A","C4A","","protein_coding"
2314,"C4B","C4B","","protein_coding"
2315,"C4B_2","C4B_2","","protein_coding"
2316,"C4BPA","C4BPA","","protein_coding"
2317,"C4BPB","C4BPB","","protein_coding"
2318,"C4orf17","C4orf17","","protein_coding"
2319,"C4orf19","C4orf19","","protein_coding"
2320,"C4orf22","C4orf22","","protein_coding"
2321,"C4orf3","C4orf3","","protein_coding"
2322,"C4orf33","C4orf33","","protein_coding"
2323,"C4orf36","C4orf36","","protein_coding"
2324,"C4orf45","C4orf45","","protein_coding"
2325,"C4orf46","C4orf46","","protein_coding"
2326,"C4orf47","C4orf47","","protein_coding"
2327,"C4orf48","C4orf48","","protein_coding"
2328,"C4orf51","C4orf51","","protein_coding"
2329,"C5","C5","","protein_coding"
2330,"C5-OT1","C5-OT1","","protein_coding"
2331,"C5AR1","C5AR1","","protein_coding"
2332,"C5AR2","C5AR2","","protein_coding"
2333,"C5orf15","C5orf15","","protein_coding"
2334,"C5orf17","C5orf17","","protein_coding"
2335,"C5orf22","C5orf22","","protein_coding"
2336,"C5orf24","C5orf24","","protein_coding"
2337,"C5orf30","C5orf30","","protein_coding"
2338,"C5orf34","C5orf34","","protein_coding"
2339,"C5orf38","C5orf38","","protein_coding"
2340,"C5orf42","C5orf42","","protein_coding"
2341,"C5orf46","C5orf46","","protein_coding"
2342,"C5orf47","C5orf47","","protein_coding"
2343,"C5orf49","C5orf49","","protein_coding"
2344,"C5orf51","C5orf51","","protein_coding"
2345,"C5orf52","C5orf52","","protein_coding"
2346,"C5orf56","C5orf56","","protein_coding"
2347,"C5orf58","C5orf58","","protein_coding"
2348,"C5orf60","C5orf60","","protein_coding"
2349,"C5orf63","C5orf63","","protein_coding"
2350,"C5orf64","C5orf64","","protein_coding"
2351,"C5orf64-AS1","C5orf64-AS1","","protein_coding"
2352,"C5orf66","C5orf66","","protein_coding"
2353,"C5orf66-AS1","C5orf66-AS1","","protein_coding"
2354,"C5orf66-AS2","C5orf66-AS2","","protein_coding"
2355,"C5orf67","C5orf67","","protein_coding"
2356,"C6","C6","","protein_coding"
2357,"C6orf10","C6orf10","","protein_coding"
2358,"C6orf106","C6orf106","","protein_coding"
2359,"C6orf118","C6orf118","","protein_coding"
2360,"C6orf120","C6orf120","","protein_coding"
2361,"C6orf132","C6orf132","","protein_coding"
2362,"C6orf136","C6orf136","","protein_coding"
2363,"C6orf141","C6orf141","","protein_coding"
2364,"C6orf15","C6orf15","","protein_coding"
2365,"C6orf163","C6orf163","","protein_coding"
2366,"C6orf183","C6orf183","","protein_coding"
2367,"C6orf201","C6orf201","","protein_coding"
2368,"C6orf203","C6orf203","","protein_coding"
2369,"C6orf222","C6orf222","","protein_coding"
2370,"C6orf223","C6orf223","","protein_coding"
2371,"C6orf226","C6orf226","","protein_coding"
2372,"C6orf229","C6orf229","","protein_coding"
2373,"C6orf47","C6orf47","","protein_coding"
2374,"C6orf48","C6orf48","","protein_coding"
2375,"C6orf52","C6orf52","","protein_coding"
2376,"C6orf58","C6orf58","","protein_coding"
2377,"C6orf62","C6orf62","","protein_coding"
2378,"C6orf89","C6orf89","","protein_coding"
2379,"C6orf99","C6orf99","","protein_coding"
2380,"C7","C7","","protein_coding"
2381,"C7orf13","C7orf13","","protein_coding"
2382,"C7orf25","C7orf25","","protein_coding"
2383,"C7orf26","C7orf26","","protein_coding"
2384,"C7orf31","C7orf31","","protein_coding"
2385,"C7orf33","C7orf33","","protein_coding"
2386,"C7orf43","C7orf43","","protein_coding"
2387,"C7orf49","C7orf49","","protein_coding"
2388,"C7orf50","C7orf50","","protein_coding"
2389,"C7orf55-LUC7L2","C7orf55-LUC7L2","","protein_coding"
2390,"C7orf57","C7orf57","","protein_coding"
2391,"C7orf61","C7orf61","","protein_coding"
2392,"C7orf65","C7orf65","","protein_coding"
2393,"C7orf66","C7orf66","","protein_coding"
2394,"C7orf69","C7orf69","","protein_coding"
2395,"C7orf71","C7orf71","","protein_coding"
2396,"C7orf77","C7orf77","","protein_coding"
2397,"C8A","C8A","","protein_coding"
2398,"C8B","C8B","","protein_coding"
2399,"C8G","C8G","","protein_coding"
2400,"C8orf31","C8orf31","","protein_coding"
2401,"C8orf33","C8orf33","","protein_coding"
2402,"C8orf34","C8orf34","","protein_coding"
2403,"C8orf34-AS1","C8orf34-AS1","","protein_coding"
2404,"C8orf37","C8orf37","","protein_coding"
2405,"C8orf37-AS1","C8orf37-AS1","","protein_coding"
2406,"C8orf44","C8orf44","","protein_coding"
2407,"C8orf44-SGK3","C8orf44-SGK3","","protein_coding"
2408,"C8orf46","C8orf46","","protein_coding"
2409,"C8orf48","C8orf48","","protein_coding"
2410,"C8orf49","C8orf49","","protein_coding"
2411,"C8orf58","C8orf58","","protein_coding"
2412,"C8orf59","C8orf59","","protein_coding"
2413,"C8orf74","C8orf74","","protein_coding"
2414,"C8orf76","C8orf76","","protein_coding"
2415,"C8orf82","C8orf82","","protein_coding"
2416,"C8orf86","C8orf86","","protein_coding"
2417,"C8orf87","C8orf87","","protein_coding"
2418,"C8orf88","C8orf88","","protein_coding"
2419,"C8orf89","C8orf89","","protein_coding"
2420,"C9","C9","","protein_coding"
2421,"C9orf106","C9orf106","","protein_coding"
2422,"C9orf116","C9orf116","","protein_coding"
2423,"C9orf129","C9orf129","","protein_coding"
2424,"C9orf131","C9orf131","","protein_coding"
2425,"C9orf135","C9orf135","","protein_coding"
2426,"C9orf135-AS1","C9orf135-AS1","","protein_coding"
2427,"C9orf139","C9orf139","","protein_coding"
2428,"C9orf147","C9orf147","","protein_coding"
2429,"C9orf152","C9orf152","","protein_coding"
2430,"C9orf153","C9orf153","","protein_coding"
2431,"C9orf16","C9orf16","","protein_coding"
2432,"C9orf163","C9orf163","","protein_coding"
2433,"C9orf170","C9orf170","","protein_coding"
2434,"C9orf24","C9orf24","","protein_coding"
2435,"C9orf3","C9orf3","","protein_coding"
2436,"C9orf40","C9orf40","","protein_coding"
2437,"C9orf41-AS1","C9orf41-AS1","","protein_coding"
2438,"C9orf43","C9orf43","","protein_coding"
2439,"C9orf47","C9orf47","","protein_coding"
2440,"C9orf50","C9orf50","","protein_coding"
2441,"C9orf57","C9orf57","","protein_coding"
2442,"C9orf62","C9orf62","","protein_coding"
2443,"C9orf64","C9orf64","","protein_coding"
2444,"C9orf66","C9orf66","","protein_coding"
2445,"C9orf72","C9orf72","","protein_coding"
2446,"C9orf78","C9orf78","","protein_coding"
2447,"C9orf84","C9orf84","","protein_coding"
2448,"C9orf85","C9orf85","","protein_coding"
2449,"C9orf92","C9orf92","","protein_coding"
2450,"CA1","CA1","","protein_coding"
2451,"CA10","CA10","","protein_coding"
2452,"CA11","CA11","","protein_coding"
2453,"CA12","CA12","","protein_coding"
2454,"CA13","CA13","","protein_coding"
2455,"CA14","CA14","","protein_coding"
2456,"CA2","CA2","","protein_coding"
2457,"CA3","CA3","","protein_coding"
2458,"CA3-AS1","CA3-AS1","","protein_coding"
2459,"CA4","CA4","","protein_coding"
2460,"CA5A","CA5A","","protein_coding"
2461,"CA5B","CA5B","","protein_coding"
2462,"CA5BP1","CA5BP1","","protein_coding"
2463,"CA6","CA6","","protein_coding"
2464,"CA7","CA7","","protein_coding"
2465,"CA8","CA8","","protein_coding"
2466,"CA9","CA9","","protein_coding"
2467,"CAAP1","CAAP1","","protein_coding"
2468,"CAB39","CAB39","","protein_coding"
2469,"CAB39L","CAB39L","","protein_coding"
2470,"CABCOCO1","CABCOCO1","","protein_coding"
2471,"CABIN1","CABIN1","","protein_coding"
2472,"CABLES1","CABLES1","","protein_coding"
2473,"CABLES2","CABLES2","","protein_coding"
2474,"CABP1","CABP1","","protein_coding"
2475,"CABP2","CABP2","","protein_coding"
2476,"CABP4","CABP4","","protein_coding"
2477,"CABP5","CABP5","","protein_coding"
2478,"CABP7","CABP7","","protein_coding"
2479,"CABS1","CABS1","","protein_coding"
2480,"CABYR","CABYR","","protein_coding"
2481,"CACFD1","CACFD1","","protein_coding"
2482,"CACHD1","CACHD1","","protein_coding"
2483,"CACNA1A","CACNA1A","","protein_coding"
2484,"CACNA1B","CACNA1B","","protein_coding"
2485,"CACNA1C","CACNA1C","","protein_coding"
2486,"CACNA1C-AS1","CACNA1C-AS1","","protein_coding"
2487,"CACNA1C-AS2","CACNA1C-AS2","","protein_coding"
2488,"CACNA1C-AS4","CACNA1C-AS4","","protein_coding"
2489,"CACNA1C-IT2","CACNA1C-IT2","","protein_coding"
2490,"CACNA1C-IT3","CACNA1C-IT3","","protein_coding"
2491,"CACNA1D","CACNA1D","","protein_coding"
2492,"CACNA1E","CACNA1E","","protein_coding"
2493,"CACNA1F","CACNA1F","","protein_coding"
2494,"CACNA1G","CACNA1G","","protein_coding"
2495,"CACNA1G-AS1","CACNA1G-AS1","","protein_coding"
2496,"CACNA1H","CACNA1H","","protein_coding"
2497,"CACNA1I","CACNA1I","","protein_coding"
2498,"CACNA1S","CACNA1S","","protein_coding"
2499,"CACNA2D1","CACNA2D1","","protein_coding"
2500,"CACNA2D2","CACNA2D2","","protein_coding"
2501,"CACNA2D3","CACNA2D3","","protein_coding"
2502,"CACNA2D3-AS1","CACNA2D3-AS1","","protein_coding"
2503,"CACNA2D4","CACNA2D4","","protein_coding"
2504,"CACNB1","CACNB1","","protein_coding"
2505,"CACNB2","CACNB2","","protein_coding"
2506,"CACNB3","CACNB3","","protein_coding"
2507,"CACNB4","CACNB4","","protein_coding"
2508,"CACNG1","CACNG1","","protein_coding"
2509,"CACNG2","CACNG2","","protein_coding"
2510,"CACNG3","CACNG3","","protein_coding"
2511,"CACNG4","CACNG4","","protein_coding"
2512,"CACNG5","CACNG5","","protein_coding"
2513,"CACNG6","CACNG6","","protein_coding"
2514,"CACNG7","CACNG7","","protein_coding"
2515,"CACNG8","CACNG8","","protein_coding"
2516,"CACTIN","CACTIN","","protein_coding"
2517,"CACTIN-AS1","CACTIN-AS1","","protein_coding"
2518,"CACUL1","CACUL1","","protein_coding"
2519,"CACYBP","CACYBP","","protein_coding"
2520,"CAD","CAD","","protein_coding"
2521,"CADM1","CADM1","","protein_coding"
2522,"CADM2","CADM2","","protein_coding"
2523,"CADM2-AS2","CADM2-AS2","","protein_coding"
2524,"CADM3","CADM3","","protein_coding"
2525,"CADM3-AS1","CADM3-AS1","","protein_coding"
2526,"CADM4","CADM4","","protein_coding"
2527,"CADPS","CADPS","","protein_coding"
2528,"CADPS2","CADPS2","","protein_coding"
2529,"CAGE1","CAGE1","","protein_coding"
2530,"CAHM","CAHM","","protein_coding"
2531,"CALB1","CALB1","","protein_coding"
2532,"CALB2","CALB2","","protein_coding"
2533,"CALCA","CALCA","","protein_coding"
2534,"CALCB","CALCB","","protein_coding"
2535,"CALCOCO1","CALCOCO1","","protein_coding"
2536,"CALCOCO2","CALCOCO2","","protein_coding"
2537,"CALCR","CALCR","","protein_coding"
2538,"CALCRL","CALCRL","","protein_coding"
2539,"CALD1","CALD1","","protein_coding"
2540,"CALHM1","CALHM1","","protein_coding"
2541,"CALHM2","CALHM2","","protein_coding"
2542,"CALHM3","CALHM3","","protein_coding"
2543,"CALHM4","CALHM4","","protein_coding"
2544,"CALHM5","CALHM5","","protein_coding"
2545,"CALHM6","CALHM6","","protein_coding"
2546,"CALM1","CALM1","","protein_coding"
2547,"CALM2","CALM2","","protein_coding"
2548,"CALM3","CALM3","","protein_coding"
2549,"CALML3","CALML3","","protein_coding"
2550,"CALML3-AS1","CALML3-AS1","","protein_coding"
2551,"CALML4","CALML4","","protein_coding"
2552,"CALML5","CALML5","","protein_coding"
2553,"CALML6","CALML6","","protein_coding"
2554,"CALN1","CALN1","","protein_coding"
2555,"CALR","CALR","","protein_coding"
2556,"CALR3","CALR3","","protein_coding"
2557,"CALU","CALU","","protein_coding"
2558,"CALY","CALY","","protein_coding"
2559,"CAMK1","CAMK1","","protein_coding"
2560,"CAMK1D","CAMK1D","","protein_coding"
2561,"CAMK1G","CAMK1G","","protein_coding"
2562,"CAMK2A","CAMK2A","","protein_coding"
2563,"CAMK2B","CAMK2B","","protein_coding"
2564,"CAMK2D","CAMK2D","","protein_coding"
2565,"CAMK2G","CAMK2G","","protein_coding"
2566,"CAMK2N1","CAMK2N1","","protein_coding"
2567,"CAMK2N2","CAMK2N2","","protein_coding"
2568,"CAMK4","CAMK4","","protein_coding"
2569,"CAMKK1","CAMKK1","","protein_coding"
2570,"CAMKK2","CAMKK2","","protein_coding"
2571,"CAMKMT","CAMKMT","","protein_coding"
2572,"CAMKV","CAMKV","","protein_coding"
2573,"CAMLG","CAMLG","","protein_coding"
2574,"CAMP","CAMP","","protein_coding"
2575,"CAMSAP1","CAMSAP1","","protein_coding"
2576,"CAMSAP2","CAMSAP2","","protein_coding"
2577,"CAMSAP3","CAMSAP3","","protein_coding"
2578,"CAMTA1","CAMTA1","","protein_coding"
2579,"CAMTA1-DT","CAMTA1-DT","","protein_coding"
2580,"CAMTA2","CAMTA2","","protein_coding"
2581,"CAND1","CAND1","","protein_coding"
2582,"CAND1.11","CAND1.11","","protein_coding"
2583,"CAND2","CAND2","","protein_coding"
2584,"CANT1","CANT1","","protein_coding"
2585,"CANX","CANX","","protein_coding"
2586,"CAP1","CAP1","","protein_coding"
2587,"CAP2","CAP2","","protein_coding"
2588,"CAPG","CAPG","","protein_coding"
2589,"CAPN1","CAPN1","","protein_coding"
2590,"CAPN10","CAPN10","","protein_coding"
2591,"CAPN10-AS1","CAPN10-AS1","","protein_coding"
2592,"CAPN11","CAPN11","","protein_coding"
2593,"CAPN12","CAPN12","","protein_coding"
2594,"CAPN13","CAPN13","","protein_coding"
2595,"CAPN14","CAPN14","","protein_coding"
2596,"CAPN15","CAPN15","","protein_coding"
2597,"CAPN2","CAPN2","","protein_coding"
2598,"CAPN3","CAPN3","","protein_coding"
2599,"CAPN5","CAPN5","","protein_coding"
2600,"CAPN6","CAPN6","","protein_coding"
2601,"CAPN7","CAPN7","","protein_coding"
2602,"CAPN8","CAPN8","","protein_coding"
2603,"CAPN9","CAPN9","","protein_coding"
2604,"CAPNS1","CAPNS1","","protein_coding"
2605,"CAPNS2","CAPNS2","","protein_coding"
2606,"CAPRIN1","CAPRIN1","","protein_coding"
2607,"CAPRIN2","CAPRIN2","","protein_coding"
2608,"CAPS","CAPS","","protein_coding"
2609,"CAPS2","CAPS2","","protein_coding"
2610,"CAPSL","CAPSL","","protein_coding"
2611,"CAPZA1","CAPZA1","","protein_coding"
2612,"CAPZA2","CAPZA2","","protein_coding"
2613,"CAPZA3","CAPZA3","","protein_coding"
2614,"CAPZB","CAPZB","","protein_coding"
2615,"CARD10","CARD10","","protein_coding"
2616,"CARD11","CARD11","","protein_coding"
2617,"CARD14","CARD14","","protein_coding"
2618,"CARD16","CARD16","","protein_coding"
2619,"CARD17","CARD17","","protein_coding"
2620,"CARD18","CARD18","","protein_coding"
2621,"CARD19","CARD19","","protein_coding"
2622,"CARD6","CARD6","","protein_coding"
2623,"CARD8","CARD8","","protein_coding"
2624,"CARD8-AS1","CARD8-AS1","","protein_coding"
2625,"CARD9","CARD9","","protein_coding"
2626,"CARF","CARF","","protein_coding"
2627,"CARHSP1","CARHSP1","","protein_coding"
2628,"CARM1","CARM1","","protein_coding"
2629,"CARMIL1","CARMIL1","","protein_coding"
2630,"CARMIL2","CARMIL2","","protein_coding"
2631,"CARMIL3","CARMIL3","","protein_coding"
2632,"CARMN","CARMN","","protein_coding"
2633,"CARNMT1","CARNMT1","","protein_coding"
2634,"CARNS1","CARNS1","","protein_coding"
2635,"CARS","CARS","","protein_coding"
2636,"CARS-AS1","CARS-AS1","","protein_coding"
2637,"CARS2","CARS2","","protein_coding"
2638,"CARTPT","CARTPT","","protein_coding"
2639,"CASC1","CASC1","","protein_coding"
2640,"CASC10","CASC10","","protein_coding"
2641,"CASC11","CASC11","","protein_coding"
2642,"CASC15","CASC15","","protein_coding"
2643,"CASC16","CASC16","","protein_coding"
2644,"CASC17","CASC17","","protein_coding"
2645,"CASC18","CASC18","","protein_coding"
2646,"CASC19","CASC19","","protein_coding"
2647,"CASC2","CASC2","","protein_coding"
2648,"CASC20","CASC20","","protein_coding"
2649,"CASC21","CASC21","","protein_coding"
2650,"CASC22","CASC22","","protein_coding"
2651,"CASC23","CASC23","","protein_coding"
2652,"CASC3","CASC3","","protein_coding"
2653,"CASC4","CASC4","","protein_coding"
2654,"CASC6","CASC6","","protein_coding"
2655,"CASC8","CASC8","","protein_coding"
2656,"CASC9","CASC9","","protein_coding"
2657,"CASD1","CASD1","","protein_coding"
2658,"CASK","CASK","","protein_coding"
2659,"CASKIN1","CASKIN1","","protein_coding"
2660,"CASKIN2","CASKIN2","","protein_coding"
2661,"CASP1","CASP1","","protein_coding"
2662,"CASP10","CASP10","","protein_coding"
2663,"CASP12","CASP12","","protein_coding"
2664,"CASP14","CASP14","","protein_coding"
2665,"CASP16P","CASP16P","","protein_coding"
2666,"CASP1P2","CASP1P2","","protein_coding"
2667,"CASP2","CASP2","","protein_coding"
2668,"CASP3","CASP3","","protein_coding"
2669,"CASP4","CASP4","","protein_coding"
2670,"CASP5","CASP5","","protein_coding"
2671,"CASP6","CASP6","","protein_coding"
2672,"CASP7","CASP7","","protein_coding"
2673,"CASP8","CASP8","","protein_coding"
2674,"CASP8AP2","CASP8AP2","","protein_coding"
2675,"CASP9","CASP9","","protein_coding"
2676,"CASQ1","CASQ1","","protein_coding"
2677,"CASQ2","CASQ2","","protein_coding"
2678,"CASR","CASR","","protein_coding"
2679,"CASS4","CASS4","","protein_coding"
2680,"CAST","CAST","","protein_coding"
2681,"CASTOR1","CASTOR1","","protein_coding"
2682,"CASTOR2","CASTOR2","","protein_coding"
2683,"CASZ1","CASZ1","","protein_coding"
2684,"CAT","CAT","","protein_coding"
2685,"CATIP","CATIP","","protein_coding"
2686,"CATIP-AS1","CATIP-AS1","","protein_coding"
2687,"CATIP-AS2","CATIP-AS2","","protein_coding"
2688,"CATSPER1","CATSPER1","","protein_coding"
2689,"CATSPER2","CATSPER2","","protein_coding"
2690,"CATSPER2P1","CATSPER2P1","","protein_coding"
2691,"CATSPER3","CATSPER3","","protein_coding"
2692,"CATSPER4","CATSPER4","","protein_coding"
2693,"CATSPERB","CATSPERB","","protein_coding"
2694,"CATSPERD","CATSPERD","","protein_coding"
2695,"CATSPERE","CATSPERE","","protein_coding"
2696,"CATSPERG","CATSPERG","","protein_coding"
2697,"CATSPERZ","CATSPERZ","","protein_coding"
2698,"CAV1","CAV1","","protein_coding"
2699,"CAV2","CAV2","","protein_coding"
2700,"CAV3","CAV3","","protein_coding"
2701,"CAVIN1","CAVIN1","","protein_coding"
2702,"CAVIN2","CAVIN2","","protein_coding"
2703,"CAVIN3","CAVIN3","","protein_coding"
2704,"CAVIN4","CAVIN4","","protein_coding"
2705,"CBARP","CBARP","","protein_coding"
2706,"CBFA2T2","CBFA2T2","","protein_coding"
2707,"CBFA2T3","CBFA2T3","","protein_coding"
2708,"CBFB","CBFB","","protein_coding"
2709,"CBL","CBL","","protein_coding"
2710,"CBLB","CBLB","","protein_coding"
2711,"CBLC","CBLC","","protein_coding"
2712,"CBLL1","CBLL1","","protein_coding"
2713,"CBLN1","CBLN1","","protein_coding"
2714,"CBLN2","CBLN2","","protein_coding"
2715,"CBLN3","CBLN3","","protein_coding"
2716,"CBLN4","CBLN4","","protein_coding"
2717,"CBR1","CBR1","","protein_coding"
2718,"CBR3","CBR3","","protein_coding"
2719,"CBR3-AS1","CBR3-AS1","","protein_coding"
2720,"CBR4","CBR4","","protein_coding"
2721,"CBS","CBS","","protein_coding"
2722,"CBSL","CBSL","","protein_coding"
2723,"CBWD1","CBWD1","","protein_coding"
2724,"CBWD2","CBWD2","","protein_coding"
2725,"CBWD3","CBWD3","","protein_coding"
2726,"CBWD5","CBWD5","","protein_coding"
2727,"CBWD6","CBWD6","","protein_coding"
2728,"CBX1","CBX1","","protein_coding"
2729,"CBX2","CBX2","","protein_coding"
2730,"CBX3","CBX3","","protein_coding"
2731,"CBX3P2","CBX3P2","","protein_coding"
2732,"CBX4","CBX4","","protein_coding"
2733,"CBX5","CBX5","","protein_coding"
2734,"CBX6","CBX6","","protein_coding"
2735,"CBX7","CBX7","","protein_coding"
2736,"CBX8","CBX8","","protein_coding"
2737,"CBY1","CBY1","","protein_coding"
2738,"CBY3","CBY3","","protein_coding"
2739,"CC2D1A","CC2D1A","","protein_coding"
2740,"CC2D1B","CC2D1B","","protein_coding"
2741,"CC2D2A","CC2D2A","","protein_coding"
2742,"CC2D2B","CC2D2B","","protein_coding"
2743,"CCAR1","CCAR1","","protein_coding"
2744,"CCAR2","CCAR2","","protein_coding"
2745,"CCAT1","CCAT1","","protein_coding"
2746,"CCAT2","CCAT2","","protein_coding"
2747,"CCBE1","CCBE1","","protein_coding"
2748,"CCDC102A","CCDC102A","","protein_coding"
2749,"CCDC102B","CCDC102B","","protein_coding"
2750,"CCDC103","CCDC103","","protein_coding"
2751,"CCDC105","CCDC105","","protein_coding"
2752,"CCDC106","CCDC106","","protein_coding"
2753,"CCDC107","CCDC107","","protein_coding"
2754,"CCDC110","CCDC110","","protein_coding"
2755,"CCDC112","CCDC112","","protein_coding"
2756,"CCDC113","CCDC113","","protein_coding"
2757,"CCDC114","CCDC114","","protein_coding"
2758,"CCDC115","CCDC115","","protein_coding"
2759,"CCDC116","CCDC116","","protein_coding"
2760,"CCDC117","CCDC117","","protein_coding"
2761,"CCDC12","CCDC12","","protein_coding"
2762,"CCDC120","CCDC120","","protein_coding"
2763,"CCDC121","CCDC121","","protein_coding"
2764,"CCDC122","CCDC122","","protein_coding"
2765,"CCDC124","CCDC124","","protein_coding"
2766,"CCDC125","CCDC125","","protein_coding"
2767,"CCDC126","CCDC126","","protein_coding"
2768,"CCDC127","CCDC127","","protein_coding"
2769,"CCDC129","CCDC129","","protein_coding"
2770,"CCDC13","CCDC13","","protein_coding"
2771,"CCDC13-AS1","CCDC13-AS1","","protein_coding"
2772,"CCDC130","CCDC130","","protein_coding"
2773,"CCDC134","CCDC134","","protein_coding"
2774,"CCDC136","CCDC136","","protein_coding"
2775,"CCDC137","CCDC137","","protein_coding"
2776,"CCDC138","CCDC138","","protein_coding"
2777,"CCDC14","CCDC14","","protein_coding"
2778,"CCDC140","CCDC140","","protein_coding"
2779,"CCDC141","CCDC141","","protein_coding"
2780,"CCDC142","CCDC142","","protein_coding"
2781,"CCDC144A","CCDC144A","","protein_coding"
2782,"CCDC144B","CCDC144B","","protein_coding"
2783,"CCDC144CP","CCDC144CP","","protein_coding"
2784,"CCDC144NL","CCDC144NL","","protein_coding"
2785,"CCDC144NL-AS1","CCDC144NL-AS1","","protein_coding"
2786,"CCDC146","CCDC146","","protein_coding"
2787,"CCDC148","CCDC148","","protein_coding"
2788,"CCDC148-AS1","CCDC148-AS1","","protein_coding"
2789,"CCDC149","CCDC149","","protein_coding"
2790,"CCDC15","CCDC15","","protein_coding"
2791,"CCDC150","CCDC150","","protein_coding"
2792,"CCDC151","CCDC151","","protein_coding"
2793,"CCDC152","CCDC152","","protein_coding"
2794,"CCDC153","CCDC153","","protein_coding"
2795,"CCDC154","CCDC154","","protein_coding"
2796,"CCDC155","CCDC155","","protein_coding"
2797,"CCDC157","CCDC157","","protein_coding"
2798,"CCDC158","CCDC158","","protein_coding"
2799,"CCDC159","CCDC159","","protein_coding"
2800,"CCDC160","CCDC160","","protein_coding"
2801,"CCDC162P","CCDC162P","","protein_coding"
