"","PS.rep1","PS.rep2","ART.rep1","ART.rep2","RS.rep2","RS.rep3"
"AATK",0.24049,0.402538,0.481475,0.278649,0.162434,0.680971
"ABALON",9.65619,12.004,7.98075,6.02972,5.81601,5.37868
"ABAT",2.017413,2.618516,2.203341,6.206162,4.01628,3.147044
"ABCA1",1.07191,2.76662,4.80503,1.83665,2.21013,3.55966
"ABCA10",2.92646,7.77147,13.7918,4.7634,5.30837,5.13791
"ABCA11P",3.42436,4.58966,5.76433,3.25575,6.98342,4.20051
"ABCA12",1.01648,1.341405,2.96978,6.67163,1.927111,3.811424
"ABCA13",0.659015,0.736497,1.21305,3.9706,1.94538,2.67698
"ABCA17P",9.69134,18.2686,20.0964,9.88197,21.3514,17.635
"ABCA2",3.9992221803,1.98935,1.830004,5.08941,2.7506848,2.415319
"ABCA3",3.6741,5.80282,9.61606,9.51494,9.93495,16.5707
"ABCA4",0.773865,0.361848,0.683113,3.00342,1.32832,1.14142
"ABCA5",28.55081,39.50074,48.33119,14.87121,24.49606,24.00264
"ABCA6",1.16314,5.90429,4.43727,4.70289,5.0968,3.40144
"ABCA7",0.327451,0.428317,1.04725,1.54162,0.997201,1.22852
"ABCA8",0.297972,4.026878581,4.783693,2.627993,7.154600293487,3.932046
"ABCA9",1.49261,6.77038,6.83754,4.11894,6.86957,5.3714
"ABCA9-AS1",0,0.536699,0,0.222491,0,0.915679
"ABCB1",2.05376,1.860616,2.9996,4.9081842,4.68242,5.6006576
"ABCB10",1.39871,1.82198,3.49784,2.15874,2.34156,6.3694
"ABCB11",5.03486,4.96028,10.2819,28.2677,22.3675,19.2163
"ABCB4",0.334588,1.76560417,1.772829,1.236312,2.390707,1.7843
"ABCB5",1.0148134,2.120128,2.97707,3.975369,4.292748,3.70557
"ABCB6",54.40277,100.53096,63.2154,52.34511,59.92097,41.12025
"ABCB7",1.578325,3.714162,4.23941954,4.7638800573703,3.333629,5.817311
"ABCB8",3.802,6.629499,5.0631281,4.172173,4.847543,5.5905
"ABCB9",48.557282,26.1495,19.44906,31.125556458518,14.06841,11.82515
"ABCC1",30.6087,18.8266,28.9089,25.8108,11.9445,20.6341
"ABCC10",1.539442,1.248289,1.36219,3.300347,2.061552,2.58618
"ABCC11",18.72933,17.0763,18.2266,14.99938,10.2296,8.01667
"ABCC12",26.3483,23.9614,18.3227,9.1373,8.76047,8.11722
"ABCC13",0.0178312,0.615648,0.126579,0.107612,0.211615,0.623072
"ABCC2",3.02253,1.38928,1.06519,4.64768,2.96799,1.97759
"ABCC3",0.123128,0.569503,0.659262,1.74005,0.436628,0.73418
"ABCC4",4.24992,6.511322,6.51332000027973,5.402029807,6.62674,13.9350800013963
"ABCC5",1.988065,3.415108,5.86296,6.98587,5.38243,7.75515
"ABCC5-AS1",0,0,0,0,0,0
"ABCC6",0.206987,0.483862475,0.409555,1.499384,1.066026277,0.881011068
"ABCC6P1",0,0.27874,0.339507,0,0,0.242095
"ABCC6P2",0,0,0,0.143757,0,0.643532
"ABCC8",0.169354700626757,0.05444599170819,0,0.47803800412866,0.033644570793962,0.057811120600123
"ABCC9",5.72796,11.8295614,10.608142,13.2723,10.4308122,11.260075
"ABCD1",0.189569,3.20363,1.5105,1.2493,2.10506,3.57702
"ABCD2",0.137265,0.516937,0.258751,0.751975,0.803437,0.796491
"ABCD3",6.999176,21.98862,33.22758,9.94292,26.31442,33.74409
"ABCD4",7.4057952352107,7.85705551060805,8.277872,7.69274617049898,6.0393054400416,7.57302875369933
"ABCE1",30.84235,30.77671,31.8275000202507,56.59079,39.26896,40.21816
"ABCF1",83.8102,97.38726,100.00875,51.6186,49.7358,48.96869
"ABCF2",61.1096,89.0532,71.4325,58.1257,64.9941,49.6872
"ABCF3",24.925523,24.746012,25.16558,22.947522,18.487154,21.76634
"ABCG1",1.2886900775848,2.257963,3.2722,5.45809,4.150099,4.0121920148056
"ABCG2",0.9811641,2.104313,4.029034,1.59390401,3.031342,4.708854
"ABCG4",12.47773,7.232533,3.80615,3.684892,3.429756,1.879465
"ABCG5",0.147241,0.367947,1.11603,0.316301,0.124518,0.588097
"ABCG8",0.0948837,0,0,0.03259957,0.0641978,0
"ABHD1",182.388,59.2595,49.1694,218.362,92.9819,59.9697
"ABHD10",15.38614,13.899165,18.1476,14.98535,15.368655,19.622994
"ABHD11",3.315438,10.338864,4.1324,1.5301738612,5.63425,5.86961
"ABHD11-AS1",0.153336,1.35062,0,0.241585,1.86914,2.50293
"ABHD12",5.795369,15.98038,8.89387,14.0441,23.6531,14.29214
"ABHD12B",1.67656,7.974266,8.11952,4.38084,11.9073,11.3724
"ABHD13",9.36802,4.92291,5.99637,18.5265,6.55425,7.19619
"ABHD14A",2.21628,1.63245,2.39334,2.80984,2.65634,2.49728
"ABHD14A-ACY1",0.885083,0,0,0.449307,0,0
"ABHD14B",0.283615,0.60794992,0.3421926,2.22591,0.567694,0.787161
"ABHD15",0.521349,1.79878,1.25416,0.612293,1.03773,2.10371
"ABHD16A",115.61303,88.67586,69.31392343,63.68022,62.167238692,54.729767
"ABHD16B",4.26865,7.78675,10.3469,16.2637,41.0135,30.5729
"ABHD17A",14.1505,23.2086,14.94632,13.420961,16.5202,19.137379
"ABHD17B",30.47173,25.79077,29.06431,36.4904,28.62125,24.38556
"ABHD17C",1.16617,0.901888,0.243414,1.49968,0.255835,0.690337
"ABHD18",1.98466,3.639111,4.45735,1.8354727,3.419587,3.719043
"ABHD2",74.1601,44.64026,35.8112,70.097,40.35469,34.3453
"ABHD3",13.848136,5.437376,5.23648,5.21001,3.784959,2.717953
"ABHD4",0.606638,3.416,1.48205,2.74179,1.47115,1.46882
"ABHD5",32.07903,23.78818,21.67535,24.40208,19.73869,20.05815
"ABHD6",0.587267,0.96278,1.23552,1.385175,1.324746,1.55411
"ABHD8",56.2292,42.4927,15.7758,51.1576,40.83,20.7647
"ABI1",3.472857684,8.975856,6.379551,7.321188795,6.925029,9.944841
"ABI2",24.389731,25.401894,24.50418,28.449243,25.4121,18.3003689651
"ABI3",0.22155031301,0.31261371169,1.6633940632,1.18943,0.660731,1.09894
"ABI3BP",1.90090100319726,1.5416169,2.110256,7.814696,4.112428,3.56810900067972
"ABL1",6.596673,5.162706,6.62037,9.257322,5.59737,6.14702
"ABL2",7.199605,5.41916263489489,8.288049,13.0301445,7.186260595,8.5075482
"ABLIM1",8.97071936112582,7.53319362818731,8.85827800763055,56.3690487737704,33.710624496,30.9001134019626
"ABLIM2",0.3594652,0.75878338187,0.191476,1.238666,1.235846,1.062119
"ABLIM3",0.8549060735069,1.057539,0.4933271953683,1.5917503,0.6335766,1.3460795964
"ABO",0.167746,1.15347,0.0942249,0.48483,0.398334,0.878829
"ABR",5.68215360203832,4.436533,6.989129,16.3990675,7.533322,10.06045
"ABRA",4.90587,3.41709,7.95858,18.9352,15.0997,13.0883
"ABRACL",1.18619,3.62976,4.27479,3.1258,2.74396,3.983
"ABRAXAS1",27.2645,44.62552,46.28402,42.681,53.3467,51.95391
"ABRAXAS2",3.38607,6.64446,10.0035,11.4933,10.4585,11.708
"ABT1",11.4786,6.72668,5.53786,15.6606,8.60563,9.9165
"ABTB1",0.471285,0.484085,0.0751286,2.53157,0.26609,0.659947
"ABTB2",0.82979,0.947101,1.34244,2.28161,1.24931,1.6535
"ACAA1",8.358197,10.63975,6.85408,5.764186,5.92777,3.015454
"ACAA2",17.3697,23.7648,36.3922,60.4902,48.4507,45.3277
"ACACA",7.4695700227537,10.09388,12.542756,32.6294910004567,25.535651,27.6450362
"ACACB",5.37883,3.8317,4.23674,23.8619,14.1359,13.744
"ACAD10",9.886194,8.19575,8.46708,22.99849,12.797757,11.50421
"ACAD11",18.9112,11.8337,9.15447,21.3455,16.1965,10.012557
"ACAD8",5.98419,5.78946,4.45959,6.44014,4.92734,6.86963
"ACAD9",38.37247,48.14239,47.78724,27.37922,36.54166,25.09609
"ACADL",3.81232,0.70357,1.95384,18.5776,4.24275,5.00535
"ACADM",68.9236000006367,29.63484,42.72423,60.435994,31.170825,40.904773
"ACADS",39.6744,42.0226,19.8424,16.029833,17.2637,16.792459
"ACADSB",7.4926,19.8373,24.11036,7.94658,17.3988,17.88049
"ACADVL",69.954621,65.29885,59.6194,96.22835,81.81778,63.81535
"ACAN",0.526557,1.031071,1.271854,1.988949,1.926003,3.16809
"ACAP1",0.910345,1.35963,3.13644,4.27066,4.62072,5.05491
"ACAP2",18.8271,27.8919,29.6441,16.7302,26.0366,22.7699
"ACAP3",0.909585,1.65557,1.41484,2.13751,2.51699,3.19523
"ACAT1",321.493,205.47,204.255,219.355,184.231,124.416
"ACAT2",19.1227,10.128801,21.94889,87.987125,39.86837,33.6723
"ACBD3",12.4442,33.4734,39.4491,25.8747,48.2756,43.4263
"ACBD3-AS1",0.170835,1.79735,0,0.402854,2.10125,3.58839
"ACBD4",0.845679,1.5376893,1.583863,1.463971,1.854944,1.5628164
"ACBD5",37.601721379,54.5172126041,53.0490634623155,25.323229247,40.2766912214,29.4734592250277
"ACBD6",249.864,157.398,150.34,138.037,124.245,103.705
"ACBD7",7.78111,18.9427,18.3301,6.37844,12.4054,12.5116
"ACBD7-DCLRE1CP1",5.63,4.84828,17.1978,11.1382,8.82901,7.67434
"ACCS",0.377759,0.59983,1.815221,2.600862,1.407918,1.993924
"ACCSL",0.630408,0.4154,0.443233,2.12658,1.84523,2.45879
"ACD",7.95616,12.192401,9.61943,19.433,21.9625,10.8777
"ACE",62.80673,20.497912,33.19073,305.57756,122.22425,117.81235
"ACE2",0.779751,10.3447,10.208,1.24635,3.88149,3.16929
"ACER1",1.08054,0.370538,0,1.16623,0.437846,0
"ACER2",9.01256,8.11142,9.17945,5.09491,6.47229,4.61046
"ACER3",16.740503,6.54235,10.66318,19.3637,7.593785,9.67394
"ACHE",0.207736,0.5993332,0.25579,0.666914,1.19074,1.701048
"ACIN1",60.88217,104.79981,92.9103,67.40443,111.09607,86.657085
"ACKR1",5.96706,0.569773,0.434474,8.90546,1.22005,1.0919482
"ACKR2",0.787096,3.47561,4.48099,1.19934,3.13975,2.17857
"ACKR3",15.2648,14.4026,11.5554,5.03104,7.71694,4.55876
"ACKR4",0.523071,1.54534,0.307053,0.971482,0.922145,1.6151
"ACLY",34.5237,42.10797,33.8015,48.45555,37.37544,36.628478
"ACMSD",1.05001,5.108109,8.1483,0.332325,2.3061,0.767942
"ACO1",4.11756,4.726906,4.01411,10.1891,6.39047,7.69325
"ACO2",69.2758,35.2037,36.7431,37.0809,20.5912,29.2665
"ACOD1",0.123148,0.0446822,0,0.337117,0.125117,0.28641
"ACOT1",0.753645,1.18808,1.92553,2.31391,2.1922,2.60863
"ACOT11",0.550765,1.300827,1.985547,3.83332,3.409537,3.31372
"ACOT12",0.597898,0.659987,0.29265,1.53296,1.18882,0.302349
"ACOT13",18.12377,65.0209,75.6087,33.7366,127.2239,85.2644
"ACOT2",0.406604,1.858463,1.514732,3.36605,2.56098,4.912363
"ACOT4",1.48739,0.409719,0.772176,1.32051,1.04181,2.19931
"ACOT6",0,0.712549,0.948163,0.142088,0,0.495929
"ACOT7",29.1525900073915,29.68959,21.44564,34.5942,37.434147,20.007454
"ACOT8",24.771,18.714,14.9224,27.172,19.262,20.9863
"ACOT9",2.089123,4.982105,5.296465,3.221365,8.714277,8.162901
"ACOX1",5.59549,8.74304,10.47877,14.483349,8.210779,9.85698
"ACOX2",0.221102,0.802813,0.373766,1.08007,0.224532,0.610443
"ACOX3",2.326675183,2.2832,1.94935,7.02407,1.699489,3.500061
"ACOXL",5.45299,10.2135,12.2809,3.99432,7.66595,7.54881
"ACOXL-AS1",2.25493,1.66889,0.504785,5.8113,2.44483,1.96431
"ACP1",45.897949,44.98402,65.0945,97.1093,125.4418,106.2331
"ACP2",25.834406354,17.638118,12.37919,8.6128400855516,8.632672,7.223377
"ACP4",0.682564,1.23281,2.64519,2.51399,1.50011,2.86561
"ACP5",1.648866,0.847557,1.0137,5.63385,0.920537,1.00121
"ACP6",8.61923,4.668163,2.589395,2.8272988,2.305045,1.82357952611
"ACP7",0.609725,4.13373,3.77356,0.882256,4.36888,3.90084
"ACPP",0.646475,1.5898077,1.1065,0.429529,0.842254,1.200109
"ACR",786.824,125.502,114.351,723.863,91.0804,95.3847
"ACRBP",1181.24,695.897,441.76,1205.5,570.614,392.062
"ACRV1",100.6698,22.89233,34.92252,569.26955,131.02819,141.08
"ACSBG1",4.07389,2.0594595,1.33561932,2.58859886,1.572216,0.66283938
"ACSBG2",234.15272,63.993238,135.30838,1184.1727,450.5951,381.90495
"ACSF2",0.63182,1.058158,1.11218,2.696281,1.36559131452,2.04657
"ACSF3",1.722914,3.14899311032439,3.495864,3.75022319630716,4.3339288,4.09191700062224
"ACSL1",18.768888,20.824115,35.658242,103.7481122,88.608945,94.869038
"ACSL3",27.15261,28.07151,36.67114,28.986196,27.6273800001774,34.799751
"ACSL4",1.7322353187,5.87612642,8.3934148,4.31674524,4.466677,11.10385767
"ACSL5",19.421369,5.315857,11.73024,87.12594,36.53623,30.25799
"ACSL6",75.8263368917,87.445503,60.2532300008449,54.7153300470734,69.292433604,38.253521
"ACSM1",4.14039946,3.68375,4.49391,11.26432,7.29742,10.34256
"ACSM2A",0.075975,1.19806,1.71276,0.501468,1.0485993,1.05005
"ACSM2B",0.10659900364,0.192057,0,0.351675,0.0787832,0.169108
"ACSM3",8.21013,9.85671,8.49611,17.77846,12.01332,7.59194
"ACSM4",0.721339,2.88541,8.02702,1.40872,2.6492,5.20267
"ACSM5",0,0.19793789,1.194167,0.8364445,0.33767397,0.488867
"ACSM6",0.0919183,1.0543,0.904278,0.861286,2.07764,2.18404
"ACSS1",1.10336766,2.4130663142,3.02461,2.968846,3.763228,3.38755
"ACSS2",17.88867,15.623511,10.0496,17.12817,12.9843,9.218416
"ACSS3",4.279273,5.8326,2.82156,6.49278,8.5202985,7.42939
"ACTA1",0.357882,0.453553,0,0.424923,0.668776,0.260338
"ACTA2",41.38716,34.44493,28.37741,274.11715,184.876051,235.113071
"ACTA2-AS1",0.843932,1.24727,0.967946,2.56714,2.46209,2.88723
"ACTB",100.248,115.986,70.106,363.309,165.273,176.77
"ACTBL2",0.288426,0.163827,0.330502,0.666243,0.76218,0.602156
"ACTC1",1.18406,0.220019,0.132806,1.78487,0.0908051,0.214438
"ACTG1",2902.12807,773.9633,436.135,1645.65497,545.7199,369.2868
"ACTG1P17",1.82586,3.92578,3.1347,0.928723,3.1486,1.97772
"ACTG1P20",2.32204,8.7403,7.44316,3.31288,6.12039,4.88676
"ACTG1P4",0.521635,0.632897,2.12868,0.540159,0.31583,0.422703
"ACTG2",0.549375,0.495328,1.986289,1.38597,0.7004824,2.13543
"ACTL10",16.7719,14.079,22.638,70.3483,83.1449,62.5646
"ACTL6A",273.01391,396.7317,290.2595,163.06479,270.0773,171.2867
"ACTL6B",0.694613,0.439779,0.780091,3.565816,2.12119105526,3.690230849474
"ACTL7A",122.348,55.722,104.125,604.999,407.169,282.852
"ACTL7B",83.0609,69.1136,88.3598,373.217,482.243,339.878
"ACTL8",0.782907,2.63524,4.48312,2.67268,4.92717,8.57958
"ACTL9",42.1404,10.2733,8.81208,209.314,58.4542,46.9845
"ACTN1",19.795000452019,17.95324,10.468,33.2376,24.572068,20.71769
"ACTN1-AS1",2.51026,2.13605,7.68823,0.706475,0.753636,0.965381
"ACTN2",0.99764,1.50854,1.56524,1.866481,1.6847,3.169761
"ACTN3",13.09928,8.549347,2.60864,21.21085,11.007174,7.60574
"ACTN4",28.9738,23.66048,16.5722,25.3959,16.258899,17.23487
"ACTR10",40.9624,36.5818,36.0465,17.2641,23.4885,17.0695
"ACTR1A",164.467,89.5226,61.2419,52.3792,42.2897,30.7768
"ACTR1B",4.89234,7.23603,8.16702,9.77937,8.74132,8.52496
"ACTR2",53.74969,17.215911,16.7422,54.30026,20.88734,18.335062
"ACTR3",52.710396,43.46403,43.20153,73.079368,51.9698,36.7221917
"ACTR3B",16.2184486024437,7.258967,8.923278,26.3382712,14.122108,13.0641253
"ACTR3BP2",0,1.64003,0.396961,0,1.09945,0.176802
"ACTR3BP5",0,0.264293,0.315181,0.0545479,0,0
"ACTR3C",14.706243060432,12.477669122,11.019535175338,6.0699996,9.84035340010601,8.73498863913
"ACTR5",30.9509,28.3876,25.2892,23.9197,22.4935,25.9794
"ACTR6",41.35032,60.1189,83.7824,95.81062,120.7195,92.51
"ACTR8",43.1937,23.5972,25.9179,36.899,18.9065,18.0266
"ACTRT1",0.928922,0.470175,0.260634,7.87649,3.40561,2.21809
"ACTRT2",76.7825,33.2268,59.833,361.416,267.982,201.233
"ACTRT3",75.2247,28.8663,50.5354,306.568,198.976,141.579
"ACVR1",2.52844,1.22572668895,3.46729,11.126321212084,3.38499944654,3.99812553252
"ACVR1B",7.702673,6.103447,9.972548,9.21951,6.746261,10.35158
"ACVR1C",0.24790100678228,0.1306390319049,0.496096,1.05109000755861,0.3346210631599,0.7987680623385
"ACVR2A",9.78921,8.7019,11.59288,9.051079,9.892714,12.89871
"ACVR2B",2.31618,3.4334,5.3007,3.30094,3.21729,5.17456
"ACVR2B-AS1",0.767733,3.18049,2.76223,1.47148,3.2784,3.68405
"ACVRL1",0.405572,1.36281,0.590293,0.622469,1.91562,1.795608
"ACY1",7.67709e-07,1.8323094,0.97525700209237,3.224626,4.30532,2.9560893997
"ACY3",0,0,0,0.035342,0.0710403,0
"ACYP1",58.119346,65.974402,58.991922,12.23545,33.266266,20.437736
"ACYP2",17.08038,14.498886,17.9697,22.814479,20.068108,20.013605
"ADA",2.562746,2.684351,2.1372,1.2488871,1.39433,2.154052
"ADA2",3.4406836,2.97262200026721,3.11298,19.00039706807,7.041664,4.9037815129
"ADAD1",536.4447,248.4014,208.102,867.4711,492.6458,352.0508
"ADAD2",173.4987,114.371,64.6423,71.1325,76.5229,38.32482
"ADAL",7.638737,10.315184,12.64822,14.963005,15.71983,15.450863
"ADAM10",9.47538,10.34317,13.7516,19.46259,13.33616,14.3392
"ADAM11",1.825499,1.2359500101589,2.09078,2.31685,1.353439,1.759732
"ADAM12",0.520218,4.413614,2.99103395,0.5194,2.77003377059,2.19909548
"ADAM15",6.08980624936,2.38211651107,1.281607897759,12.96407051453,4.3771100460839,2.73733878726045
"ADAM17",10.142,14.9429,18.1502,24.2646,18.107,24.4877
"ADAM18",178.05638,70.71978,86.86143,160.94234,38.41736007,54.084087
"ADAM19",0.69954,0.556277,0.863156,3.43525,1.59526,2.20181
"ADAM1A",6.04126,4.95945,4.99754,3.80767,4.22445,2.753
"ADAM2",731.93001,502.81015,777.984363,199.599339,183.56339,140.16688
"ADAM20",22.0453,24.9534,25.9259,41.7103,28.7104,31.8077
"ADAM20P1",2.07265,4.67541,4.87543,6.93977,7.47285,6.64252
"ADAM21",14.592,7.21357,10.9774,80.62,31.3846,21.4888
"ADAM21P1",0.744999,1.62896,1.32769,6.91048,6.50786,4.90016
"ADAM22",0.63788834915,2.348137,3.520800250361,2.34049318891,2.617303,5.8996136
"ADAM23",1.219,2.49284,4.61958,3.17987,3.94389,4.99811
"ADAM28",0.385086,1.1137541718,1.8131297253,0.7676344,1.47556300027818,1.220008311
"ADAM29",95.49367698,25.47716147732,52.39152,543.50564,164.16497,161.27049
"ADAM30",266.31,141.149,128.982,259.789,131.284,91.3763
"ADAM32",463.2719,197.1331,233.7988,527.7663,226.5863,231.7937
"ADAM33",0.0615627,0.850841,0.87498,0.2287264,1.09234,1.29779
"ADAM3A",60.0256,75.831356,83.82445,74.1129,62.50696,47.2623
"ADAM3B",0,2.31753,1.70837,0.614707,1.258,0.536988
"ADAM5",115.034,124.157,131.667,116.551,178.307,106.457
"ADAM6",12.6894,3.07307,8.98235,53.7513,23.3696,17.6319
"ADAM7",0.0439944,0.693697,0.621038,0.6952,1.5885,1.19246
"ADAM8",0.166204,0.331071,0.140116,0.403429,0.350765,0.937326
"ADAM9",14.974945,21.470581,19.7682500006544,14.97478,19.10024,21.29415
"ADAMDEC1",0.0689053,0.458574,0.161742,0.0786883,0.116643,0.302978
"ADAMTS1",9.58798,5.42404,4.83505,22.5286,14.998,12.0575
"ADAMTS10",0.390316,0.168077,0.146706,1.149002,0.768836,0.971033
"ADAMTS12",0.748578,0.852890508633,1.312818,3.069579,2.237517982,3.41979350195158
"ADAMTS13",2.645389,3.291369002,4.83441,6.4757677483,6.88778,8.41376
"ADAMTS14",0.1581467,0.04803359,0,0.1748438,0.04449845,0
"ADAMTS15",0.317935,0.845687,0.69257,0.304865,0.667315,1.15918
"ADAMTS16",0.0809543,0.313391,0.514897,0.2723354229,0.239242,1.17104
"ADAMTS17",0.977155,2.44235,4.01513,5.15239,5.12942,5.91516
"ADAMTS18",0.1320716,0.2702847,0.500949,0.1853986,0.528467,0.406776
"ADAMTS19",0.81295,2.19644,4.57069,0.395998,2.14576,5.36801
"ADAMTS19-AS1",0,0,0,0,0.523276,0.447781
"ADAMTS2",1.108708,4.226185,2.861911,1.881979,3.97078,4.393501
"ADAMTS20",0.190687,0.289667,0.528126,0.488379,0.482831,0.80668
"ADAMTS3",12.8434,6.94339,10.987,16.4923,7.50528,8.79246
"ADAMTS4",4.150459414,8.57643,5.20137,5.19441,4.13748000101618,5.81113
"ADAMTS5",0.0448702,0.454794,0.0705671,0.272503,0.866354,0.505986
"ADAMTS6",2.760987,16.7159,30.16251,6.26067,29.9693,36.4668
"ADAMTS7",1.29584,1.23552,1.38599,2.71313,2.00156,2.58317
"ADAMTS7P1",1.23323,0.972995,0.210283,2.39974,0.878475,1.20654
"ADAMTS8",1.46546,2.95947,2.1918,1.27536,0.957023,0.768487
"ADAMTS9",1.086230167233,0.700843,0.711453221098,1.894085,1.44843,1.39333
"ADAMTS9-AS1",0,0.171186,0.227691,0.217152,0.544926,0.312049
"ADAMTS9-AS2",1.35382,0.624725,1.19574,4.1665,3.26282,2.16755
"ADAMTSL1",0.462647,2.305506,1.7890597,2.4164949,2.92026,2.67456
"ADAMTSL2",0.64657900141353,1.56212,1.466328,1.184354,1.4084011,2.29159
"ADAMTSL3",0.973877,3.21596,5.18210902,5.68579,10.06982,8.908843
"ADAMTSL4",0.9064493,2.87420030447558,1.65122,1.201264,1.43252369139,1.7666652
"ADAMTSL4-AS1",2.42905,7.43944,6.33607,2.98571,5.63091,6.19549
"ADAMTSL5",0.603063,1.11702,0.620775,1.21384,2.55374,2.03023
"ADAP1",0.130049,0.624260120835,0.336947,1.038102,0.495824,0.851159
"ADAP2",0.870202,3.72147,3.89945,0.8354530875,2.513122281,3.77678
"ADAR",12.949469,13.61554,19.51037,28.0221090020475,14.64523,23.42694085
"ADARB1",6.3888,6.86426,7.164157,3.48791000015329,5.463295,6.7359924055924
"ADARB2",0.344125,0.954426,1.42866,1.2733,1.26733,1.26561
"ADARB2-AS1",0,0.529218,0,0,0,0
"ADAT1",13.906533,22.06203053,24.95024,51.628733864,45.0488507,42.990055
"ADAT2",0.5499,2.141355,1.802934,0.76755,1.731719,2.497926
"ADAT3",0.498294,0.866329,0.793115,0.399627,0.397172,1.0036
"ADCK1",0.96608,0.623824,1.29083,3.04191,1.27995,1.09885
"ADCK2",2.34965,1.48738,4.34315,7.94696,3.79403,6.85943
"ADCK5",4.99389,4.85827,5.85619,4.29017,3.65653,3.1386
"ADCY1",1.743732,2.876825,3.847415,4.55104,3.372241,6.32229
"ADCY10",61.19039,71.28738,58.127262,69.99516,63.779165,43.24613
"ADCY10P1",7.71288,18.7253,18.4719,9.9496,16.6646,15.9261
"ADCY2",1.76217,2.38595,3.40497,2.25673,1.96063,2.69231
"ADCY3",1.086241,1.512772,2.53074,2.66111,3.23099,3.9452
"ADCY4",0.918288,0.751944,0.823047,1.080101,0.78831,1.08324
"ADCY5",2.579464,2.141065,1.661144,9.97453,5.14602,7.56061
"ADCY6",0.805719,1.30876,2.33539,2.13457,2.30274,2.33727
"ADCY7",0.562793,1.12706,1.90577,1.30388,1.142179,2.246636
"ADCY8",1.40822,0.56978,0.748127,5.63116,1.56564,1.62441
"ADCY9",0.889271,3.16581,3.29682,1.94332,2.54689,4.0061
"ADCYAP1",0.796368,1.698868,1.99251,0.809983,0.637537,1.886223
"ADCYAP1R1",0.120991281085,0.57132893581,0.58549011401,0.459408,0.960969,0.649762942
"ADD1",101.30528,91.524537,67.18305473,57.5721,51.341791108659,45.9418750380457
"ADD2",0.842678,1.15831253203,1.692424,4.52068561765,5.8873932472,4.886961
"ADD3",70.121679,88.75046,81.123511496,71.7906167,77.998307,58.75208
"ADD3-AS1",107.262,140.996,106.058,56.0479,102.989,52.524
"ADGB",24.7159,37.0535,30.5535,37.7049,59.4305,24.1314
"ADGRA1",0.296115,0.367451,0.323111,0.116066,0.0227441,0.290788
"ADGRA1-AS1",0,0,0,0,0,0
"ADGRA2",0.629692,1.08854,0.970067,1.71285,2.39759,2.06007
"ADGRA3",5.75718,5.09609,8.43994,21.0123,12.8859,16.1291
"ADGRB1",0.300278,0.112666,0.337157,1.98669,0.581521,1.07614
"ADGRB2",0.63697,0.717042000264214,1.57838,2.898668,0.985406,1.87175
"ADGRB3",12.6893,17.9679,19.1173,10.1412,13.3126,16.2092
"ADGRD1",2.17604,2.18097,1.28398,3.866682,2.51058,4.14309
"ADGRD1-AS1",1.821653,3.67719,8.03463,4.136023,5.07705,6.38485
"ADGRE1",0.883233,0.983276,1.17322,3.00473,1.536452,1.54686350967
"ADGRE2",0.285055,1.475130238057,3.019708,0.630643,2.17675,1.942749
"ADGRE3",0.02522,0.274474,0,0.07202,0.128131,0.293299
"ADGRE4P",11.4742,7.51582,5.71109,6.41624,4.2872,3.21542
"ADGRE5",2.199263,1.110002,2.398358,4.487253,2.16999,3.14886
"ADGRF1",0.335303,0.9090657,2.45638,0.2830936,0.885035,1.523894
"ADGRF2",0.270136,0.501425,1.4789,1.25211,1.23211,1.6041
"ADGRF3",0.462227,0.7668776,1.1576142,1.3713742,1.801933,1.281103
"ADGRF4",0.763516,0.0295422,0.687657,4.869,0.741552,2.38236
"ADGRF5",2.0705551,3.05356,3.4845000436833,4.17318,4.25665,3.98375
"ADGRG1",2.128377116345,3.2349052,3.15453997,7.42741711409685,1.85433,1.11409135996445
"ADGRG2",0.383175263008011,0.3319296,1.39075644611,0.358818748092874,0.54216820156561,1.41238326628208
"ADGRG3",0.20033,0,0,1.35831,0.135573,0
"ADGRG4",0.150702,1.3642,1.40697,0.147876,1.31919,1.39025
"ADGRG5",0.527011,0.310134,0.262508,0.797043,0.0262022,0.247546
"ADGRG6",0.6561980474905,0.857136,2.282800721,1.750539807,1.8565691187375,2.415044
"ADGRG7",0.0660529,0.359763,0.806456,0.150991649,0.260853,0.0693324
"ADGRL1",2.47290402,2.83252,3.093227,3.500741,2.49618,4.588790652
"ADGRL2",1.546794104,2.17101837036566,3.6765305233282,3.6979957,3.895879105,6.03641745566048
"ADGRL3",1.62104000054141,1.627189,2.72418,7.447375,3.83046267,4.34097
"ADGRL3-AS1",21.5377,6.60501,10.4656,76.0793,49.2505,27.9558
"ADGRL4",17.6403,5.91632,6.15923,20.7436,10.3847,10.2739
"ADGRV1",1.17090439,5.056,10.94016,4.00403833,5.5011261943,11.6030681
"ADH1A",0.838039,0.801318,1.84553,1.31774,4.40207,3.56626
"ADH1B",0.222183,0.29081,0.105781,0.357559,1.2405,0.667708
"ADH1C",0.26795,0.609994,0.301233,0.183235,0.726702,1.46122
"ADH4",3.83668628,10.2748767,11.2555,9.75387675,9.00644,8.25194145
"ADH5",23.2019,33.0139,28.1699,34.0256,30.3788,35.6676
"ADH6",0.23054191,1.932885673097,1.760417,2.105194,7.08121,3.56573274
"ADH7",0,0.0444069,0.654708,0.0418828,0.248675,0.284627
