"","PS.rep1","PS.rep2","PS.rep3","RS.rep1","RS.rep2","RS.rep3"
"LINC01941",1.61779214993097,0.452656577954042,1.94902312905262,2.69158329611186,1.56649857859576,1.49988924698975
"LINC01942",0,0,0,0.282528765986501,0,0
"LINC01944",0.742057103247063,1.92371967874939,1.63057787628558,0.120142356102081,0.841949778065462,1.28328767663625
"LINC01945",0,0.301122892113539,0.726646413151953,0.515311787853958,0.900233476774077,0.749358344685854
"LINC01946",3.11790943648567,4.30528474966159,4.1141754303254,2.01051848322533,3.13570066838028,3.03964202068372
"LINC01947",0.305832809243276,3.46784027458716,3.7582818542572,1.27796689941566,3.29010144231628,4.4424923758411
"LINC01948",0,0.229217511690284,0,0,0.735135673883717,1.09484410354172
"LINC01949",3.02992987693306,5.55580388719451,5.74096802427176,3.9065924078196,5.32202547351613,5.46238938828556
"LINC01950",6.19007750241059,3.7217991703945,3.68618674190712,5.2555724884471,3.4930196045941,3.09681844512074
"LINC01951",2.42928119333566,2.38367941224923,2.34581646154079,1.36713618919792,1.91055998859954,1.96033006441651
"LINC01953",1.91781744095695,1.3791052256146,3.08022444873365,3.73692952633933,0.69240487899626,1.12761347141999
"LINC01954",0.397062535195878,1.25913386111524,0,1.24405894586341,0,0
"LINC01957",0,0,0,0,0.353358299384926,0
"LINC01959",0.035990378098025,0.498112975040454,0.320631395097827,0.451221136467042,0.95690417267393,0.451238019904898
"LINC01960",0.187026576361294,0.137970356788805,0,0,0.0661280522628629,0
