Geneid	Length	genome_mapping/High_6555c3.rep5.RNAseq.mm10.sorted.bam
Fam47e	2445	12
Gm1527	2119	0
Myrf	5597	24285
Iqgap3	5676	3440
Mfsd2b	3125	145
Rnf207	2479	189
Pusl1	1226	861
Mageb4	2401	0
Adgrf2	3283	17
Zfp213	2674	477
Gramd2	4156	617
Sh2d1b2	399	2
Wdr72	5218	346
Kcnk6	4089	709
Usp36	5609	3574
AW146154	3411	216
Klhl32	7136	44
AW554918	5351	787
Ccdc102a	2304	1354
Layn	1786	786
Tnfaip8l3	2225	10
Rfx7	8000	1964
Pgap3	2424	832
Bex6	983	0
Gm5127	1809	2
Slc47a2	2377	0
Il20rb	2478	287
Ccdc185	2055	0
Dnaaf3	2236	199
Lrrc8b	6731	3601
Zdhhc6	2373	4606
Acsl6	3074	112
Acsl4	5280	8609
Acsl3	3950	3566
Myot	2213	956
2310061I04Rik	1240	1595
Ifitm6	541	91
Slc2a13	6541	159
Zyg11b	10654	4834
Prex2	11187	3047
Crxos	2967	0
Pus10	4768	1620
Dnah1	12872	115
Fbxw10	3282	64
Evi2a	2296	435
Mef2a	5843	8351
Cemip2	6702	4830
4931408C20Rik	4331	0
1700071K01Rik	1038	0
4930596D02Rik	1162	0
Gm4951	2648	188
Pin1rt1	1083	0
B020031M17Rik	925	6
Gm904	649	0
Ube2u	1517	32
Trim80	1932	16
Vrtn	3608	0
Gm5544	891	0
I830077J02Rik	1066	82
Gm5592	3033	0
Pate9	2342	0
Akap14	1792	0
Smim9	703	0
Gm5820	2187	28
Pramel17	1975	0
Gm12888	1181	0
Ubtfl1	2757	0
Fbxw18	1519	0
Rtl4	3634	0
Cldn34b4	1103	0
Tmem253	1227	124
Zfp872	2960	28
4930432M17Rik	1127	0
9130409I23Rik	1898	40
Zfp551	2335	166
Cpne8	3715	1969
Rps27a	821	26496
Smagp	1463	823
Ak8	1570	67
Ctrc	957	0
Kcnk9	7762	0
Adamts17	6029	13
Vmn2r66	2556	0
Tubal3	3096	2
4930415L06Rik	2618	0
Khdc1c	844	0
Med22	3576	5184
Treml4	1745	46
Thnsl2	2086	402
Calca	1513	6
Rabgap1	6972	5542
Ube3a	9208	4746
Ak2	3339	5351
9230019H11Rik	2801	0
H2-Eb2	3380	31
Ldlrad2	1828	38
Cibar2	1189	4
Hbq1b	748	2
7420426K07Rik	1504	0
Ncoa4	4193	6932
Asic2	3791	0
Il17re	2751	675
Limk2	5080	3826
1700024G13Rik	398	0
Ccdc160	1536	8
Rufy4	2336	112
Ppp2r1b	5431	2428
Tnfsfm13	2235	0
H2al1n	510	0
Pramel31	2072	0
Gm5800	851	0
Shank1	7596	46
Ank2	15094	1026
Retreg1	3859	12793
Btg1c	1194	0
Armc2	4865	145
Gm4841	2838	9
Tdpoz8	2142	8
Erich1	1579	810
Tlcd5	3575	321
Gm4907	1310	0
Pnldc1	1689	24
Pm20d2	5573	512
Mrgprx2	4559	18
Gm4981	1813	0
Clpsl2	444	0
Ldc1	2208	0
Shisa6	7487	555
Bpifb4	2115	364
Ccdc24	1281	93
Dnaic2	2867	29
Gm5460	1903	0
Kbtbd6	2982	36
Pnpla1	4483	4
Zfp936	3110	2
Foxr2	3208	0
Zfr2	3341	82
Tmem92	2187	0
Ms4a15	1713	6
Catspere2	4710	22
Zfp345	2706	0
Mansc4	1123	6
Gm5891	1726	0
Spag11b	1740	0
Trim43a	1989	14
Zc3h12b	6483	38
Gm6034	1633	6
Defb42	614	0
Sorbs1	6791	9594
Golm1	3693	20362
Setd6	1672	1396
Xpo1	5144	7837
St3gal5	2453	5351
Zfp748	4615	446
Trpm3	17374	123
Zcchc18	4997	34
AU040320	5317	3760
Pakap	15769	8034
Ap2b1	5409	13565
Nrbf2	1789	1005
Atp2b2	9554	14
B3gnt8	1867	203
Nacc2	7016	2547
Cacnb4	8682	35
Musk	3666	56
Ccne2	3220	198
Agap1	9581	7666
Pinlyp	730	0
Gm4925	1561	6
Samt2	893	0
Psg27	1942	0
Tomm40l	2920	2191
Nfatc2	8371	859
Samd4	7537	2660
Defb36	468	0
Gm4567	1594	0
Alpk2	7248	613
Piezo1	8219	11638
Fbxo40	5494	1176
Cstf3	5190	1639
Slc41a3	2657	563
Defb28	397	0
Prok2	1513	12
Oosp2	673	0
Zfp1	1998	2035
Zfp27	3852	708
Rusc2	5562	5572
Cgn	5005	8843
Kcnh6	4438	2
Xaf1	2598	394
Gm10439	1803	0
Slc38a6	2959	733
Btla	3235	63
Adam15	3007	5491
Adcy7	6330	2742
Fam117b	5534	4094
Creb1	8421	3100
Arhgap25	4263	471
Arhgef10	5528	2683
Arnt	4369	6100
Strip2	5369	491
Gpx4	1465	17505
Tyw5	1438	530
Timm8a2	915	0
Zfp791	2940	478
Prps1l3	4006	3507
Card9	1871	427
Gm20736	831	0
Slc22a14	2200	14
Defb48	445	6
Defb45	388	0
Baiap2	3610	11267
Brms1l	2567	1236
Washc1	2986	3325
Btrc	6476	1708
Sgk3	5620	613
Capzb	1898	18015
Zdhhc12	1194	2202
Rai1	7507	6169
Cd209b	2112	70
Cd6	3034	43
Cdh3	4037	4761
Spn	4695	338
Krtap5-5	1177	0
Cklf	2258	269
Nat8f3	1839	0
Cnot2	3768	3853
Csf1r	3875	8133
Col28a1	4230	116
Tcf25	3318	23200
Nell1	2812	0
Ripply2	1264	0
C130026I21Rik	1971	22
Ccdc107	814	1337
Mcidas	2354	0
Ripply1	679	21
Ccdc17	2003	181
Gm6377	2801	200
Lipt1	2266	258
Gm6460	821	0
Cks1brt	2397	2
Lekr1	4276	108
BC147527	1657	37
Zfp987	2833	0
Wdr93	2497	7
Gm11992	2400	22
Gm14092	1814	0
Gm11437	1229	22
Defb23	624	0
Deptor	8674	8395
Dhrs4	1658	1936
Dnajb6	5133	3879
Dusp22	3058	734
Dyrk1b	2635	1054
Edil3	5358	320
Fer	3627	1659
Dbi	745	4267
Kat2a	3243	3249
Gnpda2	2556	1358
Grk6	3765	5409
Anapc11	3495	2279
Banf1	1209	5448
Ctsa	3626	15354
Arsi	2764	138
Esp1	1049	0
Adar	6206	4441
Usp14	4360	6360
Cldn19	4236	4
Glrx2	3730	1304
Marveld2	3382	1756
Clec5a	3820	428
Kcnh1	7239	66
Txnl4a	5714	1827
Mapt	5380	464
Dach1	5448	98
Olfm1	3428	692
Dmrtc1a	1382	6
Dnm3	7523	126
Rabgap1l	9489	2366
Ric3	6492	50
Sertad2	6199	3634
Smurf1	5333	8983
Stk35	6193	2833
Gng2	4012	518
Slx4ip	5854	628
Ets1	5367	6502
Slco3a1	5368	2971
Zfp953	4641	185
Slc16a3	2577	5412
Gng7	3495	174
Faim2	4668	11
Slc7a15	2993	27
Mapk1	5700	11162
Gngt2	850	240
Obox7	1264	0
Kdm3a	5072	7257
Rnpc3	3888	1689
Fthl17f	733	0
Elavl4	4591	0
Fn3k	4358	126
Fnbp1	5619	2778
Gabrb3	5698	34
Gpr146	6608	3115
Cdc42se1	3200	9541
Tmod2	10258	136
P2rx7	6448	1325
Rcsd1	2670	1374
Rnf38	5982	4219
Gm4787	2496	48
Try10	890	0
Gm5771	824	0
Svbp	980	958
Atp8a1	8250	2988
Kif5a	7006	202
Nhlrc4	2141	5
Kctd21	2973	282
Klk13	1033	2
Pigc	3301	911
Trim58	2192	0
Trim63	2207	2790
Cox8c	476	0
Pkib	6039	114
Kcnj15	5465	174
Klhl15	5256	243
Ldb3	6015	4305
Plpbp	4710	4803
Prkcz	4718	660
Rbms2	5609	4432
Mier1	5031	4108
Mrpl1	4188	1706
Rapgef1	6347	10719
Seh1l	4121	7400
Sel1l	6300	12110
Skil	7066	9074
Tom1l2	6248	6492
Negr1	5939	0
Glt6d1	1091	0
Rasa4	2915	859
Trpm1	6835	40
Kcnrg	1832	35
Ddhd1	5222	1577
Acsbg2	2608	0
Zkscan4	2456	29
Dmrtc1b	1285	0
Defb33	426	0
Defb26	647	0
Defb43	408	0
Defb25	293	0
Defb18	362	0
Kncn	899	0
Defb47	359	6
Asb1	6072	1080
Tas2r122	930	0
Hnrnpa1	2190	824
Scoc	2082	1455
Camk2g	3768	2145
Nlrp5	3542	0
Morf4l1	1983	12163
Cd226	2487	2
Cd44	5653	29339
Tctn1	4079	1080
Cdh8	5273	0
Ube2j2	3622	3110
Gvin1	9039	0
Clip2	4998	4259
Eif4e2	5010	4146
Dok6	10112	108
Elovl1	1940	4242
Bicd2	6352	6948
Npr3	7332	408
Cep350	13307	4384
Ceacam1	3736	2056
Rreb1	13622	5087
Fars2	1896	1541
Gmfg	2451	462
Aifm2	3467	2766
Gria2	11279	0
Zfhx2	8724	519
Emc1	6237	4190
Hdhd2	3706	2026
Zfp982	4585	55
Mex3c	4080	5735
Spink14	566	0
Gal3st2c	4063	16
AI429214	1959	138
Gm14137	3060	1612
Gm6583	2261	10
Zfp951	4406	378
Dcpp2	611	0
Zfp808	3114	216
Gm7073	1553	0
Marchf10	3621	0
Erich4	872	0
Tmem267	2773	539
Kcnd3	7666	124
Nolc1	3665	8250
Tsc2	6427	7999
Mobp	6489	0
Polr2k	626	373
Slc22a15	6638	1070
Mtcp1	1635	261
Pde4dip	12941	30309
Vgf	2553	78
Nsmf	2939	6296
Wdr37	8000	2031
Pkig	1426	2232
Tmsb10	943	14162
Rab43	4881	5100
Trim46	3553	2265
Kif21b	9297	2857
Tcerg1	4554	8093
Lrif1	3776	1739
Klhl20	4037	1702
Tmco1	4474	4275
Kcnj10	5407	86
Piezo2	10724	3351
Plekhm3	8562	1008
Catsperz	781	4
Cfap65	5718	0
Wfdc10	459	0
Krtap1-4	1129	0
Lipe	3272	983
Pnkd	3500	1385
Ivns1abp	5049	22773
Dhps	1332	2181
Arl4a	3807	3168
Gtf2a2	1325	1743
Dnm2	4021	8577
Rrn3	3598	3929
Leo1	2192	1856
Parp14	7251	1329
Zfp784	2146	293
Pdxdc1	4507	9419
Pstk	1398	624
Pigl	4566	938
Lif	4339	1537
Mlf1	1161	528
Mup3	944	93
Myh2	6083	2482
Myo6	7868	7403
Cnnm3	5291	1972
Ermard	2927	577
4930467E23Rik	2589	0
Angptl7	2062	203
Cyp2c68	1769	211
Rad54b	7051	260
Mroh8	3462	5
Smco3	2052	15
Gcnt7	2220	55
Ankrd37	904	927
Defb30	1002	0
Evi5l	5522	1188
Abca3	6479	11729
Glyctk	4226	2643
Spata46	755	14
Lce3a	549	0
Gm13043	2055	0
Edem3	6622	3248
Asphd1	1252	23
Gbp10	3528	108
Gbp11	2712	55
Gm20767	1427	0
Oprm1	4600	0
Lhx3	2375	0
Rasgrf1	4729	1124
Tesmin	3909	117
Krt40	2132	0
Iffo1	3039	546
Slc39a2	2334	116
Slc30a2	3400	44
Urad	766	476
Mks1	2499	320
Rhox4a	891	0
Rhox4c	903	0
Arhgap12	5032	5187
Rhox4d	759	0
Rhox4f	929	0
Rhox4g	978	0
Pkd1l3	7037	161
Il1rn	2691	3747
Coq10b	1733	1945
Tmem120b	1860	313
Fdx2	959	105
Strn4	3535	5734
Smok3b	2331	0
Map2	10022	497
Asxl1	6983	7214
Zfp606	6424	694
Ahnak	18792	164181
Zfp869	3861	2464
Rnf213	16751	6018
Sco1	4280	931
Defb41	745	0
Spint5	443	0
Nynrin	7413	416
Sytl2	9029	2018
Rhox3f	833	0
Aak1	15555	5743
Arap1	6354	3826
Tmem141	1055	530
Eif4g2	7760	51022
Pdzd9	1615	17
Ddx17	7071	28973
Nadk2	4066	3158
Selenot	3570	14065
Filip1l	4044	3069
Setd1b	8858	3409
Larp1b	3773	2617
Tet2	9205	5528
Flot2	2866	9279
Thsd4	9030	3733
Rtl9	4142	0
Tacc3	2670	3626
Shroom4	8708	946
Peg10	6666	158
C1qtnf5	4275	0
Cdkn2a	1136	11238
Gm5169	886	0
Clmn	12098	3040
Med15	3618	8684
Hsd3b7	1823	4909
Zfp692	1949	1088
Rspo4	2371	2
Rap1gds1	3674	6604
Ung	2097	699
Slc6a18	4405	0
Uevld	4607	1506
Nlrp1b	6143	143
Mtmr7	3446	784
BC051019	1942	8
Pex10	1647	341
P3h1	3417	2573
Cabyr	2125	93
Kntc1	6961	1477
Zhx1	5231	2699
Snca	1471	116
Golga7	2031	4937
Tmem183a	3340	6052
Dlgap4	5886	5424
Hvcn1	2959	244
Anapc5	2761	20031
Rabl3	2022	779
Fam133b	2302	2519
Pitx2	2796	8
Trim71	5192	62
Txnrd1	4019	19033
Blm	4946	595
Cacna1b	9776	125
Capg	1917	20846
Akap1	4027	4502
Akap4	2998	0
Rpf2	1890	924
Map2k7	3731	5357
Apaf1	6557	2629
Wsb1	3358	6002
Cd63	1211	23204
Arrdc3	4215	4398
Arrdc4	3955	2034
Hbs1l	7240	2489
Cd74	1415	13012
Sstr2	2148	72
Ryk	3267	5466
Nlrp9c	3277	0
Selenop	2218	71112
Htra3	3451	2346
Cadps	5541	70
Dhx15	3755	13440
Phc1	3946	1916
Lcn5	1176	0
Clk1	3088	7263
Nusap1	2960	1700
Oip5	1557	270
Tbc1d17	2601	2930
Fzd5	6914	2838
Smad7	4441	4611
Mterf1b	1368	114
Gpcpd1	5074	4605
Fancc	4591	624
Rbpms	2812	7650
Syne3	5548	1005
Ilf3	5100	5304
Prss57	2693	6
Amy2a5	1577	0
Ankdd1b	3478	128
Drc7	2832	0
Calcr	3906	0
Pcdh8	4003	0
Rarg	3399	3495
Mast2	5769	9391
Neo1	7386	6713
Slc22a18	1582	2034
Proc	1710	3814
Sema3b	4262	1241
Dntt	2130	0
Cd22	4421	119
Eml1	5290	4567
Rorb	9453	59
Map6	6115	1714
Cacna1i	9794	6
Rad17	3054	1530
Hhipl1	2605	549
Prok1	4074	33
Ubtf	6131	11488
Timp1	890	6149
Zfx	7302	3675
Clpx	2886	4658
Zfp2	3187	122
Zscan21	2321	1401
Zfp41	3743	487
Abcc9	7538	4383
Slc7a2	7857	15995
Cacnb3	3015	4291
Gcdh	2177	4746
Zfp68	4731	3025
Banf2	528	2
Hsd11b1	1445	3014
Rbak	3480	1569
Mapk1ip1	1524	910
Mef2b	1329	2
Zfp180	4027	1563
Mfge8	2126	13875
Raph1	9117	4892
Akna	5481	850
Synj1	7229	2650
Proca1	1766	28
Fam83b	6472	210
Clint1	3447	11003
Prss38	1239	3
Bahd1	4428	3257
Cep126	3984	184
Cyb5d1	3201	1604
Scimp	1055	124
Hsf5	4158	2
Fkbp15	4390	3169
Morc3	4179	5125
Ccnjl	2709	20
Spata22	1274	24
Prl2c1	855	0
Marchf4	4782	44
Serpinb6e	1494	1
Zzef1	11150	8217
Xlr5a	1650	0
Gm12185	5287	47
Gm12253	1356	0
Heatr9	1856	2
Vmn1r204	909	0
Mup2	1033	0
Zfp868	2561	1533
Wfdc15b	574	0
Tulp2	2551	22
Pick1	2186	1947
Zfp952	3008	396
Rbm15	3270	1081
Nelfe	1610	2425
Mink1	4997	8752
Snrpa	1570	3319
Net1	4284	11901
Dph3	3393	2108
Pard6a	1437	364
Ttc21b	4470	1225
1110017D15Rik	1290	20
Agtpbp1	9610	3214
Dusp16	5112	4060
Rpl38	488	9697
Idnk	1511	507
Hnrnpab	2545	23167
Bdnf	6714	684
Mon1b	5170	1693
Syce1l	901	4
Azi2	6703	3305
Zgpat	2511	2275
Nfyc	2684	1479
Adam28	4894	358
Cerkl	1759	111
Jak2	5067	7693
Ghr	4518	3446
Ccl27a	3241	80
Agbl4	3387	0
Agbl5	4967	1320
Krtap4-1	1011	0
Zfp455	2712	96
Gypc	2182	568
Med14	7361	4044
Spink11	742	0
Nlrp9a	3334	0
Dbndd2	4069	2015
Smim15	1864	5784
Tnpo1	5519	11727
Usp33	4191	5451
Gm9733	618	49
Lyrm9	5053	478
Cbx5	9022	11872
Serpinb6d	1467	0
Zfp874b	3772	426
Bsg	1752	53246
Fcgr2b	1546	4977
Abi1	3746	11642
Hs6st2	4861	980
Odr4	3273	2292
Ap2a1	3443	5398
Hnrnpd	6811	8050
Plin5	2039	715
Gsta3	1610	6075
Nexmif	10961	1314
Git2	5187	5505
Fhl1	2962	4399
Ptbp1	3108	29718
Tsc22d3	3248	18288
Ldb2	2934	270
Nrp2	8122	6660
Gimap8	3700	203
Gba	2182	5057
Sbpl	876	0
A4gnt	2757	0
Cntnap5a	10966	12
Evi2b	3529	0
Scn8a	11432	455
Gnas	8190	56979
Tnfrsf9	2221	670
Slc1a2	12062	770
Nme2	1168	20073
Tsks	1859	10
Shroom3	7618	5725
Ints14	3215	1803
Nkx2-2	2448	0
Dcpp3	610	0
Pigw	2735	687
Prmt2	2200	2930
Urgcp	5858	3829
Ccdc173	1731	111
Lrba	11507	5857
Dysf	7068	1427
Hdac5	4426	5489
Fmnl1	3873	5903
Ptpn6	2430	2136
Shprh	9289	2428
Slc39a7	2393	11616
Stag2	6425	8576
Sdhaf3	550	194
Srsf1	5560	11126
Henmt1	2131	22
Tmem134	1517	4901
Zbtb33	5122	2051
Syne1	31327	4988
Slc12a1	4740	26
Srsf5	1660	20843
Glyr1	3772	8085
Tcf7l1	2882	333
Hnrnph3	2254	697
Trim33	8870	6992
Gpc6	6780	807
Adgrg2	4723	10163
Paip1	4717	4367
Ces2f	1823	6
Hoxb3	3721	258
Brdt	5025	148
Spam1	2142	0
Bcl11b	7923	280
Repin1	3146	2359
Fgfr1	5025	3821
Ccdc154	2407	0
Gm5347	2564	0
Trim72	2472	1514
Defa26	387	0
Med1	7589	4098
Casp8	2893	2716
Rnps1	2294	3775
Tmpo	6780	12628
Cenpm	1328	1118
Ripor2	7369	1883
Clta	1809	9433
Srsf10	5511	5377
Mark2	5101	8208
Usp6nl	4953	4654
Hdx	4261	0
Wfdc8	3580	0
Gsg1	1486	159
Vamp1	3154	506
Btaf1	8509	4924
Ripor3	3582	158
4930402F06Rik	1371	0
Sdr16c6	1180	0
Pjvk	1217	12
Zpld2	2338	0
Vamp5	1648	2519
Grk4	4634	161
Gtf2i	4701	13192
Ambra1	5290	3991
Zzz3	7796	6304
Uhrf1bp1	8567	2843
Prdm13	3174	0
Pdpk1	7236	6623
Myo1c	5899	28588
Gm1123	1337	2
1700029F12Rik	1183	0
Ret	7341	363
1700029H14Rik	1432	0
Ash2l	3525	6142
G3bp2	4923	11169
Aff1	8496	7662
Bicdl1	4251	3437
Cps1	5562	59848
Bpifa6	1572	0
Cib3	646	190
Rab11fip1	7965	4013
Fat3	18676	22
Gipr	1792	96
Chil5	1590	2
Cdc14a	4846	1402
Arid1a	8939	8775
Cass4	3856	228
Znrf3	7659	1449
Rapgefl1	4163	48
Lrp8	8155	2273
Rbpj	5953	5006
Cdr2l	3700	1580
Atxn1l	7570	5194
Med13	10540	4189
Foxk2	5036	4254
Slc16a5	3295	724
Angptl8	865	287
Zfp429	2032	245
Bsph2	530	0
Zdhhc22	3680	10
Atp8b4	5766	243
Ttc5	3661	2493
Plpp4	1088	2
Sp2	3400	1059
Aurkc	1438	0
Tmsb15b2	681	0
Golga2	4361	10015
Thg1l	3968	702
Tubb1	2004	26
Vmn1r194	891	0
Sri	2537	11167
Rsbn1l	5554	2661
Tead4	3076	1149
Ddx23	2814	8512
Ddias	3473	225
Trmt2a	3684	3112
Brca2	11133	1763
Etl4	8041	6619
Zfp382	7960	642
Parp8	7083	2278
Olfr367-ps	1103	0
Srgap2	8040	4014
Zc3h7b	5699	7431
Unc79	8870	6
Gm12657	978	28
Adamts6	7091	1226
Zfp780b	5511	460
D430042O09Rik	6195	2046
Cacna1s	6350	432
Maats1	2765	10
Kcnt2	8280	228
Sipa1l3	7713	6315
Tmem243	988	702
Sbf1	6268	12228
Gm8909	1357	137
Pde11a	8457	16
Fbxo11	5518	4903
Nav3	10132	552
Srgap1	7821	2729
Btbd16	3436	12
Dock9	12560	6431
Coq10a	2507	1146
Vps51	2631	4322
Ptpn23	5336	5129
Mylk2	2948	341
Kansl1	5872	4700
Efcab3	1744	32
Cnksr1	2467	1657
Slc25a18	1367	63
Pard3b	8392	848
D130043K22Rik	5146	30
Nhs	5382	34
Qrsl1	1970	440
Trappc10	6353	5732
Xpot	6005	7707
Tecpr2	7942	2003
Cdk13	7081	5043
Mcur1	4356	3702
Slc9a3	5969	14
Bdp1	9921	3388
Ccno	1876	67
Prss55	1138	0
Pdzd2	11482	768
Zfp707	2010	779
Dennd3	5427	1611
A1bg	1823	2
Ltn1	7737	5548
Rgs11	2027	510
Pdia2	1721	24
Lclat1	4474	2275
Slc27a6	2598	746
Cep76	4431	970
A1cf	6735	1224
Fra10ac1	1611	838
Gucy2g	4045	17
Cwf19l1	5756	1369
Lct	6174	26
Ogfrl1	4873	759
Phf3	7561	7377
Gls	7487	8062
Alpi	2337	554
Armc3	3016	6
Cubn	11325	199
Sapcd2	3407	1138
Ppig	6297	7383
Klhl41	2538	941
Lrp2	15429	2307
Gpat2	2628	10
Esf1	3392	2875
Cep152	5768	1091
Taf4	4422	3292
Arfip1	2986	4946
Znhit6	2813	1209
1700009N14Rik	1262	0
Saxo1	1835	0
Grik3	8977	2
Zfp362	2882	1328
Aunip	1270	351
Morn1	3133	134
Uvssa	7326	2405
Nsd2	12796	8890
Stim2	4934	5034
Chrna9	2003	0
Rhoh	5384	180
Cytl1	974	12
Helq	3688	812
Lamtor4	877	1969
Lmtk2	8193	6014
Cd8a	3130	28
Tmf1	6781	4121
Ankrd26	6983	1096
Ipo8	5359	7263
Clip3	3358	280
Nccrp1	1356	6
Arhgef17	10250	5860
Mki67	10075	10667
Phrf1	5374	4895
Abhd13	5180	3176
Fam89a	1372	101
Jhy	3974	0
Cep63	2696	929
Arhgap36	3217	0
Map7d2	4121	2
Gli2	6708	157
Gpr161	7024	738
Adamts14	5169	377
Mtr	4484	1206
Cntnap3	4868	0
Ogdhl	3723	897
Dhtkd1	3535	1225
Upf2	5174	4177
Kif16b	5478	2398
Kcng1	4216	0
Prrg3	6086	260
Awat1	1395	0
Sis	5953	0
Ankrd35	4058	274
Kcna10	1826	0
Gabbr2	5578	177
Kcnq4	4070	308
Gnat3	1174	4
Zfp518b	6882	616
Tigd2	3007	700
Prickle2	8676	326
Oxtr	4586	0
Cyp2b23	2182	0
Kat6a	9116	6292
Lonrf1	3775	791
Gan	3454	1724
Npat	7347	1962
Unc13c	8865	311
Marf1	7765	5725
Rap1gap	3965	5964
Trnp1	1654	202
Lmod3	2215	145
Cluh	5486	11257
S100z	300	0
Mdga1	8288	268
Fam171a1	4437	3388
Slc4a11	3201	1201
Chsy1	4199	2800
Otud4	7327	11254
Calhm4	3714	0
Phf21b	3836	29
B3gnt6	2367	0
Sap30l	1549	1643
Aspg	2732	1862
Pacs2	5486	7823
Lama5	11388	83957
Frmpd1	4812	665
Lrch2	6717	136
Cplane2	951	22
Itpkb	5101	994
Polr3g	3060	854
Kif13b	8914	4202
Adgrf5	8755	6575
Heatr5b	6437	2516
Spink5	4765	0
Maip1	3601	1074
Atp8b2	5769	5497
Virma	7115	3421
Focad	5796	1933
Flnc	9167	9278
Tmem52b	2875	4
Htra4	2181	24
Exosc7	1037	1562
Uprt	7052	2963
Gabrr3	1456	0
Eml5	10136	863
Hcn4	6580	454
Lemd3	4743	1875
Kcnh4	3784	8
Arid4a	5780	3088
Hnrnpul2	5726	19064
Apobec4	1566	0
Tmem182	1096	416
Mamdc4	3990	209
Crnn	1973	0
Dpy19l4	6754	2591
L1td1	2942	0
Sbno1	10270	11761
B3glct	4570	1851
Nipal1	4205	2563
Dgki	13238	10
Hs3st5	3095	40
Prdm14	2593	0
Mrpl44	1424	1340
Ptafr	3640	564
Irs2	6794	9386
Ermp1	5399	3403
Pprc1	5250	4913
Phip	10729	4441
Zfp174	5942	314
Hcfc2	5437	1470
Myo1a	3353	141
Gpr179	9295	52
Ercc6	8423	1837
Esco1	4540	1469
Rbbp8	3902	2016
Prr16	2224	264
Slf2	7391	4601
2310009B15Rik	571	905
Stum	6557	18
Ttc30a2	2008	2
Tsc22d2	9798	4606
Map9	6277	176
Lhfpl3	3120	16
D5Ertd579e	6760	6580
Pigg	4685	1629
Mn1	6844	353
Spring1	2670	1275
Klhl42	6571	1914
Palb2	3949	290
Lilra5	2109	194
Prmt9	2781	1387
Ripor1	4133	5911
Tln2	12134	2107
Filip1	5207	665
1700017N19Rik	1690	0
Polr3a	4695	2547
Aadacl4	1224	0
Vcan	14689	7922
Myh13	5902	6
Pbrm1	8460	8695
Uggt2	6514	496
Fbxo43	4012	10
Fam186b	3187	0
Lrch3	6166	2843
Kdm3b	7112	7350
Hpse2	2175	4
Flvcr1	4555	1237
Tnks1bp1	5747	17675
Erich6	2195	28
Slc44a5	4096	0
Alg6	3114	652
Dnaaf5	3438	2212
Ccdc142	3129	551
Rsf1	11129	2633
Prss53	2531	100
Dscaml1	6825	20
Calhm1	1047	0
Ldlrad1	3541	4
Doxl1	2484	0
Pgd	2279	13367
Cfap126	1739	48
Ak5	3397	1343
Tbc1d4	6641	1434
Mfhas1	6527	4103
Nlrc3	6006	258
Trim55	2772	369
Ibtk	5650	4754
Tmem28	4765	0
Gm12695	2016	0
Mup6	882	0
Fat1	14627	30402
Mpp7	5773	1315
Taf2	5033	3262
Fam217b	2264	149
Prrc2c	10444	16095
Ccdc88b	4959	812
Rprd2	10278	4624
Prr19	1293	0
Arhgef26	5205	1775
Adgrl2	6052	3129
Cdh18	2744	6
Tshz1	5808	3558
Olfr455	954	0
Trio	11497	6682
Atf6	7463	6945
Ptprz1	10006	6
Ppp1r12b	12182	5868
Taok3	4536	6691
Pik3r4	4884	2481
Tmem236	3658	28
Tmco2	710	0
C2cd4b	1330	2
Brpf3	5973	4100
Dsel	5763	612
Gm6614	1953	0
Ric1	6282	2938
Cyb561d1	4191	894
Pds5a	8997	9206
Myo5c	6732	1859
Mphosph9	7837	1398
Neto2	5999	661
Sult2a6	969	0
Agl	9963	7213
Hs3st2	2270	0
Chsy3	3882	632
Zkscan2	5645	2
Dnah2	13704	124
D7Ertd443e	2674	74
Slc9a5	5222	1868
Plekhg4	5057	188
Cul9	7844	976
Dgkh	15641	551
Sipa1l2	6753	1683
L3mbtl1	5338	50
Setd2	8350	6708
Scaper	5643	1331
Adgrd1	5163	904
C9orf72	3151	1671
Stxbp5	9074	1698
Chd2	9071	6863
Rhobtb1	4624	4403
Hecw1	9460	68
Slc43a1	2924	344
Cped1	4898	1172
Ttc37	5092	2505
2210408I21Rik	5632	207
Mamld1	3457	555
Prdm2	11549	5341
Vma21	4806	1761
Lrrc7	22711	93
Ubr5	9791	17166
Trrap	12479	13256
Cenpf	11122	3830
Arhgap21	6972	11054
Cystm1	1078	12951
Vps8	5033	2754
Tbccd1	2803	1135
Ccdc153	1107	0
Shank2	8899	686
Dmxl1	12211	6840
Ces1b	2007	454
Cep164	5513	2431
Cnfn	723	14
Chd5	9486	157
Pcdh9	6241	147
Kidins220	7402	9505
Ankrd11	8816	19853
Elp6	2064	508
Zfp777	3274	2566
Kmt2c	16819	6509
Cdh19	4274	24
Ctcfl	3247	23
Rimbp2	7001	0
Palld	7079	6526
Csmd3	13022	10
Mdn1	17959	3415
Tmem248	3845	7340
Amotl1	8950	7357
Tbc1d31	4206	834
Prss33	1383	28
1810013L24Rik	4074	4717
Adamts3	7663	171
Wdr70	3590	2067
Klhl14	4718	0
Vmn2r28	2744	0
Lrr1	1503	94
Plb1	5321	12
Agmat	1428	1124
Phf20l1	6670	5979
Sclt1	3039	717
Bcr	6537	5652
Unc13b	14493	2437
Grm5	8524	0
Samd1	2248	3084
Fndc1	6177	1856
Bicra	5360	1363
Dip2a	6355	6255
Abitram	4299	779
Galnt16	4261	226
Bod1l	10538	8575
Ttll5	5045	1584
Chrna10	2513	6
Rbm24	3224	1223
Dip2c	8024	3124
Flnb	9099	48040
Fam184a	3950	4
Ccdc15	11861	368
Zscan25	2939	2151
