Geneid	Length	genome_mapping/136-P_R1.rn6.sorted.bam
RGD1311739	1286	532
Sdcbp2	1418	30
Cdca7	2332	177
Fam166a	1597	5
Cops5	1272	1345
Yars	2440	1708
Hsdl2	2010	1640
Sf3a3	1746	826
Maco1	3415	942
Fbxl12	1902	128
Rad21	3557	3568
Desi1	1417	1240
Azi2	1997	531
Fem1a	2197	601
Tfeb	2266	614
Ogfrl1	1706	519
Pdcl3	1746	697
Fam126b	2059	227
Atg4b	2447	819
Itm2a	1574	1213
Magec2	1914	0
Bloc1s6	2087	386
Limd2	1162	996
Vps4b	2822	1625
Arpc5	1753	1866
Tfdp1	2357	1046
Pxdc1	1788	641
Dhtkd1	4257	310
Colec12	2889	593
Cdk10	2198	819
Mtrf1l	1187	153
Pnldc1	2002	22
Hirip3	2196	555
Srpk1	2295	805
Rnf8	1953	397
Smarcb1	1604	664
Zbed3	1810	234
Fbxw5	2319	1173
Gle1	2237	426
Nop56	1912	1078
Procr	1381	296
Tada3	1949	671
Tcea1	2358	606
Gnl2	2301	793
Smpdl3b	1898	58
Srsf10	1193	427
Rpl11	907	4643
Rrm2	2527	658
Eml1	2361	2943
Dazap1	1544	821
Wdr61	1206	688
Nprl2	1537	514
Zfand2b	1295	316
Rhox2	1580	0
Yipf6	2385	619
Taz	1786	484
Grap	1536	73
Plek	1648	590
Blk	2266	0
Cdk20	2123	254
Rem1	1625	64
Neil1	1728	161
MGC116197	1409	152
Tmem186	2056	463
Trpv3	3010	345
Proca1	1417	102
MGC112692	1494	2
Zkscan1	3143	431
Mapkapk5	1758	660
Smyd3	1322	122
Defa9	310	0
LOC498933	1521	3
Zfp90	2212	220
Il34	1525	448
Blnk	1739	1156
Dsn1	1975	117
Spata25	1585	48
Cep41	2470	144
Fam221a	1404	28
Stpg1	2269	105
Tnfrsf9	1385	81
Ccdc105	1699	0
Ppip5k2	1843	218
Rhox8	738	0
Strn3	4139	1086
Mrpl19	1169	269
Adam23	2876	1297
Mrpl12	1563	730
Csf1r	3698	10496
Ptprk	4464	432
Fam162a	537	628
Rnase1	782	0
Klrc3	693	0
Pdcd6ip	5775	4395
Cit	6291	1217
Nkapl	1517	20
Cmtm1	1861	0
Brix1	2432	599
Depdc7	1707	226
Memo1	1322	556
Ttc30a1	2442	56
Necap1	2419	1921
Vstm4	2139	210
Eps15l1	3044	1098
Zbbx	1793	11
Oscp1	1385	200
Stra6	2682	478
Ostm1	1448	715
Gli4	2108	50
Cpvl	1606	9
Lair1	854	13
Prkar2b	3169	371
Rplp2	428	2933
Tsga10	2725	181
Map2k4	1086	718
Slc19a2	3178	374
Upp1	1100	253
Ifi30	1283	2695
Gins4	1055	178
Elmo3	2406	146
Commd7	958	370
Cpsf3	2233	847
Lta4h	2020	1268
Slc25a38	1666	420
C1galt1c1	1314	545
Rhbdf1	2932	930
Ap5m1	2999	402
Capn7	3538	669
Zfp518a	6783	298
Csk	2080	1716
Carm1	3195	872
Rad9b	1729	61
Irx5	1455	121
Magi1	3768	670
Ndufs5	523	382
Akirin1	2183	1042
Kif1bp	2422	1545
Abca17	5322	88
Cd68	1200	2221
Psmd2	2897	4723
Eif3b	2921	2092
Aga	1182	814
Serpinb1a	1265	1003
Trdmt1	1506	171
Ercc3	2616	961
Acp6	1312	287
Stoml2	1190	779
Dnali1	2225	145
Efhd2	2108	2272
Sirt6	1628	384
Mrpl44	1151	400
Tmub2	2377	1011
St6galnac2	1997	86
Polr3d	1896	640
Anxa8	1829	64
Manba	3664	656
Serinc2	1808	71
Tdp1	2059	177
Slc11a1	1990	848
Trip12	9641	3962
Msrb2	1141	354
B4galt7	1564	340
Coq4	1222	133
Rmdn1	1670	399
Grtp1	1245	62
Copg1	2625	3468
Gpr33	930	0
Bmp10	1266	1
Gp9	570	0
Sprn	444	13
Prrt1	1949	1172
Tcf21	1224	0
Rpain	739	164
Cenpl	1811	125
Cldn23	1725	19
Rpp38	1194	94
Kazald1	1623	28
Golga5	2190	604
Ddhd1	3409	1102
Tmem45b	3457	5
Edc4	4739	1473
Eif4ebp2	1699	534
Sarnp	1120	666
Clul1	1440	1
LOC500959	785	7
Defal1	264	0
Defa10	275	0
Defa7	290	0
Defa6	288	0
Defa8	312	0
Defa11	315	0
Slc6a17	6317	1500
Entpd8	1737	0
Tmprss11d	1747	2
Akap12	6421	4831
Dnah1	12872	228
Man1a1	3857	708
Araf	3208	2074
Bcan	3840	3789
Dstn	1691	1646
Bcl2l1	4120	1543
Bicd2	6324	2214
Cabp1	1604	864
Prkar1b	2306	3929
Syt1	1896	551
Eif5a	1199	5733
Shpk	2780	200
Vat1	2603	7149
Cct6a	1985	2223
Sap18	761	402
Cyp4f18	2751	8
Ushbp1	2471	140
Dsc2	4507	60
Lonp2	2400	823
Orc6	1441	126
Irf7	1959	180
Commd9	1163	1364
Slc31a2	1763	344
Srebf2	5003	3322
L3mbtl2	3389	946
Hnrnpdl	1319	2047
Akr1c1	1182	0
Ankrd16	1342	100
Cox15	3007	425
Cers2	2022	3786
Zeb2	3648	2715
Rnf126	1358	475
Apobec3b	1756	65
Xylb	3291	474
Zfp451	3936	337
Aldh16a1	2566	784
Arfgap2	2761	1556
Rae1	1536	525
Alg6	2894	231
Prss16	2064	0
Cast	4624	2415
Cdkn1c	2055	630
Slc44a1	5380	12747
Ceacam1	3573	172
Cflar	6652	668
Surf2	1156	218
Cdk12	6070	622
Surf4	2753	354
Csnk1g2	2376	1619
Cxcl12	6921	1098
Rexo4	2360	1008
Prrc1	1642	510
Numbl	1842	589
Cog7	2776	628
Rtfdc1	2116	1111
Mob1a	4407	1791
Ints11	2009	561
N4bp3	2018	19
Jakmip1	2319	370
Crtc2	2076	781
Tmem79	2062	19
Noc2l	2439	836
Calu	3361	3715
Sms	1620	445
Ngrn	1743	949
Tut1	2661	467
Trmt13	1798	84
Rpe	2077	753
Gimap5	1519	48
Epn2	4414	2398
Gimap8	3109	88
Fcer2	1999	3
Fhl1	2454	2727
Ola1	1685	1092
Zc3h14	3422	1040
Calca	1308	850
Kcng3	1586	3
Obp3	1964	0
Kcnip2	2346	45
Prkx	4057	593
Pfkfb2	3824	339
Ak2	1848	596
Bag6	3857	3476
Ndufaf3	1437	416
Ensa	2992	2020
Lhb	580	25
Ank3	10109	3884
Map2k5	2287	495
Ubox5	3658	238
Itgal	4360	704
Rpap1	4796	566
Ncapd3	5149	438
Yap1	1471	375
Apmap	2073	743
Jam2	4132	2990
Acap2	3579	1401
Ncoa4	3459	2889
Mcam	2905	1296
Tril	4846	3029
Sft2d2	5074	814
Adamtsl4	4158	575
Asic2	3196	325
Calcr	3530	10
Syn2	2871	1280
Mprip	3891	4580
Hyou1	4514	2422
Dnajc12	1152	309
Tpm1	2940	3381
Cbx8	1358	84
Med24	3357	1297
Pyy	520	0
Paqr7	1038	712
Snn	2906	3310
Ephx1	1899	414
Mtrex	3564	957
Tmc4	2292	13
Tnnc1	486	30
Ing3	2158	233
March2	1296	2323
Aarsd1	3306	901
Ctsf	1863	2298
Prlr	2844	7
Mlx	1895	737
Becn1	2108	1574
Mfap4	1484	156
Per1	4001	655
Nit2	1030	646
Alg8	1984	199
Pald1	4213	720
Sec62	1858	2256
Iqub	3034	143
Foxp1	2207	254
RGD1559786	1395	520
Klhdc2	1578	1311
Eif3l	1428	1451
Rbx1	881	1200
Mrpl2	991	301
Sp110	1762	446
Spdl1	2258	121
Lrrc8e	2997	23
Baiap2l1	2272	47
Dars2	2283	378
Nkx3-1	1782	1
Elp2	2732	1116
Usp10	3260	807
Pex7	1406	123
Nmi	757	178
Ddi2	3523	948
Srpra	2912	2544
Tmem54	1044	18
Nsg2	2266	2355
Spdye4	1737	0
Caap1	1521	223
Trappc9	3046	745
Gpank1	1407	293
Blmh	2291	976
Stat1	4419	1715
Sh3rf2	2412	14
Ppil1	1307	416
Tmem33	3552	1311
Nptx2	1906	254
Ubxn1	894	1765
Zfp384	3322	1086
Kansl3	4434	1768
Gh1	811	0
Gimap1	1106	17
Plpp6	2852	385
Gpr153	2644	182
Ubfd1	1221	321
Fam134b	3112	328
Gpbp1l1	2488	288
Rpl8	831	1113
Mks1	2466	285
Iws1	2938	446
RGD1562218	4024	591
Cblc	1659	0
Nars2	1761	109
Atad3a	2358	576
Dus3l	2003	466
Sfswap	3127	903
Cpt1c	2731	732
Lrrc40	1953	681
Sulf2	4172	7776
Immt	1913	1877
Slc39a9	1510	453
Pkhd1l1	12984	144
C1qtnf6	2310	100
Arsa	1524	968
Arid5a	2428	525
Ppef1	2326	12
Nprl3	2619	406
Ubac2	2072	743
Endog	929	59
Nabp2	1454	987
Zcrb1	1312	345
Tarbp2	1471	374
Zbtb44	2702	226
Slc22a12	2156	31
Grap2	1099	101
Ccdc60	2224	16
Itln1	1129	0
Tdp2	1924	518
Zfyve19	1563	483
Tmco4	2754	199
Rup2	538	0
Acsf2	3084	1104
Pqlc3	1904	728
Cdca7l	2567	219
Fam104a	2552	768
LOC619574	2396	897
Spag6	2060	67
Sohlh2	2339	1
Rwdd4	2892	654
Rnf14	2936	5345
Nrbp1	2133	1424
Ctps2	3272	1011
Nicn1	2126	948
Hdac10	2143	276
Tmem69	1945	307
Atad1	2305	1633
Mbtps2	2091	164
Ypel5	2114	2567
N4bp2l1	2126	176
Slc19a1	2479	271
Slc1a2	1528	1818
Tagln3	1177	583
Tcf3	2781	653
Csnk2b	983	1652
Parl	1317	544
Slc38a9	1783	223
Myl2	646	1
Srsf11	2628	1948
Coq9	1704	769
RGD1310127	2555	467
Zfp36l2	3542	99
Akap9	12068	1585
Ctu2	1636	279
Cpox	2753	836
Rassf2	3406	1260
Sptlc2	3715	1257
Pcdhga10	4631	170
Pcdhga5	4661	57
Pcdhga2	4660	109
Pcdhga1	4490	17
Pcdhga11	4630	214
Pcdhga3	4654	55
Pcdhga8	4631	113
Pcdhga9	4674	65
Pcdhgb8	4656	193
Lrrc8c	2855	377
Fkbp8	1650	4769
Cep44	1562	208
LOC290876	1352	0
Mrpl47	1933	252
RGD1307100	1495	566
Smc4	4241	850
Slc25a40	1342	116
Txlng	3029	92
Mettl26	1216	150
Nsrp1	1951	333
LOC303448	3137	7
Tecpr1	4251	1627
Trmt1l	2618	393
Acd	1377	631
Det1	1808	89
Rhog	1223	2931
Kdm8	2447	332
Kank1	5170	2514
Slc52a3	2222	100
Dhrs3	1637	612
Rmdn2	1925	91
Ddx21	4381	652
Plekhh3	2988	264
Ccl25	1334	0
Taf1a	1484	76
Abcg3l4	2688	14
Bphl	1188	158
Creld2	1344	435
Mterf4	1301	157
Gipc2	1253	33
LOC367830	1406	0
Zfp94	2453	182
Cdca4	2307	242
Slc35b2	1853	800
Nxf7	2251	0
Mmd2	2135	1844
Radil	3687	256
Foxk1	2487	243
Ap5z1	3529	705
Hnrnpf	2347	1988
Ube2d2	839	1581
Gpr12	1901	36
Taf9	1758	984
Nat1	2494	139
Csmd1	12988	243
Lrrc4	3597	537
Pcdhga12	4680	77
Ndufb4	455	596
Rps19	529	3310
Scaf4	4304	812
Aimp2	1102	368
Bloc1s2	883	807
LOC296235	1523	0
Tnnc2	716	51
Eif6	1225	1046
Etv6	1809	228
Klf11	3780	251
Mettl7a	1777	1552
Pak1ip1	1507	247
Lilrb3l	2096	454
Lmo2	1835	615
Gpr35	921	7
Zfp830	1465	173
Idnk	1082	140
Lrrn1	3056	2850
LOC500990	1431	0
Bex1	709	233
LOC502618	999	0
Asb12	1327	1
Defb29	696	0
Popdc3	1285	26
Klrc1	1221	0
Slc41a3	2238	283
Otud5	2606	1862
Defb13	201	0
Defb14	204	0
Defb11	210	0
Defb26	387	0
Defb2	216	0
Defb24	386	0
Defb9	216	0
Defb10	216	1
Defb40	222	0
Defb21	252	0
Defb50	222	0
Defb12	237	0
Defb36	314	1
Defb25	216	0
Defb20	291	0
Defb23	495	2
Defb27	322	0
Defb15	276	0
Defb39	291	0
Defb33	319	0
Defb52	381	0
Defb41	240	0
Defb49	254	0
Defb43	213	1
Defb44	228	0
Defb18	258	0
Defb30	228	0
Defb42	264	0
Defb17	279	0
Prok2	387	2
Cdnf	624	18
Slc6a14	2126	0
Fgd1	3261	141
Defb51	650	0
Defb3	192	0
Defb5	192	0
Defb37	192	0
Defb38	192	0
Bex4	593	115
Nmnat1	2104	972
Rhoxf10	606	0
Ggta1l1	966	0
Sp7	1624	32
Mptx1	660	0
Ube2z	2857	473
Ccdc130	1555	227
Rab2b	1167	501
Fuz	1451	442
Unc45a	3308	921
Fam105a	1508	610
Rbm43	1899	173
Nphp4	5037	300
Prtg	5308	31
Zdhhc6	1879	739
Fubp1	2346	1248
Dixdc1	5395	1944
Henmt1	1247	21
Afg1l	1764	86
Rbm12	3805	18
Rnf130	1106	1983
Mpp1	1250	726
Csf2ra	1392	692
Dtnbp1	1140	430
Trpm1	5030	87
Spryd4	1479	158
Snrnp200	6779	3358
Arpc5l	1269	401
Nagk	1184	445
Apopt1	820	250
Fbxo22	1790	695
Cep63	3135	415
Ccnjl	2990	238
Cldn8	2250	1
Chst12	1612	533
Tmem177	1446	139
Lrp10	2913	2191
Dctn5	1604	1039
Itgb2	3156	1898
Cnot4	3474	558
Lrrc74a	1616	0
Vsig1	1537	3
Polr1d	828	492
Styxl1	1280	92
Ccdc28a	1197	238
Leng8	5657	6540
Wdr43	3431	542
Smim14	1049	1522
Dock8	7495	1229
Cct8l1	1935	0
Fmc1	1336	176
LOC500354	1445	0
Spag11b	401	0
Dusp9	2589	10
Jph2	2127	9
LOC297568	4636	0
Ap4m1	1362	255
Cfap20	1125	524
Adipor2	1185	834
Tada1	1426	333
Trat1	1820	0
Tmem147	857	682
Atg12	2567	1121
Prodh2	1407	4
Ing1	1055	323
Dnaja3	1809	931
Oprm1	3773	25
Fndc1	5193	486
Svbp	856	162
Trap1	2236	1194
Fam43a	2403	227
Mtrr	2363	386
Nudt21	1049	806
Mcoln2	2517	8
Klhl25	3277	184
Hrasls5	1460	9
Tmem176a	956	4606
Zdhhc21	3467	271
Ppcs	1353	127
Cnksr1	2476	26
Rer1	1256	1327
Tle2	2410	328
Zdhhc3	1880	1063
Mff	2077	1001
Zdhhc9	2875	1659
Specc1	2794	1099
Fbxo39	1597	5
Kif18b	3295	271
Zfp207	1720	1995
Zdhhc8	3386	882
Coq5	1559	419
Net1	3149	790
Spef1	1502	180
Tln1	8647	6592
Ubr4	15828	5893
Wdr18	1371	538
Actr1b	3176	3490
Gas8	1576	147
Tkfc	2370	177
Lemd2	1901	190
Actl6a	1729	365
Wdr5	3029	604
Srsf7	1051	1019
Gabpb1	2501	117
Zdhhc13	2345	302
Cdc42se1	2667	2244
Cox6b2	472	93
Zdhhc1	1903	333
Zdhhc24	1560	254
Zdhhc15	2884	134
Tusc5	3380	55
LOC654482	1318	111
Slc39a13	2410	780
Tor1b	2923	595
Narf	3034	699
Spns1	2185	1159
Zdhhc19	1523	0
Zdhhc22	1115	126
Zdhhc25	1233	0
Zdhhc20	1899	1052
Fubp3	1836	803
Zdhhc5	2680	998
Zdhhc18	2650	784
Zdhhc17	2887	1125
Dgke	3048	269
Zdhhc11	1434	2
Zdhhc14	3028	653
Tes	2364	643
Eqtn	1051	22
Zdhhc16	1806	404
Alox12b	2268	2
Trappc1	550	962
Crisp1	1375	0
Pced1b	1999	216
Specc1l	4287	1001
Irx2	2634	99
Kcnk5	3464	79
Pax9	3925	10
Ugt1a5	2266	0
Wdr45b	1145	609
Gmds	1465	500
LOC294154	3252	3568
Mcmbp	2470	813
Fnbp1l	1830	296
Ube3d	1855	34
Nsmce1	1177	416
Tmbim7	1266	3
Sult2b1	1216	32
Gkn2	720	0
Ugt1a6	2435	108
Lrfn2	2700	74
Fto	1571	1014
Slc6a19	2423	0
Gpx4	1166	4070
Akirin2	1480	906
Teddm1	1258	0
Tuba3a	1486	0
Acaa1b	1524	38
Rmnd1	1353	356
Rab3gap2	4244	1550
Zmym3	5360	2082
Aste1	2411	40
Mon2	6850	2035
Tbcb	1084	616
Mfge8	2171	2335
Nkr-p1c	1474	8
Atcay	2722	1231
Dut	973	332
Camk2b	4106	2663
Pitx2	2272	9
Unc13b	7873	312
Hsd3b3	1550	0
Pip5k1a	3474	770
Spag5	3866	412
Taf6	2095	726
Rita1	1629	259
Cfhr1	1142	0
Pes1	2084	1110
Tnfrsf19	1368	212
Cers1	2656	0
Sbsn	2193	99
Trmt10a	1295	187
Clec2l	1430	802
Osbpl9	2765	2203
Fcf1	698	501
Kdm4b	4620	1174
Mcts1	1217	491
Gdpd1	1371	314
Ap1m1	1926	1495
Gdf1	2656	0
Atl3	2021	643
Pdhx	1660	488
Tasp1	1926	114
Tomm34	1784	814
Asap1	3311	1255
Mageb18	1901	0
Asb5	1492	30
Traf3ip2	2055	102
Antxr1	3327	376
Stat6	2635	802
Fzd8	2986	0
Nadk2	3134	866
Pif1	1915	25
Coq2	1777	436
Epsti1	1551	373
Ces2h	2000	0
Fbxo31	1739	1014
Rfxap	1639	43
Steap4	3086	187
Trim24	2642	280
Mknk1	1908	858
Tmem196	1657	90
Tuba1b	1618	5256
Prl2c1	744	0
Jagn1	1149	501
Arfgap3	2577	738
Odam	1178	2
Elovl1	1482	2324
Rprm	1418	64
MGC94891	1737	6
Rnf133	1356	1
Liph	2388	16
Slc25a18	1965	307
MGC93861	1360	9
Mat2b	1791	841
Snx3	1417	3655
Tsc22d4	2399	397
Msrb1	885	577
Mea1	846	1838
Evi2a	1371	1940
Kti12	1523	87
Larp7	2071	531
U2af1	906	954
Kiaa0895l	1978	241
Nap1l5	1609	4461
Gabarapl1	1694	5953
Tpd52l1	1226	241
Amtn	1002	0
Ankrd61	1449	50
LOC690784	1753	0
Vsir	1872	1954
Muc15	1425	4
Psrc1	1675	46
Aknad1	2523	1
Eid3	1325	12
Lrrc34	1952	53
RGD1563986	1368	317
Prl5a2	919	0
Cyp4a2	2019	0
Lpar6	1810	334
Rgs18	708	55
Ivns1abp	1365	1747
Irf2	1368	392
Eif3a	5127	4191
Ffar4	1388	2
Spred1	1335	439
Aph1b	1281	312
Amz1	1506	230
Klhl5	3403	1484
Spred2	1229	230
Nop16	1066	504
Fig4	3140	1005
Zhx3	3597	607
Cops7a	2151	1873
Ythdf2	2726	842
Tmprss9	3341	59
Adamts7	5643	308
Cadm2	1129	318
Cadm3	1191	1653
Nr2c2ap	1520	361
Cadm4	1106	3913
Lbx1	1164	56
Spout1	1594	354
Dbndd2	1164	3734
Pomt2	3097	503
Crtc1	1893	524
Rundc3b	3596	291
Sptssa	1251	1086
Shmt1	2046	163
Rpa1	2043	863
Dhx8	3633	554
Pcnp	610	964
Wdr83	1168	262
F11	1671	0
Gpat4	3139	1376
Thoc1	1500	423
Galns	1575	214
Bclaf1	3207	1745
Arrdc4	943	141
Chid1	1417	431
Dtx4	966	237
Sfr1	1354	1259
Ube2e3	1674	1333
Srxn1	2878	1036
Znfx1	6099	1127
Pkn3	2879	866
Ndufa8	610	1590
Mrps33	587	406
Dppa3	708	2
Cntnap5a	1923	2
Cntnap5c	3921	57
Mtap	1176	152
Ppie	808	207
Arhgap5	3738	1062
Ifrd2	1960	216
Cntnap5b	3924	22
Rtraf	891	1432
Arsg	1581	158
F5	6045	275
LOC306079	1065	3
Slc25a15	1615	172
Arsi	1722	51
LOC307727	313	0
Mrpl49	501	382
Arse	1836	671
Ilf2	1442	1120
Arsj	1794	30
Wdr75	1950	419
RGD1310507	1386	33
LOC317165	1330	0
Shroom2	6986	1542
LOC317456	807	2
Ormdl3	543	504
RGD1359290	703	7
Fyttd1	3220	1708
Naa25	2913	368
Ankle2	2830	514
Zc3h11a	2691	1588
LOC360933	1045	0
Bub3	1331	951
Srsf3	2871	1866
Mrps28	708	101
Mfsd8	1588	240
Morn5	1107	169
Sqor	1599	304
Sdhaf3	336	68
Rapgef5	5419	1628
Syncrip	1644	671
Arsk	1692	265
Bank1	3119	5
LOC367117	606	0
LOC367195	451	5
LOC498084	1207	0
LOC498152	817	0
LOC498155	1176	0
LOC498231	690	6
LOC498236	2778	5
LOC498308	663	0
LOC498339	576	0
LOC498460	327	0
LOC498705	465	2
LOC498836	372	0
LOC498971	423	0
LOC499136	702	0
LOC499219	432	0
LOC499407	2699	56
LOC499469	452	0
LOC499530	418	0
LOC499541	384	0
LOC499542	477	0
LOC499544	606	0
LOC499565	390	0
LOC499573	438	0
LOC499584	696	0
LOC499715	1005	0
LOC499796	1848	0
LOC499843	831	0
LOC500028	675	0
LOC500035	666	0
Ier3ip1	391	0
LOC500350	1230	0
LOC500594	876	0
LOC500702	501	0
LOC500846	1335	1
LOC500877	530	8
LOC500948	648	0
LOC501038	388	35
LOC501233	597	0
LOC501618	336	0
Mis12	661	214
LOC680227	1191	0
LOC690435	1047	0
LOC685391	492	0
LOC685406	333	0
LOC689713	1074	0
LOC689840	972	0
Nmnat2	1239	422
Tmem230	1586	846
Cdc42ep3	1904	190
RT1-M5	1074	0
Reep2	1888	1327
Clec2g	624	10
Sh2b1	3075	1191
Rragc	2525	1994
Agmat	1270	4
Kirrel3	3636	296
Ino80b	1143	89
Ubl5	463	1307
Bola1	745	152
Gpr17	1020	408
Pkib	1550	126
Lilra5	1146	28
Piezo1	8205	1895
Caln1	786	97
Ttc39c	1953	328
Clca4l	2885	44
Gtf2h2	1371	269
Lnpk	1506	372
Lrrc52	1422	4
Bex2	775	934
Mrps22	1191	477
Cnpy2	999	894
Rgs16	600	304
Bves	1480	15
Rpl38	305	1645
Acbd5	1545	549
Gadd45g	1059	529
Plcb1	5213	698
Cfd	836	171
Mpc2	908	1278
Ptgir	1360	13
Prkacb	1122	948
Cd3g	617	2
Ddx4	3009	1
Prdm2	6150	1352
Ctrc	880	35
Edn3	737	40
Elavl4	3873	495
Myl1	1059	10
Mrps24	788	326
Urgcp	3476	826
RGD1308065	1583	5
Ccdc68	1384	9
Drap1	1408	1333
Slc39a4	2214	88
Eif3j	1813	770
Zc3h12a	2544	130
Cstf3	2001	261
Rad18	1714	151
Hlx	2114	180
Trim72	2329	36
RGD1560212	1669	1018
Pacrg	1195	78
RGD1562433	1877	0
Med22	1333	46
Bpifb1	1601	4
Tex47	2726	0
Spesp1	1557	0
Btbd6	2134	890
Shisa4	594	1416
Tmem134	911	648
Tpmt	820	224
Chit1	2394	25
Cxxc1	2311	811
Rrs1	1623	303
Cdc42ep1	2236	1714
Cfap206	2204	70
Shtn1	3495	770
Rexo5	2519	74
Gtsf1	678	1
RGD1564149	1507	40
Acot5	1863	0
Gpr18	1332	29
Rad51ap1	1980	111
Kdm4d	2329	2
Prpf6	3036	1349
Slc15a1	3131	3
Galnt18	2515	174
Vwa3a	4142	188
Cuedc2	1513	339
Ing4	1590	694
Mmp28	1578	16
Sephs2	2317	1166
Gprc5a	2063	166
Magee1	3548	1320
Apex2	1853	153
Dusp14	1528	42
Plekha1	3654	2471
Rbfox2	1938	332
LOC367975	1406	0
Heatr6	3759	299
RatNP-3b	537	2
Aup1	1425	1369
Rab5b	3267	4971
Pbk	1813	252
Bbx	2964	161
Lmf2	2716	1402
Habp4	1423	1034
Gtf3c5	2724	502
Sema3b	2513	1061
Zfp426	2919	341
Acsbg2	2613	0
Anapc5	2364	4759
Dhcr24	1551	2115
Ptpn20	3017	9
Prr5l	2318	908
Cep85	4490	643
Tmub1	1426	473
Zfp652	2641	262
Ucn3	523	11
Tmem30b	3076	3
Car12	1065	44
Tctn2	2400	197
Ppip5k1	5485	1025
Tas2r139	960	0
Zfp639	1796	225
Cryga	616	19
Tas2r120	888	0
Tas2r124	930	0
Tas2r109	963	0
Pik3r6	2271	153
Cactin	2594	433
Fam72a	450	34
Fbxw9	1911	254
Crygc	623	0
Pou5f2	1235	2
Gnl3l	1810	891
Klc1	2382	8600
Tbc1d10c	1711	10
Fbxw17	1723	152
Rnf144a	1657	250
Igf1	1925	545
Hnrnpd	1702	1819
Spint2	1342	647
Trim21	1416	121
Fastkd3	2263	302
Nit1	1450	851
Rasgrp2	2226	333
Trpc4	3127	26
Slc30a2	3151	4
Chmp1a	2096	1571
Stk38l	2404	620
Pinx1	996	111
Tomm40l	927	298
Celf2	2049	659
Pds5a	4030	926
Gria2	6856	1883
Ccdc92	1953	1971
Selenop	2161	15570
Spx	1555	4
Prl3d2	927	0
Rev3l	10689	860
Apoc2	501	2
Wls	3687	5155
Kif2c	2894	295
Gjc1	1594	84
Tas2r140	939	0
Clec2d2	702	5
Klrb1c	654	0
Clec2dl1	702	11
Klrb1	645	0
Mpnd	1545	864
Ddi1	1848	0
Selenoo	2464	303
Sav1	2046	624
Tlr7	3466	569
Tead3	2557	157
Mpv17	1508	374
Hras	1371	647
Zbtb24	3769	165
Ercc6l	4000	93
Necab3	1772	325
Rprd1b	3573	551
Serf2	2425	3549
Dhx58	2373	143
Prkrip1	1375	334
Zfhx2	8945	343
Lyg1	798	0
Wdr35	4194	704
Tbpl2	1035	0
Vom2r2	2037	0
Vom2r4	2524	0
Vom2r6	2526	0
Vom2r3	2526	0
Vom2r1	2519	0
Vom2r5	2529	0
Vom2r7	1648	0
Vom2r8	2580	0
Vom2r9	2601	0
Vom2r59	2571	0
Vom2r30	2321	0
Vom2r69	2550	0
Vom2r10	2577	0
Vom2r11	2595	0
Vom2r26	2556	0
Vom2r28	2512	0
Vom2r35	2103	1
Vom2r57	2579	0
Vom2r38	2377	0
Vom2r70	2532	0
Vom2r58	2574	0
Vom2r60	2595	1
Vom2r68	2553	0
Vom2r25	2583	0
Vom2r36	2376	0
Vom2r56	2582	0
Vom2r67	2040	0
Vom2r73	2532	0
Vom2r37	2379	1
Vom2r12	2562	0
Vom2r13	2562	1
Vom2r15	2574	0
Vom2r17	2556	0
Vom2r19	2574	0
Vom2r24	2586	0
Vom2r54	2367	0
Vom2r55	2372	0
Vom2r29	2487	0
Vom2r33	2365	0
Vom2r44	2670	50
Vom2r63	2559	0
Vom2r41	2109	0
Vom2r46	2477	1
Vom2r52	2488	0
Vom2r79	2595	0
Vom2r76	2592	1
Vom2r47	2475	0
Vom2r50	2574	0
Vom2r61	2563	0
Vom2r62	2561	0
Vom2r51	2565	0
Vom2r42	2562	0
Vom2r43	2544	0
Vom2r64	2561	0
Vom2r48	2571	0
Vom2r49	2565	0
Vom2r71	2556	0
Vom2r72	2532	0
Vom2r77	2550	0
Abracl	679	379
Vom2r23	2589	0
Vom2r65	1974	0
Vom2r16	2550	0
Vom2r22	2577	0
Vom2r34	2270	0
Vom2r78	1956	0
Pigp	540	429
Lilrc2	1034	2
Pam16	522	396
Eif4a3	1490	1216
Noxa1	1378	1
Kctd8	2840	141
Arx	2724	2
Tmem38a	1450	287
Nup153	6206	1276
Mrps7	998	651
Ccnc	3307	851
Wnt7a	3150	326
Ccnf	3313	368
Hip1	7376	2874
Nectin1	5664	576
Ces2e	2236	0
Ptpn4	10570	1270
Tradd	1333	253
Slc5a11	2069	550
Myh8	5670	5
Gjd4	1086	0
Rimbp2	6862	745
Wnt5b	2122	107
Mc2r	1148	5
Hcfc1r1	632	1482
Gnptg	1175	665
Ctdnep1	1505	1315
Spop	2414	1995
Hoxb9	937	118
Pkp2	2081	54
Usp16	2887	572
Gbe1	2822	746
Gadd45gip1	1212	563
Asna1	1350	1264
Cdk18	1486	884
Zmiz2	4368	836
Oxsm	2744	238
Psmc6	2372	1648
Osgep	1271	248
Riok1	2081	294
Gpld1	3188	739
Cep76	2724	230
Slc25a46	2917	923
Kctd1	3431	462
Aars	3363	5372
Hs2st1	4117	2860
Gga2	2811	798
Ric8a	2542	1119
Phlda2	705	2
Otp	1391	17
Pcdh18	4890	216
Frzb	2739	247
Rag2	3546	0
Tmx4	4951	2997
Dlx1	2757	1
Anapc2	2667	2274
Nacc2	3165	2467
Rpl7	849	6285
Col15a1	5193	918
Magoh	653	280
