Geneid	Length	genome_mapping/136-P_R1.rn6.sorted.bam
Hnrnpul1	3746	3170
Ttc9b	821	165
Vstm2b	2047	210
Bcl2l12	1692	134
Rras	950	748
Prrg2	779	42
Snrnp70	1413	2680
Nomo1	4201	2179
Gtf2h1	2632	540
Lrrc28	2914	327
Aen	2375	301
Fes	2799	621
Iqgap1	6155	2038
Tm6sf1	2781	789
Me3	1965	349
Aamdc	876	93
Fam168a	4391	4081
Relt	2732	360
Stim1	3839	1852
Akip1	1783	161
Nrip3	3859	1236
Cyp2r1	980	12
Pik3c2a	8316	1459
Ccp110	5124	1098
Acsm1	2060	3
Polr3e	3007	590
Eef1akmt2	1072	208
Bccip	1231	285
Ebf3	4843	694
Pwwp2b	2261	195
Eps8l2	3140	113
Pnpla2	2231	526
Dusp8	2307	345
Tnfrsf26	2294	136
Kmt5b	6095	1116
Unc93b1	2270	1754
Ankrd13d	2123	660
Kdm2a	6806	2310
Dpf2	2404	1773
Rps6ka4	3102	909
Naa40	3183	352
Ms4a8	1181	7
Patl1	3983	831
Tmc1	2503	8
Pde6c	2586	5
Noc3l	2936	338
Aldh18a1	3454	375
Cutc	1302	192
Sema4g	4326	421
Sfxn4	1304	186
Uqcc2	501	470
Ybey	4419	68
Ube2d1	1360	604
Bicc1	3226	668
Hnrnph3	1878	338
Spock2	1278	2111
Ccar1	4438	1102
Tube1	2834	137
Gtf3c6	1553	347
Cdc40	3105	523
Hace1	3441	452
Rfesd	771	166
Wdr41	2825	468
Arhgef28	6195	644
Mrps27	1680	340
Fbxl7	3473	89
Ythdf3	4150	1138
Ect2	4042	277
Rpl22l1	564	789
Spata5	3080	178
Postn	3177	889
Tmem144	2284	369
Trim2	6539	2158
Tmem154	644	33
Lrba	9139	841
Tsacc	470	3
S100a16	1013	3049
Them5	1203	5
Prpf3	2331	503
Rnf115	1080	594
Ahcyl1	3435	5183
Sypl2	3403	15
Agl	7567	2120
Pla2g12a	1366	329
Ostc	1049	843
Rpl34	429	2131
Dapp1	3058	333
Gbp5	2761	153
Il36b	587	4
Il1f10	868	0
Ehmt1	4932	467
Rabl6	3190	1885
Brd3	3133	611
Mrps2	2302	600
Ptpa	2451	3040
Aif1l	3070	683
Sh2d3c	3078	467
Epc2	3686	259
Dapl1	557	12
Bbs5	1369	154
Rapsn	1430	23
RGD1563222	815	13
Rcn1	3073	1103
Ccdc34	2530	160
Slc5a12	3328	0
Mapkbp1	4681	509
Epb42	2547	10
Rnf24	312	56
Snrpb2	919	420
Dtd1	1070	679
Naa20	1173	859
Cst9l	683	0
Dusp15	3132	1186
Scand1	766	467
Actr5	2622	184
Dhx35	3187	346
Ptprt	5787	382
Rbpjl	2592	264
Pcif1	3977	838
Tp53rk	2201	84
Cse1l	3585	1495
B4galt5	1831	1726
Pard6b	3294	77
Stx16	2581	1295
Slc17a9	2276	123
Lime1	1888	370
Myt1	5468	387
Agap3	4337	2121
Cdk14	4582	1844
Krit1	3045	1011
Impdh1	2438	595
Nup205	6230	619
Fam180a	1573	231
Hipk2	4851	1136
Ndufb2	457	1001
Prss37	1052	0
Try4	811	0
Cul1	3006	2353
Znrf2	5774	595
Ggct	838	135
Vopp1	2883	753
Herc3	5230	1707
Rpia	1812	337
Reep1	3680	1424
Pole4	1741	515
Mrpl53	613	140
Snrnp27	873	446
Slc25a26	2228	138
Sumf1	2478	1047
Ttll3	2886	161
Rpusd3	1411	165
Tamm41	1190	227
Tmem72	3368	0
Mfap5	881	534
RGD1307916	472	0
Gpr162	2873	742
Iffo1	2372	1456
Itfg2	1931	314
RGD1306750	492	0
Borcs5	1821	373
Hebp1	713	246
Fam234b	4168	1332
Bicd1	4139	222
Tox	3093	161
Plekhf2	2851	651
Ccne2	3027	292
Runx1t1	3364	100
Topors	3887	659
Dctn3	956	848
Ccl27	834	108
Ccl19	715	27
Melk	2842	176
Tstd2	3105	340
Msantd3	1625	249
Mrpl50	1796	297
Smc2	5272	912
Fktn	3402	908
Akna	5353	663
Hacd4	1036	126
Tm2d1	1422	403
Ror1	3533	56
Bend5	1834	41
Med8	648	179
RGD1305347	1086	6
Col9a2	2954	280
Trit1	2113	421
Mtf1	5300	364
RGD1559909	699	678
Eva1b	1079	385
Adprhl2	1666	659
Zmym6	4134	533
Tlr12	3006	1
Sync	2156	195
Pum1	5009	1389
Srsf4	2207	1041
Fam76a	2946	692
Man1c1	3767	1578
Cda	944	4
Pqlc2	732	109
Emc1	6364	1814
Fbxo42	2601	296
Arhgef19	3648	251
Rbp7	613	0
Dnajc11	2164	758
Thap3	1198	269
Tp73	4749	14
Fam213b	807	365
Faap20	1268	200
Pusl1	1688	209
Gpatch11	1647	362
Cebpz	4004	975
Spast	4489	890
Rbks	1053	201
Sh3yl1	1335	94
Efcab10	859	15
Twistnb	3557	300
Snx13	3075	1083
Etv1	6879	1946
Coch	651	45
Snx6	1934	1505
Mbip	1590	169
Trmt5	2161	216
Pigh	2370	246
Exd2	3197	902
Dcaf4	2023	273
Angel1	3790	477
Alkbh1	2931	344
Ttc7b	2602	1226
Btbd7	4062	604
Prima1	3444	1037
Glrx5	2149	618
Cyp46a1	2458	642
Traf3	6946	848
Zfyve21	958	380
Itgb8	2791	692
Coq10a	1287	465
Slc39a5	2828	222
Mfsd12	1831	517
Hmg20b	1676	511
Lsm7	488	358
Dot1l	6015	1253
Mob3a	2472	848
Mbd3	1744	1343
Mum1	2446	532
Mier2	2986	561
Ilvbl	2632	607
Tmem263	1177	189
Ckap4	2548	887
Appl2	2964	1292
Slc41a2	4470	782
Elk3	3823	948
Ppfia2	4986	277
RGD1306474	1265	4
Rassf3	3290	666
Tubgcp6	6444	530
Dennd6b	2294	349
Cpne8	3380	522
Bcdin3d	1242	110
Smarcd1	3068	1529
Uhrf1bp1l	7055	1072
Mrpl4	1570	609
Swsap1	1959	285
Rp9	719	83
Pate4	999	2
RGD1304554	404	0
Siae	3460	458
Mpzl3	1197	61
Sin3a	4836	915
Commd4	769	1070
Ppcdc	2714	50
Fam219b	642	415
RGD1309779	618	94
Pdcd7	2255	545
Fbxl22	4460	109
Ccpg1	3016	1178
Pgm3	2083	445
Rwdd2a	1513	38
Mrap2	1313	345
Rab6b	4577	6240
Pik3r4	4779	919
Rrp9	1550	268
Tmem115	2119	752
Gnat1	2169	1
Gmppb	1923	255
Elp6	1230	229
Ccdc12	811	392
Crtap	840	26
Csrnp1	2872	249
Lars2	2867	326
Foxp4	3401	493
Xpo5	4927	1162
Tmem14a	1082	135
Phf3	7863	1226
Bend6	1884	2236
Ccdc115	1100	275
Cnot11	1715	330
Tmeff2	3252	770
Slc39a10	5576	1860
Fam117b	4823	1200
Raph1	7304	955
Eef1b2	1019	2715
Klf7	3208	565
Rpl37a	817	8
Speg	11818	880
Mogat1	749	22
Fbxo36	901	27
Spata3	1295	1
Pde6d	1081	802
Cops7b	2497	426
Eif4e2	1374	506
Atg16l1	2948	885
Ing5	2429	214
Twsg1	669	205
Ubxn6	1632	820
Ndufa1	418	573
Ndp	1925	32
Tspan7	1555	6603
Piga	759	278
Snx12	606	335
Pbdc1	1629	472
RGD1561958	1296	0
Gla	2149	735
Abcd1	3411	691
Zg16b	919	1
Fbll1	1644	184
Itk	4199	10
Tnip1	2867	1255
Iba57	2338	144
Rnf222	2685	0
Kdm6b	4679	646
Sox15	765	7
Kctd11	2164	211
Mrm1	2856	205
Sp6	1995	4
Stac2	2880	1371
Hspb9	646	7
Ccr10	1742	30
Meox1	1871	0
C1ql1	1236	900
Mettl2b	1828	225
Srp68	2517	1562
Gabpa	4828	689
Arl6	1005	228
Lmln	4383	173
Map6d1	1331	615
Vpreb1	791	0
Gsc2	1127	0
Ube2l3	2864	4084
Elavl1	2439	679
Cd209d	915	0
Trappc5	1204	395
Zscan25	1849	171
Cnpy4	1450	462
Piwil1	4005	0
Ikbke	3235	356
Slc41a1	4650	2710
Vamp4	2492	776
Mael	1559	1
Ddx3y	3170	1
Irf6	4044	33
Tecrl	1394	0
Yipf7	1171	3
Rasl10a	974	94
Fbxo48	1016	16
Asb3	2231	360
Dnajc9	1613	758
Abhd4	2399	3391
Prmt5	2536	843
Rnf31	3394	516
Cideb	1272	5
Scara3	3358	1883
Kctd9	3106	821
Chmp7	2774	1488
Tnfrsf10b	1995	35
Tmem161a	2130	402
Sgcz	1155	7
Lsm1	1216	228
Tpte2	2566	0
Thsd1	4305	206
Mrpl36	856	4
Barx1	1372	0
Rnf144b	3159	363
Lyzl1	855	0
Suv39h2	4132	104
Psma8	1838	1
Klhl14	4068	58
Polr2d	1115	312
Sft2d3	2201	160
Reep5	2902	6656
Pou4f3	2272	9
Ticam2	3315	231
Ctif	1430	377
Sall3	4889	447
Best2	2006	3
Gcdh	1875	920
Pskh1	1295	188
Ddx28	1931	176
Clec3a	623	0
Samd5	2490	106
Rab32	2069	849
Prdm9	2688	88
Zfp787	1806	211
Zfp524	1049	158
Chmp2a	917	1312
Cabp5	1630	0
Nanos2	1461	2
Cnfn	748	1
Lrfn1	3335	251
Upk1a	1204	1
Ffar3	1113	1
LOC365238	2462	2
Kcna7	3592	10
Asb7	1902	105
Bnc1	4737	0
Lipt2	1895	53
Ern2	2878	0
Tbx6	1726	13
Tbc1d10b	3728	1834
Stk32c	2175	273
Inpp5a	2825	871
Odf3	1141	5
Psmd13	1513	1704
Cabp4	1443	74
Osbp	4405	1738
Cwf19l1	2310	482
RGD1561557	1414	0
Vpreb3	513	0
Tysnd1	2313	213
Dse	4130	616
Mblac2	1709	192
Col4a3bp	5335	2153
Marveld2	2072	29
Paip1	2531	1554
Egflam	3685	280
Hnf4g	2284	0
Bhlhe22	3112	177
Tbl1xr1	7757	1902
Actrt3	1116	9
Il21	441	14
Rab33b	3352	484
Trim59	2706	540
Slc25a44	3678	736
Tuft1	2386	89
Hormad1	1640	10
Gnat2	1525	216
LOC365985	3017	886
Exosc2	1460	308
Zbtb6	2418	269
B3galt1	2670	170
Fjx1	2102	18
Elf5	2139	2
Nutm1	3688	19
Rtf1	4495	1063
Tgm3	2607	3
Otor	918	5
Cst5	742	0
R3hdml	932	366
Slc2a10	3733	138
Spo11	1571	2
Rbm38	2295	201
Rab22a	6964	1024
Ntsr1	3703	51
Ptk6	2142	1
Clvs1	3830	537
Mob3b	2271	136
Myorg	2332	236
Igfbpl1	1329	20
Slc1a7	2786	12
Slc5a9	3398	0
Ptch2	4892	77
Lsm10	844	151
Epha2	3911	126
Pik3cd	4788	1101
Atp6v1e2	992	2
Ferd3l	890	2
Dtd2	623	98
Cfl2	2923	2294
Rbm25	4023	870
Adck1	2080	184
Pym1	1164	307
Diras1	1897	526
Ephx3	1607	2
Kank3	2702	234
Caps2	1963	12
Trhde	6678	95
Pphln1	4067	887
Cers5	2655	1290
Fam76b	3729	520
Zfp26	6741	449
Ap1m2	1678	5
Dock6	6797	621
Tmprss4	2235	3
Alg9	2597	491
Arid3b	3772	118
Smad6	1376	61
Cpne4	4163	160
Traip	1905	58
Rab23	2402	1006
Slc23a3	2052	2
Dis3l2	3168	586
Aqp12a	1093	8
Nudt12	3882	396
Marco	1944	0
Rp2	4149	313
Praf2	1313	980
Tmem164	5314	472
Tceanc	1077	26
Bmx	2919	7
Rab9b	3846	826
Zic3	1236	54
Upk3bl1	975	4
Bcl7b	1745	563
Inmt	1062	50
Pnn	2821	1725
Dnajc30	1067	181
Rnf5	1118	1264
Dexi	1396	487
Prss33	1334	0
RGD1565784	1224	281
Sgcd	1627	28
Mrnip	1146	88
Ccdc69	1436	39
Pirt	657	4
Slc25a35	1705	116
Zfp3	2451	82
Spns3	1829	16
Ovca2	2935	79
Gemin4	3387	405
Fam222b	4062	715
Fam117a	2326	169
Cops9	486	1077
Arl5c	1067	18
Coa3	717	523
Asb16	1401	3
Ccdc103	956	164
RGD1565033	1232	246
Fn3k	679	141
RGD1562726	2707	53
Dtx3l	4836	221
Tctex1d2	883	191
Wdr53	1459	101
Mb21d2	3071	418
Yeats2	5747	777
LOC498122	1425	145
Tex45	1525	0
Stard13	5529	529
Cdk8	2451	593
Gpr146	1815	251
Spry3	1159	34
Gal3st4	2207	210
RGD1563482	1192	14
RGD1562310	2546	357
Fam222a	1807	137
Pm20d1	3648	86
Mfsd4a	3338	95
Golt1a	785	1
Arl8a	1707	3831
Fam163a	3907	97
Ccdc190	1611	70
Spata46	791	10
Cfap126	1087	140
Nectin4	3794	32
Arhgap30	3672	497
Slamf1	2731	8
Kif26b	7422	187
Lefty1	1572	11
Wdr26	6084	3291
Vash2	3761	131
Nsl1	2186	101
Fam71a	2181	0
LOC498316	435	5
RGD1562136	2797	973
Shisa3	2195	88
Slc30a9	1778	1656
Msantd1	1185	19
Sec14l4	2920	13
Ascc2	2561	611
Hus1	4469	629
Grb10	4996	1147
Etaa1	3260	27
RGD1562229	921	8
Gpr75	2608	119
Myoz1	1242	2
Sntn	1188	1
Naa30	4511	640
Tppp2	608	6
RGD1565222	2653	129
Fam167a	3483	302
RGD1565212	1081	0
Serp2	976	247
Commd6	908	281
Hesx1	1148	0
Slc35e1	3310	926
Lpar2	2832	17
Anxa10	1342	0
Wwc2	6864	1888
Tnfsf13b	1254	34
LOC498675	1023	16
Aaed1	772	71
Ctla2a	837	104
Prr7	970	82
Rnf182	1220	44
Elovl2	3731	1586
Tubb2a	1603	2933
Mboat1	2853	308
Stam	2999	1369
Tmem173	2040	290
Pcdhb2	2397	35
Ccdc112	2220	122
Znf474	477	3
Tex43	594	4
Cbln1	2444	346
Fbxl8	1820	65
RGD1561415	1203	1
Tsnaxip1	2590	30
Phlpp2	4148	484
Marveld3	1374	0
Spata2L	3029	166
RGD1559896	2991	3257
Tmem200a	4091	43
Vnn3	1753	0
Tulp4	4641	1531
Smim17	677	92
Mypop	1866	330
Dmrtc2	1607	3
Kctd15	2418	372
Rgs9bp	714	3
Cldnd2	745	0
Pth2	481	0
Dkkl1	1140	1
RGD1562492	2451	1
Klf13	602	121
Mrps11	892	366
Nmb	660	14
Fam181b	1498	878
Kctd21	881	88
RGD1559600	583	0
Apobr	3481	155
RGD1563217	437	0
Prss53	1986	93
RGD1560958	649	2
Fam24a	571	0
Mob2	1367	505
Flrt1	5461	203
RGD1560108	4422	504
Zbtb3	2027	68
Fam111a	3191	219
RGD1560242	866	5
Fgfbp3	1722	203
Tlx1	2000	0
Calhm1	1047	0
Emx2	2948	1
Gemin7	1031	59
Lrrc20	3034	259
Col13a1	3146	216
Gpr150	2137	32
Ankrd34b	3292	248
Ccno	2410	0
Fyb1	2707	336
Lmbrd2	3564	451
Fam173b	1378	261
RGD1565641	412	319
Dnajc5b	911	1
Sox2	2323	1378
RGD1565989	1061	13
Lhfpl6	2084	1497
Ccdc169	2271	0
Rit1	1071	680
RGD1564171	636	66
S100a7l2	470	3
Lce1f	667	0
Lingo4	6530	106
Celf3	3234	590
Gstm6	1139	23
Dnajb14	1729	272
Cysrt1	761	9
Rnf208	1137	844
Man1b1	3678	2290
Tmem141	780	281
Rpl12	724	5417
Ifih1	3897	214
Ppp1r1c	2848	14
RGD1563263	430	0
Tcp11l1	3602	1312
Prrg4	1878	120
Rad51	2167	122
Eid1	1720	3060
RGD1565616	4803	3542
Gins1	1026	89
Bpifb3	1771	0
Bpifb4	2100	57
Cbln4	2903	105
Bhlhe23	2215	0
Uckl1	1834	676
Linc00176	691	15
En2	2712	7
Xrcc2	3508	130
Asb10	1776	0
Nupl2	2435	231
RGD1565355	1469	42
Tmem243	1096	253
Pex1	4310	580
Bmt2	1212	166
Ppp1r3a	7529	0
Wnt16	1662	137
Fezf1	2409	0
Zfp800	2402	187
Prrt4	2910	46
Tspan33	1983	295
Ssmem1	1490	18
Moxd2	1860	1
Zfp398	3456	208
Lrrc61	2772	355
Ccdc126	2266	190
Hoxa7	910	22
Plekha8	6656	356
Nod1	4110	656
Neurod6	1953	21
Atoh1	2096	0
RGD1560028	3259	44
Tex37	822	0
Atoh8	2375	100
RGD1562515	1101	0
Eva1a	1741	143
Lbx2	816	0
Wdr54	4354	267
Exoc6b	5432	1839
Arhgap25	3412	552
Dnajb8	996	0
Eefsec	2005	309
Kbtbd8	3506	120
Fancd2os	1285	0
Tatdn2	2875	727
Clec1a	3299	47
Gprc5d	1402	1
Sspn	4796	697
Rep15	1074	3
Klhl42	3228	247
Tmem70	1766	474
RGD1564053	2849	77
RGD1561849	3252	1443
Pax5	1146	4
Lexm	1950	20
Lurap1	1408	192
RGD1560436	1083	60
Zbtb8b	2696	83
Fam229a	806	12
Zcchc17	1758	819
Gmeb1	1872	191
Lin28a	3520	2
Fam110d	1212	75
Ldlrap1	3294	2232
Rsg1	517	13
Tmem51	2034	131
Socs5	4233	1472
RGD1559683	746	2
Rdh14	1865	247
Adam4l1	2464	59
Isca2	801	447
Snw1	2271	608
RGD1560608	700	3
Tmem198b	2637	432
Gipc3	1024	7
RGD1562114	679	129
Misp	2571	63
C2cd4c	1597	56
Bbs10	2667	179
RGD1565498	3028	194
RGD1563200	720	2
RGD1561795	728	3
Zfp202	3481	191
H2afx	1330	549
Ddx6	2698	524
RGD1563941	415	78
Tmem266	2402	71
Cplx3	3392	54
Poc1a	1303	83
Tusc2	2060	775
Prss44	1258	0
Tmie	2599	93
Cmtm7	1519	782
Mdfi	1616	63
Srf	4104	969
Crip3	987	4
Cfc1	700	0
Tmem182	2708	3
Satb2	3005	14
Stradb	2351	407
Vwc2l	1369	31
Cdk5r2	1469	351
Efhd1	1832	908
RGD1563692	2298	0
Vwc2	3364	118
Sh2d1a	1208	26
Zbtb33	2561	6
RGD1560927	868	0
Rai2	2564	148
Tmem47	4130	2851
RGD1565785	1558	94
Gspt2	2522	187
Amer1	3663	91
Mum1l1	3796	73
Ctag2	789	0
F8a1	1515	413
Fam3a	1694	513
Krtap13-2	1145	0
Krtap14	843	0
Coro1c	1425	1366
Rab7b	2500	732
RGD1561226	1449	0
Cbln3	1579	6
Dpm3	394	9
Dkk4	1491	230
Lrrc14b	2575	82
Rnf225	2286	5
Faap24	1821	84
RGD1561870	405	0
RGD1559903	798	0
Slc35f1	4798	775
Eif2a	2012	756
Nudt17	1118	16
RGD1564854	1146	0
Pramel6	1849	0
Cst13	734	0
Dok5	1443	161
RGD1563349	5734	1315
Cpa4	2781	6
Olr437	930	0
Zfp777	2969	369
Foxi3	1203	0
H1foo	1149	2
Foxj2	4979	947
Clec12b	1487	7
Clec9a	3254	21
Igbp1b	1351	1
Sdr16c6	1630	1
Zfp352	1845	0
Sesn2	2705	447
Tmem229b	3767	1101
Cyp4f40	1578	0
Iqcf1	602	0
Iqcf6	474	0
Rab17	1555	0
Sowahc	4467	525
Mpc1l	872	9
Cldn34a	636	0
Mageb7	1038	0
Pramel	1398	0
Atp13a3	790	58
Dgat2l6	1386	1
Awat1	1331	0
Alkal2	1457	11
Hmg1l1	1261	12
LRRTM1	2923	116
Eras	1066	0
Lpgat1	3761	1288
Clec5a	1394	122
Mei4	2830	18
Dnd1	1517	2
Capns2	943	20
Gpkow	4034	758
Vasn	2739	350
Angptl1	1306	39
Alkbh7	991	224
Slc9b2	1981	44
Gpr183	1536	289
Mad1l1	2612	390
LOC680039	6715	2097
LOC680045	688	0
Pcdhb9	3171	158
Mab21l2	3085	257
LOC680112	729	0
Timp4	1701	422
Cldn20	660	7
Pcdhb20	3375	66
Dnajb3	1014	51
Mthfd2	2061	388
Snrpd2	538	761
Hist1h2bk	381	6
Tceal7	979	8
Cldn34d	1008	0
C1ql3	768	99
Rsu1	1536	1384
Pex10	1699	210
Dqx1	2606	108
Arrdc5	1014	0
Krtap31-1	933	0
Trappc6a	745	221
Plpp5	1482	301
Haus3	2028	265
Lrrc19	1080	0
Dazl	2836	0
Cldn34e	639	0
Cd3eap	2040	181
Hist1h1b	669	6
Sapcd2	1551	178
Apoc4	470	6
Rbm41	2732	103
Ebi3	1186	43
Bcl3	1788	303
Hist1h2ak	393	0
Krtap16-5	585	0
Zfp703	3208	588
Tmem88b	1931	1499
Ankrd65	1269	1
Mrpl20	759	646
Timm8a2	856	0
Lrtm2	3679	176
LOC680885	818	9
Bmp8a	1919	7
Sdf2l1	1064	786
Qsox2	4634	509
Nxpe3	3137	437
Mogat2	1748	33
Dbr1	1928	200
Map7d1	3284	4538
LOC681325	2717	23
Acot4	2558	17
Lrmda	921	78
Erh	1120	1083
Ndufb10	683	1140
Rnf13	2214	1688
Gstz1	1670	442
Uqcc1	1365	630
Gal3st1	1858	580
LOC683897	1127	239
Glyctk	1977	110
Hs3st6	1231	21
Ppp1r35	940	37
Mplkip	1529	219
Erich4	937	7
Pgm2l1	4112	923
Nkx6-3	1881	1
Sec24c	4457	2364
Eppin	731	18
Fam163b	1313	212
LOC685171	1219	0
Stx19	1179	32
Wfdc10	468	1
Tal2	1170	5
Hmgb4	683	1
Ddo	1086	57
Fmo9	3003	0
Emid1	1601	123
Polr3g	3571	187
Lrrtm2	4715	405
Zfp385a	2590	2328
S100a7a	581	0
Clgn	2274	68
Gtf3c4	4048	475
LOC685544	693	0
Mcrip2	820	86
Pfdn2	868	917
Dnal1	609	119
Nme4	873	86
Znrd1as	1167	0
Tmem229a	4961	1403
Rprml	1005	26
Ubxn2a	4367	451
Lrr1	1496	10
Myl6	677	0
Syndig1l	1763	140
Myl6b	622	101
Pfn3	528	0
Ccl26	511	0
LOC685964	704	0
LOC686031	543	0
Gapt	1896	58
B3galt2	4463	87
Lce1l	687	0
Myl4	795	12
LOC688390	1951	24
Mab21l1	2390	176
Cdk2ap2	907	630
Mettl27	762	86
Lce1m	829	0
Arhgap10	2618	276
LOC688459	1305	39
Commd2	2382	287
Atg10	1590	138
Elmod2	4770	59
Slirp	2817	275
Lrfn4	2368	367
Gpr84	1493	457
Gpr171	1718	7
Hdhd3	1204	189
LOC688765	1899	258
Grpel2	2028	274
Pmp2	1347	567
Slc25a28	1529	592
LOC688828	816	0
Zbtb32	1756	1
Mrps16	607	356
LOC688924	575	0
Kcnk16	2314	35
LOC689065	1212	18
LOC689081	656	11
Upk2	822	9
Chml	1866	103
Ncbp2	1587	257
Snx29	2652	404
Ccdc87	2697	3
Tmem25	2539	368
Kin	1396	168
Spdef	1729	7
Mis18bp1	4059	128
Mapk11	1379	176
Chmp1b	2531	1010
Tktl1	2438	2
Rab20	1478	129
Ptx3	1924	81
Sssca1	1054	346
LOC689412	663	0
Spink13	653	0
Nkain3	1935	11
Dnajb2	1824	2516
LOC689618	609	0
Pdcd2l	1253	134
Atg2a	6340	1234
Vsx1	2814	1
Rflna	1609	18
Ccdc167	911	183
LOC689766	742	0
Magea4	945	0
Msgn1	641	3
Srsf1	5086	3794
Crygs	696	1
Gpr21	2335	5
LOC689927	942	0
Mgarp	1206	18
Crygf	684	0
Setd7	1977	789
LOC689959	1347	69
Tmem52b	1247	4
Nrsn2	1402	597
Gpr137	1654	1785
LOC689986	2963	504
Ppp1r3d	3072	225
Hils1	797	6
Tex38	805	4
LOC690206	1047	0
Slc16a5	2779	1
Wdr74	1186	257
Prelid3a	1305	200
Polr3gl	1165	136
Tmem179b	740	237
LOC690276	971	313
Tmem169	2942	107
Cox11	1967	142
Tsen54	1979	184
Derl3	1357	16
Lpal2	668	0
Lrrn4cl	2372	125
Sertm1	3068	31
RGD1597339	626	234
LOC690352	976	1
Vangl1	2597	245
Trim47	2198	612
LOC690386	534	0
Pla2g2f	1430	0
Bpifa3	1092	0
Rab36	1248	238
LOC690415	1152	0
Jsrp1	1159	4
Rnf186	1225	0
LOC690460	799	0
Accsl	2167	4
LOC690478	918	0
Tas2r125	936	0
Cys1	2964	214
Smurf1	5101	1353
Pou2af1	2527	2
Adam30	3441	1
Tcl1a	1324	0
Alyref	1335	750
Mansc1	1260	172
Tmem86b	1123	26
LOC690617	642	329
Fbxo3	3624	1289
Hint1	583	1095
Ints13	2760	602
Lingo3	1913	145
H2afj	485	0
Adat1	3057	125
Rps4y2	934	184
Tmem215	3004	29
Polr2e	1082	1281
Gys1	3691	815
Fam219a	1960	1713
Pramef27	2674	0
Tm4sf20	1538	2
Mrpl10	1699	857
Tpgs1	1555	525
Tex19.2	2136	0
Spaca4	674	0
LOC691141	1301	150
Capza1	3240	2851
Epop	1521	98
LOC691162	993	2
Slc12a6	6107	1789
LOC691215	1287	1
Lypd8	1087	5
LOC691277	975	0
LOC691286	546	0
RGD1565323	711	1
Tmem202	1282	83
Lrrc39	2875	18
LOC691352	1250	0
Chst14	2058	109
Slc25a54	1669	0
Hist3h2bb	748	0
Hist3h3	411	0
Snapc5	1195	351
Ttc19	2194	361
Katnbl1	2819	124
LOC691670	748	1
Spata5l1	2480	114
Tmem107	1038	122
Mrpl57	665	243
Kctd4	3205	295
Fam241a	715	56
Terb2	2124	0
Spem1	1033	13
Gp1ba	2675	5
Car14	1014	669
Armc9	4921	651
RGD1307554	2677	455
Ptcd1	2981	348
Abcf2	2573	1149
Tiprl	1700	521
Tollip	3795	2346
Scmh1	2976	568
Slc52a2	2963	256
Gdf3	1270	15
Ccnk	2520	767
Ccdc94	2070	548
Krtcap3	963	11
Gstt4	924	0
Asb17	930	0
Zfp867	2775	57
Nadk	3443	1657
Crygb	626	0
Add2	3995	392
Bsg	1664	7537
Abcf1	3092	1643
Hoxc4	2068	190
Fam129b	3678	3145
Ptprc	5066	1432
Fgfr2	4774	4705
Qsox1	3272	854
Oaz2	1810	2413
Akr1cl	1302	164
Emilin3	2440	4
Fgfr4	3142	27
Stau1	3073	1601
Eno1	1892	11249
Hnrnpm	2469	2450
Tsc22d1	4858	6477
Ctxn1	1209	619
Gls	7030	2936
Tab1	2971	730
Rab1b	1853	390
Ddit3	861	316
Apoc1	467	141
RGD1564664	1393	407
Mln	206	0
Ret	6203	3780
Prom1	3701	328
Flad1	2859	651
Atp2a2	5691	11092
Eif5b	4118	791
Cldn22	1010	7
Cldn24	663	0
Snx27	6188	3651
RGD1565611	859	26
Uchl3	914	347
Slc14a2	4895	1
Lypd4	1168	0
Tprg1l	1816	3619
Maz	1429	1017
Vegfa	3940	1264
Ube2v1	1750	273
Wasl	4354	1365
Pabpc5	1149	7
LOC691895	835	0
Wdr86	1653	27
Ldb3	5701	278
Fbxo27	1476	142
Phf14	4177	776
Pid1	779	290
Cog2	2721	663
Tmem163	1804	223
Syn1	3170	3299
Sf1	3376	3052
Pclo	15985	907
Capn12	2932	23
Mylk3	2732	26
Serinc4	2423	27
Tcaim	1789	424
Cacna2d1	3941	391
Crem	4735	499
Adarb1	6442	2222
Mbnl2	4578	3343
Acly	4327	6442
Lyn	3428	1607
Grik1	3316	130
Begain	2901	816
Hist3h2ba	630	131
LOC689064	613	53
Hnrnpa3	5256	6020
LOC497796	1240	7
Vom2r80	2430	13
Hist2h2ab	393	4
Afmid	2511	246
Grk6	2931	1049
Grik3	3634	120
Limd1	3794	530
Gria3	5155	1333
Tesb	1556	1
Gria4	5464	1304
Nr2e1	1158	1
LOC100134871	623	863
Pde4d	3279	235
Slc9a2	4406	171
St6gal1	4112	847
Npy1r	2618	163
Cnksr2	4866	147
Boll	1047	1
Synj2	5084	1632
Ptprr	3691	140
Lnpep	11592	173
Syngap1	6249	1038
Nr1d1	2549	1020
Sept9	3741	1536
Arhgef7	4578	1114
Wtap	3165	1284
Gtf3a	1332	320
Sept7	2459	3314
Setd4	1700	284
Rnf26	2199	576
Hif1an	1340	183
Tesl	1444	0
Cdk2ap1	1228	2022
Tmem189	1513	3413
Grhpr	1267	339
Tp53i3	1495	292
Rell1	1496	153
Armc12	1215	0
Pabpn1l	1131	1
Tmem222	1427	538
Pimreg	1437	347
Gimd1	1665	0
Golt1b	1034	368
Meaf6	1152	578
Emc2	1124	1263
Rbmx2	1044	172
RGD1559804	1490	0
RGD1562024	1584	0
Lrrc27	2143	83
Il36g	1370	0
RGD1562618	1507	547
