Geneid	Length	genome_mapping/High_6556c4.rep7.RNAseq.mm10.sorted.bam
Mybpc1	3981	907
Nt5c3	1779	2003
Irf5	2646	764
Slc25a19	2792	555
Tafa2	4610	18
Tle2	3115	454
Rpain	1214	398
Dlg1	6111	5132
Mgrn1	4262	5293
D16Ertd472e	6160	540
Phldb2	5891	9199
Tfg	1989	3186
Ppil2	2470	2337
Vrk2	1891	257
Strada	2543	635
Cldnd1	2209	2004
Pou5f1	1443	2
Ptprs	6977	11431
Epn1	2568	5485
Ddx39b	1758	7713
Prkd2	3757	759
Cyfip2	7029	190
Mlst8	3366	548
Ranbp3	2822	3279
Bag6	4320	9743
Cpt1c	2797	198
Sh3gl1	2319	3543
Cd84	6253	881
Tjap1	2595	3041
Prmt1	1508	5529
Slc30a6	2171	906
Cmtm7	1137	777
Marchf2	3966	1978
Smad2	9142	2908
Inca1	1377	183
Catsper3	1352	0
Osbpl1a	5306	1439
Rapgef6	11963	1988
Sorcs1	8349	2
Aftph	4045	1994
St6gal1	4836	5741
D430019H16Rik	5786	122
Lipi	2082	0
Ehbp1	5048	1153
Hfm1	5312	0
Nono	2468	11242
Zfp82	3396	176
Picalm	4193	9783
Cpeb1	3386	456
Pqbp1	1334	1536
Slco2b1	4988	805
Llgl2	3614	2191
Cacnb2	4450	642
Ciz1	3294	3133
Cyp4a31	2509	12
Sec23b	3220	3153
Sh2d3c	3681	650
Cybc1	2590	1297
Folr1	1407	12
Gstz1	2166	2520
Mllt10	7692	2373
Rad51b	2837	220
Matn4	2571	30
Oprl1	3314	6
Sez6l2	3799	77
Phyhd1	1793	1202
Serpina1a	1939	7146
Cttn	3223	15724
Slc35c2	2109	1620
Klra4	971	0
Sulf2	4186	4749
Usp8	4210	4239
Zfp410	5439	1481
Zmynd8	10113	3281
Tspan4	1569	4434
Smpx	1129	518
Cars	3222	2953
Irf7	1859	444
Fut8	3982	3007
Spock3	3280	146
Csgalnact1	4584	718
Ptgr2	3290	2022
Cdh16	3318	291
Smn1	1404	1018
Cdh23	11255	78
Tbc1d7	1261	503
Hrh1	4445	175
4833439L19Rik	2674	3614
Csf3r	4047	974
Ecm1	1900	21621
Kcnab2	3888	360
Ldlr	4533	6761
Albfm1	2241	97
Dmtn	4917	78
Smr2	813	0
Dhx30	4500	2464
Smc5	5868	2762
Fam214b	3495	1932
Kcnma1	7836	77
B4galt2	2522	909
Serinc2	5550	2489
Mtfr1	3817	2698
Smarcad1	5542	1246
Slc7a7	2676	896
Immt	2761	6979
Trpc4	4992	4
Dnajc12	1365	244
Patz1	3482	845
Elmod3	2788	345
Zfp219	3317	2517
Elp5	1435	1320
St7l	5990	1115
Mbnl1	5884	5832
Msra	2135	765
Atg7	4144	2690
Fstl5	4956	0
Ints9	2709	811
Pdlim2	1651	1895
Fcer2a	2358	6
Tpm3	3340	23289
Fdps	1461	5848
Zmym5	5541	1795
Gpm6a	3554	98
Tdrd3	6139	1026
Anp32e	3260	4317
Enox1	3555	42
Ssx2ip	3701	1210
Prlr	13415	318
Def8	4107	2010
Tarbp2	1790	1025
Smim22	477	78
Slc12a4	3832	5474
Ywhaz	3919	16356
Racgap1	3065	2751
Elp3	3042	2448
Ano6	5711	10202
Ankle2	5259	2455
Tmem184b	3550	4019
Irx3	2363	792
Atp2c1	5278	3415
Fibp	1240	2148
Prpf19	6333	9611
Cbll1	4007	591
Tmem52	968	20
Tet1	14354	34
Scn5a	8547	1521
Tcf12	5061	3289
Tmem205	1102	1815
Itgal	5225	666
Mtf2	5261	1558
Pkm	3828	89015
Apbb1	3322	844
Tssk4	1420	49
Prkar1b	3076	190
Slc4a2	4178	9462
Ecsit	1673	813
Ncor2	8908	9229
Nat8f7	1276	0
Sez6l	6080	20
Akt1s1	3160	2535
Efcab15	1199	0
Lce3e	607	0
E030030I06Rik	2292	57
Il15	1285	193
Echdc2	1307	1571
Lce1k	663	0
Rnf128	3294	4186
Mospd3	1634	1027
BC035044	2612	12
Zfp850	6546	128
Ankrd66	1321	16
Esp16	1243	0
Gm1553	662	0
Ubox5	3884	460
Gm5071	1035	0
Gbp4	4761	112
Bmp8a	2400	58
Hsf4	1753	375
Esp24	433	0
Esp38	375	0
Rslcan18	2981	25
Eif3j2	2409	0
9330182O14Rik	2053	0
Krtap16-1	1891	0
Ccdc149	3385	604
B020004C17Rik	2385	0
Gm5141	3279	48
Scgb1b29	404	0
7530416G11Rik	1161	0
Scgb1b3	419	0
Myo7a	7606	3322
Rnf6	3626	3679
Dtx2	2737	643
Mtif3	5157	619
Slc10a3	2021	457
Mib2	4020	979
Mtfr1l	2499	5678
Sun1	4133	4128
Nipa2	3989	893
Fsbp	4572	18
4933402D24Rik	1756	4
9430069I07Rik	572	0
A630076J17Rik	666	6
BC107364	1159	0
Gm5108	543	0
Eif4g3	8611	5851
Wnt5a	6305	568
Samt2b	919	0
3110082J24Rik	767	0
Smbd1	520	0
E030018B13Rik	1015	53
LOC666331	472	0
Rims2	7940	58
Agap3	4126	4822
Epha10	5905	0
Gm4724	4538	0
Gm38423	1237	0
9030624G23Rik	5293	18
Zfp995	2221	219
Gm10408	1571	0
AI837181	1545	1629
Zfp672	3643	468
Tmem250-ps	2683	2193
Gm3488	4082	0
Gm3500	1982	2
Usp17le	1885	0
Rpl31-ps12	484	6
Zfp811	3555	8
Kcnj12	4886	210
Ankzf1	3050	759
Gfi1	3107	47
Ttc28	10687	894
Dpf3	3772	45
Ctss	1360	8366
LOC100861978	1044	0
Slco1a5	2698	14
Eef2k	6716	2016
Asb13	2410	759
Igip	1378	412
H2-L	1064	3
Fign	9968	102
Zdbf2	13128	10
Ccl21d	867	0
Olfr1565	1084	0
Lce3d	560	0
Gm10681	1645	0
Gimd1	4159	626
Gm20878	377	0
Gm21586	377	0
Ccdc30	4712	38
Pramel47	2299	0
Pramel50	1594	0
Mical3	9938	2784
Gm10228	550	0
Gm19345	998	22
Gm6902	1414	0
Tmem254b	1551	0
Tmem254c	1644	0
Plac9b	998	0
Cphx2	1662	0
Gm10256	1580	0
Gm10352	1580	0
Gm3376	1580	0
Gm21677	1580	0
Gm21693	1580	0
Gm21704	1580	0
Gm21708	1580	0
Gm4064	1580	0
Bin2	1981	350
Scgb2b3	367	0
Scgb1b7	421	0
Scgb1b20	420	0
Gm21119	2514	0
Defa33	427	0
Ascl5	567	0
Defa36	398	0
Gm21312	1246	0
Gm20765	1246	0
Prob1	4875	282
Btbd35f23	1904	0
Btbd35f21	1921	0
Gm21637	778	0
4930402K13Rik	1781	0
Ifitm7	865	0
Gm21319	1863	0
Iba57	4567	278
Gm2042	1840	0
Gm5795	971	0
Gm3411	1991	7
Gm3558	2055	14
Gm21293	1217	4
Gm6763	1217	0
Gm8764	1217	0
Gm21304	1217	0
Asxl2	9033	2902
Adam9	4039	14384
H2-T-ps	1289	101
Ube2w	4177	1061
Calcoco2	2029	0
Siglecf	2510	102
Olfr631	1550	0
Fbxw11	4494	3437
Cbs	2503	3206
Flcn	3854	2702
Arrb2	1988	2302
Prl8a6	1125	0
Hdac9	10866	295
Ankra2	3281	725
Nol8	4827	954
Ephx2	2588	5966
Sorbs3	3453	1865
Nfam1	4298	659
Ly6a	1002	3088
Ager	1699	229
Haghl	2188	693
Ndufs8	1027	2454
Enox2	3977	589
Gabpb1	5702	1051
Scube1	7932	134
Pglyrp2	2877	1040
Clip4	5117	626
Chka	2687	5044
Il15ra	2021	405
Insig2	2953	2660
Spag16	4892	0
Myh14	6583	3538
Cnot7	3162	2764
Slc4a9	3436	509
Gm715	1209	4
Aire	2026	9
Cdc7	3241	318
1700065D16Rik	758	1
Tktl2	6446	0
Trp53tg5	931	9
Sec1	2470	35
4930426D05Rik	1621	0
Dnajc5	4533	11499
4930451G09Rik	2833	20
Eps8	4936	10446
Rpl37rt	753	341
Sort1	6930	2190
Socs1	1339	145
Ackr3	2319	2797
Fen1	2597	1096
Fgfbp1	1248	388
Gja3	2893	36
Gja5	3180	68
Ifi47	2013	340
Wnk3	10400	12
Kcns2	5586	0
Pgf	1682	721
Lrrn3	3520	34
Mc2r	1860	6
Surf1	1218	1339
Trim2	8234	1839
Tk1	1369	1598
Xbp1	2247	7139
Dnmt3a	9947	2309
Wnt5b	2654	143
Adra1a	4871	49
Bhlhe41	6124	1667
C8g	1236	288
Rchy1	2460	2026
Agrp	863	27
Pcdh11x	8782	2
Aqp9	3113	1313
Add2	9756	3068
Ano10	2653	1929
Ano5	7818	18
Vmn2r124	2568	0
Ano7	4019	134
Acox1	4153	13679
B3gnt9	2516	273
Eya2	2758	3178
Fut1	2580	0
Fut2	3059	814
Scnn1b	2847	4
Sema6c	4186	83
Arvcf	5040	742
AA414768	1669	184
Slc33a1	3121	2310
Acta1	1571	7145
Ces2h	1700	4
Ada	1704	380
Adam5	3130	6
Trim24	6435	2603
Abhd10	2890	296
Trem2	1146	493
Tysnd1	2286	1249
Fabp5	953	3809
Cp	6265	31139
1110025L11Rik	593	0
Aip	2098	2892
Brat1	3485	1194
Tle5	1505	12634
Wwp1	6497	1801
Avpr2	1812	5
Ampd3	4927	2792
Cdkl2	4576	474
Cyhr1	6517	3376
Ms4a2	2815	6
Epc1	4651	2173
Setmar	1770	114
Kcnip2	2491	579
Camsap1	8077	2647
Spns2	3404	3095
Ebf2	5714	64
Ube2dnl1	743	0
Ube2d2b	1616	12
Ippk	4858	1612
Rad21l	1659	0
Lef1	3969	56
Fn1	8425	144204
Fgf12	8457	0
St6galnac4	3994	708
Acy1	1446	726
Tlr1	3054	159
Alad	4601	2030
Lcn6	808	0
Ahsg	1514	59064
Slc17a5	3241	1018
Slc19a2	3571	2208
Asap1	6479	5217
Vps13d	15849	4976
Cited1	1519	30
Dag1	5961	8877
Ism1	2965	295
Syt6	5343	124
Arc	3059	460
Nxf1	4049	5111
Agxt	1553	827
Ackr2	3012	127
Dst	30301	16009
Zc3h11a	4883	8055
Fer1l5	6419	235
Cops5	1739	3104
Crlf3	2396	1039
Rpl22	2497	10540
Hnrnpr	8165	2614
Gm867	1228	3
Chd7	11306	2179
Fam205a1	4146	0
Gm1966	8980	222
Fthl17-ps1	860	0
Ano4	4222	22
Clec2f	657	28
Bmpr1b	6199	20
Crk	6005	6471
Zbtb24	4293	448
Crkl	5050	2498
Hoxa9	3229	21
Zmat4	4231	2
Acvrl1	3788	469
Spred1	7084	3175
Tbxa2r	2175	38
Adam17	4550	2287
Fgf5	2504	0
Fancl	1782	186
Foxn1	3264	2
Grip1	6398	47
Adck1	3472	392
Mea1	1195	1649
Pex5	3306	3305
Aldoart2	1692	2
Gm11239	1240	0
Gm11238	1240	0
Gm11236	1240	0
Gm11237	1273	0
Cav2	3350	6411
Treh	2048	92
Tmem216	1166	384
Dazl	2964	4
Tpm2	3326	3642
Fkbp6	1792	0
Prkaca	2502	3083
Tnnt1	1030	133
Gm11780	1685	0
Ecel1	2985	12
Lamb3	4164	5984
Casp9	3899	973
Rad51d	7705	773
Apoc2	813	40
Sh3gl3	1648	21
Taf1a	2482	650
Ly9	2591	114
Itga6	6018	11967
Tmem247	755	0
Snap91	4738	34
Meis3	1774	252
Stk16	2905	1597
Chrd	3504	944
Farsb	2539	1834
Ube2t	1133	176
Hbb-b1	631	0
Pih1d1	1424	1071
Disp1	5208	1287
Dmc1	2219	0
Prnp	3732	2693
Prn	3400	0
Fyb	4997	613
Gm44504	1187	2
Rcn2	2607	2280
Ndufv2	1637	3004
Rab18	3688	4512
Rtl5	4330	340
Cryaa	1214	0
Pomc	1325	12
Tnf	1653	414
Umod	2637	0
Kbtbd12	4628	154
Olfr1290	1286	0
Abca16	5240	0
Mroh2a	7502	20
Gm10267	345	0
Psme2b	1059	192
Gm1110	2385	0
Cdc20b	1560	0
Syngap1	6027	416
Lce1j	698	0
Scgb2b12	511	0
Speer4c	1190	1
Gm10354	795	2
Gm21671	804	6
Gm1979	804	0
Scgb2b15	425	0
Scgb2b17	425	0
Gm5862	804	0
Scgb1b19	282	0
Gm7361	804	0
H2ab2	348	0
H2ab3	645	0
Cldn34c4	820	0
Plcxd1	3547	85
Ace	5303	3404
Ifi27l2a	883	171
Anxa8	1879	8861
S100a9	524	1115
Aoah	3191	160
Cysltr1	2979	176
Pbdc1	3423	877
Sema4d	6040	1371
Gria3	5663	122
Pcsk7	4160	1488
Crtam	1939	6
Csmd2	13555	5
Itk	4671	10
Glrb	3253	8
Ctla4	1933	60
Invs	5900	490
Mup9	882	0
Lrmp	2907	1035
Rasal1	3668	93
Rbl2	4925	2489
Tekt1	1636	4
Cnga3	3832	10
Tyrp1	2755	0
P2ry1	3899	233
Psmd4	1344	7108
Vasp	2251	5460
Hax1	1258	1399
Btbd35f13	1943	0
Sh3glb1	7489	13795
Pmm1	1302	1470
Gak	5626	7617
Msh4	3709	2
Ddx46	5715	4631
Rgs6	6101	16
Cyb561a3	3357	3347
Sftpb	1564	104
Deaf1	2733	1388
Trpc6	5066	125
Tjp3	3342	1225
Mtif2	3086	989
Brpf1	4901	3066
Mroh6	3995	65
Magoh	692	1339
Elk3	4234	4531
Pcnt	9530	2950
Cobl	5728	1380
Spin1	4641	5810
Ewsr1	4619	10486
Homer1	7736	556
Artn	2411	56
Tmem201	6306	1687
Syncrip	7714	5228
Shisa5	2510	4961
Nprl3	3206	1185
Atp13a5	4535	0
Adra1b	3567	119
3830406C13Rik	2775	468
Septin4	3630	380
Casp3	2610	4486
Bcl2l11	7137	1990
Vps25	1419	1926
Cask	8361	2738
Crabp1	802	128
Cck	854	18
Chit1	1851	0
Calu	3423	23197
Esd	2121	9340
Tcf24	3865	100
Eef1d	3009	7150
Adamtsl5	3559	1152
Rangrf	950	193
Cbfa2t2	6080	1521
Tmem33	6404	3181
Bad	1521	1263
Gfra1	4750	3407
Fmn1	14909	1657
Carf	5789	273
Tbx1	3467	98
Htr1d	3204	108
Mknk1	2699	1055
Nap1l4	2405	4750
Tead2	2359	1144
Rps6ka1	3450	3824
Cops2	3364	3804
Cnot6l	8814	2542
Nr1h2	2022	3345
Tle1	12173	1589
Thoc7	1184	930
Arhgap9	2817	449
Ildr1	3042	68
Wnt11	3185	166
B4galt4	2381	176
Polr1e	3691	541
Zbtb20	3329	679
Grk3	6600	490
Dtna	7392	282
Tmem53	1230	321
Ppil3	1965	339
Far1	5219	3607
Nox4	3868	536
Osgepl1	1947	295
Paqr7	4197	4486
Sgip1	5589	0
Matk	2327	144
Syt8	1661	2686
Trim3	3295	2569
Pafah2	3342	1846
D630023F18Rik	2667	2
Zmym6	5284	811
Pde1b	3735	390
Sae1	2630	3228
Eri3	1844	1956
Cd2bp2	3509	2089
Dapk1	5940	2024
Mfn2	4828	6723
Dock10	7552	525
Ubxn10	4576	32
Dhx34	4345	1294
Fez2	4745	4638
Eif3k	1099	4615
Zranb3	5278	219
Cyp39a1	3106	738
Podn	3331	279
Lyrm1	1510	77
Skint2	1277	0
Skp2	3411	363
Antkmt	978	1449
Cdc27	5799	1784
Tbc1d5	5902	1185
Prc1	3102	1887
Plekhg5	4037	744
Scyl3	4689	1135
Abcg8	3749	551
Unk	3741	1212
Tubgcp2	3650	1376
Dlk2	1566	1609
Csn1s1	1435	0
Csn2	1144	2
Dhx32	3329	3312
Stx2	3794	2213
Ncf1	2969	1600
Klc3	2028	282
Anks1	7092	2050
Angpt1	4316	362
Lbhd1	1150	0
Traf3	7160	3259
Mllt3	6225	1126
Lox	4934	4019
Fuom	2420	462
Nfat5	13443	10750
Dao	2062	12
Ghrl	632	18
Elf1	4329	2667
Daam1	6319	1424
Arhgap24	4661	293
Otx2	2693	0
Pdyn	2547	26
Sigmar1	1645	2680
Nrap	5505	5500
Ergic2	3935	1418
Ehmt2	4116	12075
Fam118b	2045	541
Foxp2	7072	32
Terf1	2268	450
Brd4	6310	5022
AI593442	5833	4
Atl2	4148	1940
Rcan2	4172	1129
Ssbp1	2637	1037
Xndc1	3246	134
Glcci1	6248	273
Pacsin1	4420	10
Olfm3	4980	8
Camk2a	5358	116
Rnaseh1	1457	693
Jund	2878	13722
Pla2g12a	1901	1052
Tspear	2446	3
4933434E20Rik	2832	2276
Nup98	8200	3000
Sct	536	0
Alpl	2692	265
Kif14	8338	404
Atf4	1729	8431
Esp5	1113	0
Gm44501	1229	0
Rskr	3245	16
Lrit3	6502	2
Mst1r	4744	1919
Nppb	669	1399
Gck	2898	34
Tal1	4274	94
Csf2rb2	4739	1368
Cebpa	2639	1887
Arhgap6	6255	411
Cebpb	1518	3387
Adh5	1687	6129
Mdm2	3099	2542
Crhr2	2945	56
Arid3a	5421	415
Emp1	3046	40810
Mrgpra9	1083	0
4933428G20Rik	1425	23
Fam110a	2224	968
Pira6	5380	36
Cipc	4486	1394
Kansl2	3820	2346
Grap2	5620	57
Atp9a	4567	8766
Rad1	4678	317
Cd1d2	1244	6
Kcnab1	4152	1686
Treml1	1250	22
Hgf	4148	200
Mme	6611	236
Sox17	4095	187
Tcl1	1641	0
Klf10	4021	2292
Pitpnm2	7359	1772
Psma7	1591	8252
Papss1	2917	3782
Sh3yl1	1892	346
Exoc3l4	3525	438
Oard1	1461	795
Gbp3	3121	184
Egflam	4893	287
Cpa6	1940	0
Adgrf4	3064	24
Crppa	5409	204
Dcstamp	2054	45
Tfr2	3747	5958
Tbc1d1	5836	2820
Zeb2	11707	1428
Cad	7137	4430
Lrrc40	2796	1117
Adarb2	7351	0
Cndp2	2256	5018
Hormad1	1921	0
Fhl2	1677	3170
Stx18	2518	815
Brap	4151	3254
Atxn7l2	2631	645
Amph	3231	14
Tgfb1i1	3904	561
Styxl1	1729	19
Pomgnt2	2583	176
Mpv17l	3567	202
Rxfp2	3431	0
Sass6	4376	167
Spata7	2233	209
Tsc1	7715	2209
Chfr	3423	2249
Glycam1	668	6
Radil	3904	155
Zfp12	5346	1010
Sting1	2302	1056
Kynu	5111	281
Slc25a40	2838	440
Txndc5	3158	9691
Psd2	4614	6
Tfcp2	3326	548
Klra3	1324	3
Brd8	5758	3532
Zap70	2721	38
Celf3	4173	43
Btn2a2	2983	0
Zyx	3976	4580
Mynn	5533	954
Mgme1	3107	396
Scgb3a2	604	0
Pxylp1	3288	771
Stard6	1626	99
Gid8	5193	2350
Nell2	3579	66
Fhod3	6237	1619
Agbl3	5595	198
Upp2	3645	98
Resf1	6149	4209
Fam71f1	1596	69
Tmem241	3347	287
Sidt2	4314	7895
Arhgap33	4447	152
Kctd17	1906	561
Pacsin3	2291	2339
Arntl2	2623	562
Jade3	4991	477
Arhgef3	4560	2220
Tbpl2	1734	0
Zfp740	4856	3539
Prrt3	3924	15
Cflar	8441	3206
Clec2i	2407	12
Sh3glb2	1873	3169
L3mbtl2	3810	940
Cpvl	1708	4
Bcl2l1	3256	10170
Ampd2	3905	3792
Wipf1	4778	1556
Slbp	1906	1352
Gapdh	1496	72639
Tmem255a	4155	150
Xpnpep2	3699	23
Mcf2	4643	0
Nxf2	2464	6
6820408C15Rik	1835	2
Mturn	5307	687
Lrrc4c	4702	28
Tgm6	3546	0
Apoc3	746	5419
Rnf32	1606	101
Rarb	3776	233
Spink2	822	6
Exoc1	6684	2243
Rufy3	6536	1003
Pus7	4459	2389
Cryab	1226	3821
Slc26a5	4616	0
Asic1	4911	192
Hadhb	2075	3203
Poln	3043	13
Ccdc63	2661	1
Dgcr6	1760	1024
Ovol3	2018	0
Clock	9925	3365
Nanog	2242	10
Zfp473	4249	42
Cox6b2	617	22
G6pc2	2148	0
Itih5l-ps	4374	0
Per3	6048	1002
Tns1	10066	12674
Csnk1e	5108	6077
Zfp189	3047	280
Cd83	2141	469
Rora	12321	1110
Prl8a2	938	0
E2f3	5361	1195
Aopep	9141	1669
Egr3	4134	282
Ache	2212	27
Pemt	1237	1396
Rbm4	2718	23
Gm21992	4992	50
Ccdc169	3324	4
Snx29	2812	264
Nudt7	3277	400
Ddit3	871	979
2410141K09Rik	1719	0
Rgs21	827	0
Mtarc1	2142	1486
Amot	7485	1170
Rcor3	4419	1287
Pld6	1959	14
Samd15	2063	10
Shisa7	6007	6
Plppr2	2773	336
Ism2	2526	20
Nrde2	3936	1254
Col12a1	11719	11315
Wnk2	8688	217
Igdcc4	6230	411
Vsig10l	3831	142
Slc26a8	3674	34
Prickle4	1392	10
Zfand4	3221	272
Map4k3	4189	2112
Plcb3	4259	6681
Zfp37	3722	206
Aifm1	2368	2541
Nmt2	4461	3813
Camk1d	7342	958
Oscar	1845	0
Ap1s2	4870	1005
H2bc4	774	1392
Tfpt	1166	491
Esrp1	3969	635
Atp1b4	4278	2
Sntg1	7262	6
Awat2	2125	10
Mybl1	4984	113
Cstf2	5731	2181
Rdh13	3077	1063
Nkain3	6733	14
Traf2	3065	1642
Fgf13	3139	917
Eps8l1	4222	183
Snapc4	4491	1681
Flna	8371	84933
Il11	2007	57
Fmr1	4407	2098
Usp45	6007	733
Ccdc106	2093	58
Ftsj1	3425	1035
Gabrq	5352	0
Inpp5e	4253	1640
Spaca1	1348	15
Abo	1795	0
Nfx1	6940	3652
Mzf1	3597	56
Ubap1	5771	2070
Gripap1	3749	1937
Relb	2200	1293
Zfp428	1227	291
H2bc22	646	0
Atp1a3	3637	534
Rnf185	3508	1265
Tdrd7	3963	1924
Klhl13	4244	154
Klhl4	3884	56
Rxra	5466	5148
Gtf3c5	2823	1224
Lpar1	3638	592
Dmac2	2436	682
Med27	2602	484
Rhbdd3	2073	597
Trub2	4003	1116
Tmem91	876	16
Ttc14	9548	2541
Zer1	4257	1684
Mid1	4270	667
Dolpp1	2458	1004
Lrriq4	2701	0
Mospd1	2370	763
Slc31a2	1949	589
Sun3	1301	0
Wdr31	2561	60
Mospd2	4093	2273
Blvrb	998	1627
Psip1	3929	2179
Map3k10	3669	617
Ogt	5397	7554
Otud5	4262	4038
Vstm2a	3841	2
Acer2	4665	1037
Phf6	4420	988
Tek	4702	448
Swi5	780	4007
Plp1	4028	86
Ttc16	3816	25
Syne4	1354	160
Ift74	2626	712
Lin37	1124	470
Ralgps1	6308	814
Kmt2b	8484	4221
Ppp1r3f	3492	274
Pbx3	2854	626
Eqtn	1287	5
Prickle3	2410	486
Mapkap1	3688	2412
Atp4a	3497	105
Vps54	4569	1570
Gapdhs	1606	100
Reps2	7724	302
Ugp2	3100	3384
Cntrl	8073	2552
Dock7	7164	4150
Rp2	5142	1358
C8a	3635	1465
Lhx2	2820	34
Insl5	1143	0
Golga1	4868	1266
Scml2	4881	8
Ahsa2	3716	517
Mbd5	7055	836
Pomgnt1	2912	1509
Tanc1	7939	3010
Cd302	1350	1953
Kif2c	3081	747
Csrnp3	10996	0
Chac2	1330	267
Scn9a	9941	109
Cpeb4	7641	1570
Tmem14a	1351	105
Nsg2	4017	2
Kcnc3	6956	163
Smap1	3041	1236
Shroom2	8537	702
Med8	1935	1045
Naa60	2425	1771
Col9a1	4143	0
Becn2	1789	0
Foxj3	5843	1772
Nudcd2	1583	1402
Zfp451	5740	1196
Meaf6	4638	701
Tenm2	9779	0
Tmem54	1168	38
Pde10a	8424	87
Smarca1	5122	336
Ebf1	5543	230
Tcp1	2499	10326
Suv39h1	3371	2331
Sytl4	5039	41
Tsga10	4182	120
Ppp1r8	2290	1233
Sytl5	6623	1117
Taf1	8032	2866
Hoxd8	2159	60
Osbpl6	9065	406
Cwc22	3787	4126
Cnot6	5765	3186
Gpn2	1356	703
Ppp1r1c	6243	0
Nckap1	4405	9605
Tbx22	3712	0
Rnf130	8200	1827
Tmx2	2287	1864
Ephb2	10927	569
Tlr7	3979	247
Tbc1d9b	5249	3719
Nmral1	1792	447
Pnkp	2134	1257
Slc39a13	2416	2698
Sqstm1	2030	20689
Txlng	5686	698
Zfp879	2412	2
Accs	4172	326
Wdr13	4485	2483
Ldlrad3	3910	750
Sec24a	6798	1783
Muc15	3277	0
Aqr	5097	3271
Shroom1	3312	1328
Plcb2	5145	360
Wdr45	1656	2578
Ppp1r14d	811	4
Inpp4a	7000	1119
Tyro3	4822	435
Mgat4a	7251	1998
Cd37	1382	364
Kif3a	5450	1789
Haus2	3218	840
Mrto4	1238	1362
Adal	2727	533
Aff3	7251	30
Sparc	2641	44836
Grk2	3451	5226
Zscan29	6334	850
Glra1	2413	0
Pdpn	1839	1035
Tubgcp4	4253	836
Col17a1	5539	14
Cpeb3	6618	467
Trp53bp1	9624	1707
Serf2	3186	4010
Asnsd1	2442	1533
Wdr76	5687	424
Trim11	2327	1109
Clstn1	4489	1722
Ctdspl2	6737	1654
Slc30a4	5482	3173
Usp29	14713	0
Kif1b	15024	6526
Sema6d	7207	1285
Tekt5	1764	4
Galk2	2792	1228
Astl	2498	2
H6pd	4951	15450
Pla2g10	1104	2
Tnfrsf25	1903	21
Nphp1	2297	852
Rnf112	3186	0
Pigq	3295	2800
Lzts3	4319	418
Ap5s1	1601	618
Mapk7	3371	1444
Cds2	8985	6936
Il21	3178	0
Tmem220	1669	176
Nudt6	1083	351
Nudt3	2554	3033
Ypel1	3005	180
Usp43	4462	871
Mcm8	3472	266
Snap25	2335	27
Cd68	1247	1736
Elf2	6306	2875
Bfsp1	2390	160
Syngr4	964	0
Foxa2	2370	2584
Adam8	3117	1853
Polr2a	6734	7026
Golim4	4551	11833
Aifm3	2695	66
Pfkp	4186	4474
Nsfl1c	1486	3623
Gtf2h1	2907	1518
Snph	4750	10
Dpf2	3356	2652
Bpifa3	1110	0
Drap1	1020	4978
Gm3383	1880	0
Fgf11	3489	445
E2f1	3099	883
Dynlrb1	1009	2934
Gss	1963	4359
Rbm39	3155	9646
Tgif2	2899	387
Phf23	2273	2025
Nnat	1336	243
Asgr1	1284	2034
Rprd1b	4603	1422
Ralgapb	8766	4041
Rabep1	5496	2040
Dhx35	3310	812
Emilin3	3558	4
Derl2	4154	1629
Ptprt	12174	8
Sgk2	3155	243
Tomm34	2369	2150
Tlcd2	1424	399
Rph3al	3437	441
Timm22	3056	686
Apba2	3435	32
Pcsk6	4298	3894
Aurka	1975	1139
Abr	6632	3614
Cdh26	2983	0
Ssh2	9313	2359
Tpd52l2	3652	3559
Rgs19	2059	862
Pcmtd2	3572	1674
Myo18a	7590	10492
Kif7	4568	101
Sez6	4204	0
Slit2	10009	1582
Clip1	6066	8370
Cux1	15378	4869
Tlcd1	1710	681
Cct6b	1873	10
Lig3	5971	1545
Cpsf4	1791	1429
Hnf1b	2998	1730
Mrps23	1642	1415
Cib1	1030	1769
Nmb	692	52
Tm6sf1	2266	277
Hikeshi	3552	547
Misp3	907	94
Chrdl2	1722	10
Anapc15	1041	555
Art5	1714	68
Pgap2	2651	1322
Dido1	21590	3712
Prkcg	3115	181
Hmgcs1	3577	8596
Rad51c	4366	96
Micu1	2376	3045
Foxred1	2361	937
Birc2	3444	1187
Pbx1	9280	5517
Xlr	2346	34
Tfdp1	2728	4626
Map4k2	4724	1257
Dok1	1805	2143
Drd1	3580	4
Dsc1	5007	0
Dsc3	5348	0
Rhbdf1	2939	3678
Alas1	3259	5167
Aebp1	4075	4697
Rhoc	1074	6523
Sat1	1278	7931
Adam19	6731	1329
Lilr4b	1487	1065
Lilrb4a	1500	1673
Adcy8	5039	33
Adcy9	7840	1524
Cfd	922	62
Gm21379	1958	0
Zfp799	6350	345
Clasp1	7938	2538
Nme7	3017	407
Cox4i1	764	17498
Kyat3	2279	986
Unc5c	9355	54
Ganab	3974	12185
Ppp3ca	4846	4474
Hmgb3	1798	1907
Slc37a4	2508	3220
Ktn1	4745	5542
Nek1	5619	780
Ppa2	1383	1969
Mcub	1318	592
Plcd1	2908	632
Prkcsh	2090	6237
Rab7	2622	10759
Uimc1	3379	1568
Atp11a	7752	2267
Ctbs	2894	770
Nptn	2425	5393
Xlr4b	1320	60
Ndst3	5838	207
Zwint	3727	4089
Vti1a	5157	1484
Slc6a17	6317	39
Ido1	1771	53
Adam32	2510	13
