Geneid	Length	genome_mapping/135-P_R1.rn6.sorted.bam
Sept9	3741	1101
Arhgef7	4578	860
Wtap	3165	1382
Gtf3a	1332	301
Sept7	2459	3848
Setd4	1700	273
Rnf26	2199	474
Hif1an	1340	179
Tesl	1444	0
Cdk2ap1	1228	2015
Tmem189	1513	4067
Grhpr	1267	347
Tp53i3	1495	271
Rell1	1496	139
Armc12	1215	2
Pabpn1l	1131	0
Tmem222	1427	559
Pimreg	1437	214
Gimd1	1665	0
Golt1b	1034	307
Meaf6	1152	566
Emc2	1124	1611
Rbmx2	1044	188
RGD1559804	1490	0
RGD1562024	1584	0
Lrrc27	2143	64
Il36g	1370	0
RGD1562618	1507	393
RGD1565410	955	0
Harbi1	1437	144
Plek2	1553	0
Mettl5	1029	342
Grm1	6896	210
Rpl7a	851	357
Cttnbp2	5935	1040
Cntln	3331	157
Ptp4a3	1327	854
Sgf29	1400	208
Szrd1	3255	1835
Pcdhb4	2540	34
Pcdhb5	2583	55
Pcdhb10	2548	36
Pcdhb21	2918	14
Akap10	3461	456
Dcdc5	2859	0
Jmjd7	1335	65
Selenoh	719	438
Selenom	701	1272
Qk	1637	1766
Commd1	904	773
Ddx49	1538	706
Lman2	1231	1104
Mbd2	1632	999
Spatc1	1582	3
Tsr2	3821	164
Adat2	1182	85
Lekr1	2542	44
Gltpd2	1352	22
Cer1	1704	0
Tspan15	1586	658
Meiob	1658	7
Ahsa1	1391	1410
Eif3i	823	1111
Taf12	1290	295
Med18	1536	252
Sin3b	1103	981
Ap3s2	1213	687
LOC683469	1602	0
Mtif3	1559	200
Cdca5	1481	29
LOC684871	1294	0
LOC685157	1234	0
Ric3	3952	515
Denr	785	652
Elp4	1502	194
Stambpl1	1872	316
Fam178b	1696	17
Zcchc2	6917	312
Kcnc4	2845	525
Letmd1	2431	630
Mapk1ip1	1423	673
Efhc1	2157	151
Lrrc55	1794	85
Trmt12	1627	124
Abhd10	1225	64
Hist2h4	396	0
Tac1	1036	882
Tma7	528	646
Acbd7	533	16
Ufm1	2135	624
Leap2	230	0
Anapc11	3289	944
Cks2	616	126
Mt4	384	0
Lsm6	2119	154
Morn2	660	45
Zfp706	2674	1104
Gtf2h5	1655	792
Cdc42se2	2918	1019
Sem1	753	901
Snrpf	849	286
Sf3b5	713	712
Pcp4l1	1528	1165
Mrps21	656	523
Srp9	1328	694
Lyrm2	1552	322
Uqcr11	510	1539
Elof1	1112	600
Triap1	1087	62
Nop10	858	795
Adh5	1387	1148
Utp23	992	102
Fam49b	1894	1716
Tigd5	2520	56
Slc25a17	1750	1335
Ndc80	1132	113
RGD1561552	2219	0
Zfp692	1563	610
Alkbh2	1211	74
Tmem129	2348	416
Ccm2	1782	784
Zfp579	2145	257
Ccdc114	2590	23
Glyatl1	1846	0
Ufl1	2739	637
Tmem179	2390	636
Zfp955a	2952	554
Mfsd5	1735	498
Ankrd49	2140	282
Mon1a	1959	274
Slc22a13	2000	4
RGD1565685	1343	351
Ppp1r18	2632	801
Pld4	1989	3400
Dennd1c	2027	280
RGD1564319	1399	1
Flrt3	2823	203
RGD1563441	573	75
Fam170a	731	0
Ddias	3338	28
Tmem250	2453	808
Tra2a	1857	1018
RGD1563714	1830	11
Atg4a	1896	479
Esco1	3883	420
Islr	2049	3329
Tmc8	2654	61
Zbtb42	1702	44
Usp43	3120	13
Ndufaf5	1089	452
Agbl5	3283	174
Hdac8	1972	219
Zc4h2	2141	425
Prr22	1737	26
Tbpl1	1259	506
Akap17a	2499	635
Zc3hc1	1821	347
Ndufb9	638	2037
Polr3h	1211	581
Pwwp2a	2874	338
Wipi1	1885	1164
Wdr91	2583	577
Fam84a	3719	257
Brcc3	2541	599
Cul4a	2845	1061
Med9	1873	328
Itpripl2	1896	77
Ncf4	1496	196
Ephb2	2970	64
Brsk1	2442	2592
Tp63	5127	0
Adnp2	4195	249
Zbtb7c	4038	159
LOC680663	3847	10
Api5	3600	2146
Washc1	1627	449
Dlc1	4319	567
Fam173a	861	458
Actg1	1908	7361
Alkbh6	932	105
Fam103a1	797	394
Fam241b	1023	276
Tsta3	1340	597
Slc48a1	1550	4664
Pde11a	4705	90
Dis3	3091	279
Wbp1l	4230	2576
Lrif1	3176	247
Ccdc173	1761	25
Snx33	3949	1118
Rfx7	7998	954
Sphkap	5423	641
Stk24	1348	234
Rgs20	1671	369
Agk	2228	355
Tceal9	1016	1432
Nkapd1	2306	766
Gas2	2056	193
RGD1308134	815	430
Armc7	2370	110
Mis18a	1077	85
Nceh1	2076	530
Tmem50a	1019	2119
Atraid	949	664
Yeats4	1186	391
Tmprss13	3127	15
Glb1l	2307	311
LOC302022	1361	31
Ap1s2	1811	1432
Txndc11	3074	437
Mgat4b	2395	651
Nle1	1727	130
Ildr1	2476	1
Wdpcp	2621	227
Spire2	2268	299
Sbk2	2337	0
Lmntd2	2080	5
Cracr2b	1583	62
Peli3	1893	184
Fermt3	2456	620
Slc25a24	3433	339
Rnf139	2723	627
Kdelr3	1258	291
Fbln1	2787	1958
Traf7	2615	958
Llgl2	3530	42
Snx4	2396	1351
Lrch4	3059	982
Lsm14a	2703	1397
Uqcrb	1041	1459
Nudt16	1251	363
Irak1	2749	1954
RGD1563815	1992	0
Rsph14	1728	2
Zfp2	2068	144
Wdr92	2056	177
Sytl3	2209	20
Cers3	2797	0
RGD1565059	1411	60
Cfap77	1707	17
Esrp1	2649	4
Epb41l4b	2188	187
Plekhd1	3280	479
RGD1561648	1939	9
Bclaf3	2681	88
Ppp1r42	1391	8
Trip6	1728	298
Lrrc45	2424	660
Gpn1	1671	445
Ube2r2	1322	1568
Slc25a33	1385	673
Calml4	896	54
Fam91a1	4421	1712
Proser3	3529	272
Oxct1	3307	3571
Sh3bp5l	2944	678
Slc25a42	2805	391
Arhgef16	2731	3
Zfp786	2764	47
Rnf168	3308	461
Cep89	2720	329
Aida	2678	1748
Slc25a53	694	38
Klf16	2594	226
LOC100158225	1970	96
Ttc30b	2570	293
Samd15	1889	37
Txlna	2557	647
Zfp9	3959	218
Nudt13	2401	94
Snx9	2052	612
Usp21	2238	476
Gba	2145	1617
PCOLCE2	1505	518
Slc35a2	2008	710
Anks4b	1810	14
Ckmt2	1198	2
Nkx2-6	1443	0
Tm6sf2	1387	11
Coa4	1364	195
Spin2a	1341	2
Slc35g3	1321	15
Mars	2783	1077
Erich1	1108	173
Fam45a	2342	1131
Sh3bgr	1146	115
Hsf2bp	2816	20
Ndufa4	785	3301
Il1rl1	3548	117
Bco2	2513	159
Rpl36a	669	1128
Fam32a	2003	1594
Ctdsp1	2298	1738
Trim8	3430	1336
Ly6al	798	0
Lcn10	1137	0
Lcn12	747	38
Obp2a	701	0
Rwdd3	1044	94
Tmem88	1567	76
Lcn8	650	0
B3gat3	1574	1591
Myadml2	1631	20
Bnipl	1653	2
Fam185a	1533	212
Rcc1	1555	171
Sri	802	1409
Nup43	1218	226
Kcmf1	1484	933
Vps37d	1536	115
Kctd7	1478	177
Bag2	1529	78
Phykpl	1589	51
Cts8	1002	0
Sepsecs	3534	454
Abcg3	2054	80
Magebl1	1588	0
Lyc2	1565	1
Wfikkn1	1659	65
Rad51c	1927	122
Hoxa11	2253	0
Psmg4	539	216
Lbh	2626	932
Mphosph6	1036	412
Pcgf5	1557	180
Cdc42bpg	5967	154
Dhx32	3194	354
Trmt44	3136	133
Dok7	2428	55
Tcerg1l	1841	88
Atxn2l	4277	2738
Kdm1a	3051	872
Lrp1	14714	9698
Vps28	977	2146
Foxh1	1721	0
Recql4	3860	102
Ift27	1021	225
Pnpla5	2193	0
Smc1b	4026	0
Ttc38	1704	126
Gtse1	2645	184
Zfpm2	4829	113
Fam83f	3062	87
Adsl	1952	567
Cenpm	873	78
Ndufa6	517	1473
Poldip3	3485	1461
Upk3a	1026	1
Scx	1134	40
Ccdc166	1804	10
Dnajb7	1315	3
Fam109b	2676	15
Fzd6	4202	130
Zbtb39	5806	360
Slc30a8	1278	2
Med30	789	300
Ext1	3466	472
Colec10	4552	0
Sntb1	2502	71
Rrm2b	1203	183
Slurp1	597	0
Lypd2	545	1
Lynx1	4100	2576
Gpihbp1	2080	1
Col14a1	6334	145
Pop1	3369	136
RGD1308195	548	0
Ly6d	726	0
Gsdmd	1710	331
Card10	3124	78
Mei1	4018	6
Tmprss6	2999	18
R3hdm2	3746	1848
Stac3	1546	1
Nipal2	2200	285
Rnf19a	4187	747
Nudcd1	2133	187
Samd12	815	176
Mtss1	4688	1947
Efr3a	5309	1907
Fam83h	4523	100
Ppp1r16a	2628	565
Dmc1	2589	11
Rrp7a	4545	252
Mpped1	3189	449
Scrt1	1725	279
Cpsf1	4374	1001
Tonsl	4246	118
Maff	1941	415
Tcf20	6502	758
Rspo2	3223	32
Fam83a	1473	2
Cyth4	2654	1668
Rps19bp1	515	99
Serhl2	2493	71
Eny2	2048	863
Fam227a	3197	120
Xpnpep3	2473	154
Parvg	2535	392
Phf21b	2020	71
Zc3h7b	5466	4998
Cdpf1	911	129
Mtbp	3294	97
Whamm	2849	222
Tmem181	1856	582
Slbp	1656	542
Ptges3	1659	2071
Dnlz	768	338
Ap4s1	876	189
Smim11	499	137
Fcer1g	633	2285
Hspb11	710	230
LOC100174910	1086	204
Spcs1	705	1626
Mier1	4565	1202
Arvcf	3777	708
Cstf2	4324	1061
Utf1	1020	11
Ambra1	5289	854
Wdr81	6830	712
Med1	5813	643
Serpini2	1351	0
Tmem132e	4196	157
Gltp	1650	3785
Tmtc4	2586	732
Ints10	2392	653
Rbbp8	3111	624
RGD1308706	1454	489
Aig1	1361	762
Fkbp2	635	1454
C1qtnf3	1924	45
Spopl	1510	226
Csad	2111	839
Camkmt	1455	258
Llph	1077	89
Atp23	1081	144
Dennd6a	3895	1133
Lrrc49	2543	1149
RGD1309079	4023	588
Plcxd2	7364	948
Gsdmc	1529	1
Tmem63a	3269	2511
RGD1559578	937	0
Rbfox3	1128	376
Rptor	6699	784
LOC288978	1099	42
Mettl13	3135	304
RGD1311892	2977	95
Camsap2	7660	2191
Klhl23	3697	332
Eno4	2462	59
Nccrp1	876	11
RGD1309350	839	9
RGD1307603	730	0
Borcs7	2144	1500
RGD1561161	5319	38
RGD1307595	590	2
RGD1309110	1185	0
Tbck	6072	460
Sestd1	2747	475
RGD1566226	1904	6
Uap1l1	2707	620
Mymk	1418	0
Ttc39a	2647	129
Rad54l2	6432	387
RGD1308878	1411	0
Plekhn1	2801	89
Ptrhd1	916	125
Ift43	834	190
RGD1305298	989	0
Grhl2	4794	27
Tex49	526	6
Kctd17	1634	710
Mmp1	1996	1
Zfp949	3074	159
Qrich1	3452	897
LOC301124	1450	1532
Btbd17	2749	39
Vwa5b2	4509	563
Tmem132b	3838	476
Acad10	2589	234
Sez6l	3642	524
Tbc1d9	5729	635
Copa	4374	3070
Gpr137c	2269	151
Pcyox1l	1926	461
Lats1	7087	802
Zfp865	2364	151
Ssc5d	4495	1380
RGD1307235	5458	928
RGD1304770	2263	2
RGD1305938	4512	884
Zzz3	6056	727
Fam217b	1424	145
Ism1	868	31
Ubn2	5101	315
Gcfc2	2583	125
C1r	2696	1422
Snrnp40	1550	406
Qpct	942	112
Uvssa	2632	66
Gpatch2l	3001	277
Rd3l	1247	6
Zfp563	6581	152
Rasal3	3968	296
Zfp710	2290	450
Trak1	4787	1591
LOC316124	2611	6
Pp2d1	2461	171
Hdx	3774	56
RGD1561157	836	105
Nupr2	566	88
RGD1308117	1942	77
Card19	840	345
Ntpcr	1030	488
LOC361646	6336	352
RGD1308106	2268	225
Cabcoco1	1283	98
Slc39a1	2412	3606
RGD1309139	2397	3
RGD1309170	1580	4
Lypd6b	2326	65
C2cd5	4362	884
Prpf40b	3133	647
Smco4	900	44
Zfp846	2627	391
Snorc	937	10
Mospd2	2646	717
RGD1566265	1227	245
Fam160a1	2848	15
Ciart	1417	259
Slc44a5	2014	18
Slc26a10	2330	38
Oard1	1215	198
Fam135a	5902	968
Hypm	555	0
Flna	8412	5271
Zfp879	2355	76
Cfap97d1	689	5
Mcemp1	1151	10
Tex26	1463	10
Cytl1	1847	79
RGD1561145	1356	58
Spata31d1	3862	13
RGD1562608	2586	126
Tmem170a	1947	137
Zfp583	2550	77
Igflr1	1219	17
Knop1	1143	7
Slf2	6794	774
Plekhs1	2530	2
Fabp12	747	0
Slc7a14	2808	223
RGD1560065	1472	408
Ccdc187	3123	6
Ap5s1	1130	103
Tti1	3804	628
Fndc11	1122	4
Creb5	4148	173
Ccser1	2270	34
RGD1560289	3034	115
Lrrc69	1128	1
RGD1560146	1530	0
Ccdc24	1580	3
Tmem269	1698	2
S100pbp	2954	380
RGD1561149	5170	272
Ccdc196	690	0
Bbof1	1669	90
Ppp4r4	3519	221
Fam186b	3140	0
Zfp317	4012	712
Nxpe1	1575	60
RGD1564937	1548	4
Plin5	1937	4
Tmem114	1449	14
Smim20	902	601
Dnajc19	2357	594
Nemp2	3296	122
Kcnq5	3806	131
Cntrob	2954	134
Slc7a2	2637	615
Slc35e3	2816	1169
Ccdc40	5107	19
Ccdc28b	800	153
Ost4	580	1262
Ccdc189	1489	37
Fam229b	673	96
Ctxn3	1477	58
Aldh4a1	3138	614
Ankrd40	3384	3582
Fam19a4	2117	2
Meis1	2480	322
Iffo2	1235	86
Ormdl1	1157	26
Cox7c	478	2096
Hmgn5b	2042	0
Odf2l	2371	149
Cnpy3	1761	1293
Sinhcaf	5139	45
Shq1	2239	82
Tfcp2	3421	300
Slc44a2	3428	3003
Clec12a	1000	364
Ptcd3	2634	1079
Zfp566	1700	11
Lrch1	3148	400
Spag16	1535	0
Lyrm7	1808	250
Lgalsl	3511	966
Ttc9	2109	497
LOC682102	2290	6
Taf10	752	609
Wdr63	3046	4
Trim41	3535	1049
Tdrd5	3274	15
Agpat5	2432	913
Lrrtm4	2695	102
Zmat4	4097	183
Fam151b	1353	291
Stt3a	5879	1328
Pnkd	3417	2220
Selenoi	2610	650
Zfp523	2490	457
Gnpnat1	1727	239
Hnrnpl	2185	3900
Ccdc125	2333	185
Tbc1d5	4043	851
Hip1r	4341	1052
Oc90	1912	5
Ccdc62	2895	185
Parvb	1997	936
Ankib1	6332	1404
Vpreb2	624	0
Polr2h	790	58
Dda1	1880	884
RGD1564614	2715	1
Mast3	5371	1760
Dydc2	849	0
Dcun1d2	1421	43
Tmem95	1191	12
Zbed4	5283	144
RGD1309808	1098	19
Ccdc89	1263	0
Fahd2a	1226	533
Nat9	1317	405
Trps1	4577	446
Ly6h	928	484
Cnot1	7714	1834
Car6	1375	84
Tbc1d31	3473	322
Myo1g	3292	116
Cyp2b1	1879	1
LOC688613	823	153
Hus1b	831	0
Fam25a	399	2
Dph3	3242	458
Smox	2256	1007
Dnaaf5	3417	354
Synm	7430	1901
Sec23ip	3697	859
Exosc4	1106	263
Cerk	4319	1269
Stox2	5694	1060
Afg3l2	3074	846
Zc3h3	3384	400
Pkdrej	6375	2
R3hdm1	4817	911
Yaf2	2142	956
Ctps1	2691	1621
Nab2	3366	353
Atad2	5557	423
Chrac1	835	209
Psd4	4791	215
Meig1	566	0
Lrp12	4039	675
Scube1	4237	1324
Usp40	5246	668
Vps13b	13064	943
Nt5dc3	5934	774
Acpp	1721	16
Zfp637	1125	645
Anxa13	1608	1
Crip1	493	692
Elmo2	4577	1312
Ahdc1	6081	718
Zfat	4444	261
Srgap2	3528	1461
Pear1	4469	383
Rad54l	2795	75
Pdxdc1	4328	440
Ttll13	3367	102
Crispld1	4433	82
Ankrd6	4638	1064
Sbf2	6383	1588
Man2b2	3222	1378
Plekhg2	5011	503
Trim27	2078	450
Mboat7	2289	0
Ezh2	2794	375
Cyp2j10	1778	543
Trip4	2816	389
Mpp6	2635	669
Tgif2	2884	37
Catsperd	2370	72
Rcor3	1863	110
Rnf180	2663	172
Eef1akmt1	977	365
Zbtb12	2397	80
Sash3	2561	306
Car13	1982	294
Tpk1	3331	116
Gnpda1	2076	571
Gucd1	472	63
Zfp951	1915	7
Clpsl2	470	0
Cwf19l2	6346	528
Nrn1l	620	22
Nrbp2	2628	7466
Pabpn1	1788	2122
Col4a1	6579	1304
Mcpt8l2	843	0
Rftn1	2826	260
Ankrd42	2773	219
Ankrd39	1091	54
Gabpb1l	1832	24
Tmem86a	1731	404
Myl12a	975	2164
Zfp266	6182	2391
Sec61g	443	494
Tmigd1	1359	0
Tctex1d1	978	18
Trim16	3810	182
Utp18	2487	353
Arpp21	5082	301
Zfp322a	3136	265
Snrpg	417	145
Prss41	1134	1
Adam34	2139	0
Klf14	2923	0
Angel2	3551	623
Myh2	5810	2
Myh1	6034	24
Ptgdr	1074	0
Tmem14c	1175	703
Klk1c10	820	0
Tomm7	377	1010
Twf2	1582	517
Rarg	3393	268
Smim7	1284	1120
Syce3	710	8
Cmc1	848	186
Tmem167b	644	121
Sos2	5365	798
Acp1	2368	366
LOC691921	346	99
Smim13	4453	25
Zmat2	1809	1670
Fa2h	2490	3011
Sec1	1232	6
Agfg1	3249	1338
Cyp4v3	3192	542
Celf5	4383	515
Rhox3	908	0
Hps5	4641	492
Lrrc47	2893	826
Wdr4	1903	99
Cyp2b15	1488	0
RGD2301395	672	0
Ypel3	943	1821
Urb2	5806	185
Epha10	3782	217
Sec14l5	2233	356
Srsf12	786	51
Tmem185a	2553	393
Sec31b	3625	108
Trim65	2646	353
Trim67	2764	17
Map9	2144	169
Rbm46	1788	113
Prex1	5438	3097
Wdr72	3415	24
Spaca6	1112	139
Irgq	6113	1080
Bud23	1273	226
Akr1c12l1	1215	0
Cks1b	1614	127
Bach2	3756	61
Cep290	8251	391
Galntl6	1959	32
Fundc2	1397	495
Macf1	23521	13695
Col4a3	5020	67
Hira	4507	449
Crb2	3852	42
Hpse2	1779	5
Gngt2	553	151
Gngt1	499	1
Prodh1	2182	559
Gabra2	2223	932
Mms22l	4379	110
RGD1305350	2727	602
Pramef8	1668	53
Adck5	1996	289
Bmper	3785	122
Ctf2	615	0
Ddx27	2585	403
Dlgap5	2737	253
Dus4l	1821	102
Retreg3	3079	1366
H2afy2	1959	145
Lcn11	655	0
Med31	627	337
Mgat4c	2559	98
Pdxp	1988	695
Lyzl6	800	2
Mrap	835	65
Dpy19l3	7610	1570
Pdzd4	3352	611
Ccdc22	2570	277
March1	858	80
Naa10	938	243
Gtpbp6	1572	91
Rpusd2	3169	6
Rrn3	3402	409
Ppp6r1	4343	2401
Scara5	3753	788
Tmco3	3195	374
Tmtc3	6077	410
Txlnb	4044	87
Rft1	2163	375
Serpinb12	1673	0
Slc45a3	3254	432
Ugt2a3	1601	0
Ppa2	1154	428
Rsbn1l	3392	260
Upf3b	2350	444
Ston2	3185	298
Ranbp10	5211	1114
Trmu	1566	194
Taf7l	1865	6
Plxnb3	5950	2876
Tmem56	1051	369
Usp9x	12260	5190
Wdr25	1880	92
Wdr48	3796	1028
Lrrc24	1902	159
RGD1311188	1844	48
Agmo	2105	177
RGD1561517	753	7
Zfp707	1869	33
Enthd1	2662	0
LOC688553	1456	9
Skint1	1202	0
Gng13	354	112
Rnf43	2349	258
Ttll12	2412	375
LOC498276	1401	199
Ube2q2l	1522	183
Itsn1	5524	1351
Hook3	2825	373
Ifitm3	604	1922
Treh	1985	1
Nrg2	3059	49
Ttc13	3306	563
Hsbp1l1	398	9
Trpm4	4203	162
Ngef	2675	483
Atxn7l3b	3525	2993
Inafm1	1485	163
Usp49	5363	133
Rnasek	590	1757
Urm1	1245	575
Gsx2	1046	0
Mt2A	383	11780
Adamts2	3794	420
E2f3	2020	121
Tnfaip2	3797	222
Lmtk2	8223	1008
Kif18a	3001	87
Gstt3	1785	759
Tnfrsf25	1626	49
Fgd6	4732	164
Zpr1	2896	670
Sh3bgrl2	2625	65
Sept14	1335	1
Tmem59	1493	4882
Aifm2	3421	217
Zfp644	6048	640
Gpr89b	1787	585
LOC100125368	1964	23
LOC680200	1579	33
Ppp2r3b	2278	169
Qser1	5635	353
Lrtomt	877	22
RGD1310429	2198	498
Hcfc1	9128	623
Mical2	2886	425
Atp10a	5217	601
LOC689770	879	0
Alg3	1421	373
Aqp4	5116	28999
P2rx1	2478	63
Pnpt1	3441	637
Hexdc	1816	302
Neurl1b	1641	16
Zfp7	571	4
Zfp958	2923	291
Plod2	3671	330
Gon7	2603	226
Trim43a	1356	17
Nrarp	2549	95
Fam196a	4441	156
Slc26a6	2543	231
Pde2a	4376	456
Dock1	6785	2095
Il20	1182	0
Cabyr	2076	83
Ube3b	5172	1354
Pgap3	2328	107
Ccdc137	3056	287
Polr2l	375	247
Tlr11	3219	4
Camsap3	4141	206
Psapl1	2561	1
B3galnt2	3936	384
Fam96b	693	620
Kiaa0408L	4152	1716
Tmem242	949	535
Plekha7	974	55
LOC691083	1484	4
Vstm5	1859	88
Riiad1	447	22
Spns2	3869	797
Krtap7-1	617	0
Odf2	2589	533
C17h6orf52	1583	11
Glyatl3	873	0
Iqcf5	546	0
LOC500876	1734	0
Ube2ql1	2653	574
Shisa7	6089	313
Cox6b1	442	1332
Gpr81	1056	69
Pparg	2302	11
Fam71e2	3023	3
Lims1	1254	622
Gpsm1	3535	1471
LOC687707	688	3
Borcs8	628	404
Nlrp1a	7024	186
LOC100271845	2401	0
Tlr5	4255	22
Ganc	4816	389
Grn	2167	6542
Reg3a	917	1
Pla2g4c	1760	0
Tlr10	2436	6
Acot7	1661	2298
Fpgs	2395	257
Ears2	1961	29
Casq1	1849	68
Tmem116	1330	28
LOC100294508	4269	1975
Scn5a	8445	19
Adam19	6285	703
Abo	1533	252
Nfasc	10489	8066
Rrlt	1178	5
T2	1476	23
Nipsnap3a	1052	0
Epha4	6337	417
Sh3d21	1859	137
LOC100302372	3925	96
RGD1563302	696	0
Pom121l2	4822	0
Ctxn2	442	119
Smim5	1054	309
Zfp870	2382	172
Zfp709l1	2599	8
Cox16	770	292
Mettl9	1456	1228
Ntrk2	9627	7526
LOC100302465	2923	152
Cmip	2498	1350
Jakmip3	5964	701
Get4	2091	1011
Tmem89	508	0
Zswim7	702	70
Satl1	2407	7
Stpg4	849	10
Fam102b	5073	2108
Wnk3	5076	142
Smim1	453	68
Myo19	3840	196
Efcc1	1689	25
Shc1	3643	1578
Tank	2139	333
Add3	4177	5081
Cnr2	3418	191
Nus1	3645	1260
Rnf187	1891	3872
Plec	17373	4846
RGD1564865	1106	0
Ccdc175	2592	89
Tmem212	1366	0
Rnf165	1588	40
Tmem11	1486	284
Fcgbpl1	7769	6
Fcgbp	7967	41
Cuta	929	833
Pfdn6	697	791
Fcrl6	1259	1
RT1-Db2	1134	3
Tor1aip2	7330	1974
Nelfe	1385	648
Ddah2	1431	1647
Psors1c2	405	0
Sfta2	359	0
Ddr1	2980	4984
RGD1562885	1346	0
Mdc1	4045	332
Znrd1	677	188
Znrd1as1	924	36
LOC498592	468	0
Il1rapl2	3324	6
Btn3a2	1694	1
Btnl5	1944	1
RGD1624210	1617	1
Selenov	1204	1
RT1-T24-3	1458	143
Usp12	1113	112
Cd300e	722	2
Cnih3	483	22
Fam122b	3806	36
Rasl2-9	1179	0
Parpbp	4426	54
Tas2r110	1002	0
Tas2r136	993	0
Tas2r116	975	0
Tas2r106	924	0
Tas2r104	909	0
Tas2r117	957	0
Tas2r129	963	0
Tas2r113	930	0
Tas2r103	939	0
Vom1r99	825	0
Vom1r104	966	0
Vom1r55	897	0
Vom1r9	951	0
Vom1r13	951	0
Vom1r16	939	0
Vom1r39	918	0
Vom1r60	948	0
Vom1r103	981	0
Vom1r64	918	0
Vom1r17	906	0
Cd300lb	681	7
Ddx3	3086	0
Eif2s3y	1732	0
Smpd4	3450	562
Il1rap	3235	879
Sned1	5597	586
Mier3	4757	367
Cd300c2	749	17
RGD1559482	741	131
RT1-M1-5	1065	0
RT1-M4	1026	0
Eif3m	1259	2177
Arhgap11a	4170	522
Secisbp2l	4522	6139
Gpat2	2617	11
Cbfa2t2	2599	303
Pltp	2025	2597
Camsap1	6626	831
Nup214	5678	650
Tcf15	999	6
Oxa1l	1531	1098
Foxb2	1492	0
Rufy2	1915	254
Rdh8	1158	0
Crlf3	1308	216
Cdh9	2915	32
Cdh10	3169	284
Ptprm	5290	1033
Irs2	6301	1766
Wars2	1978	161
Zfp40	3424	282
Sox12	1020	55
Pwp2	3176	318
Uqcc3	690	285
Gcn1l1	8538	1412
Efna2	1177	87
Sntb2	1698	33
Aatk	5297	8669
Use1	840	1017
Alk	4761	136
Tma16	936	66
Crim1	4076	476
Kcnf1	2678	33
Hpf1	1167	530
Pole2	1696	51
Kif11	4731	309
Lrpap1	1414	1423
Trappc11	4470	1064
Elmsan1	4163	332
Adam26a	1533	0
Zfp91	4886	3039
Coprs	552	512
Tspan14	1473	899
Vsx2	3109	17
Pcdh19	4156	115
Med12l	3986	72
Gpr31	960	61
Tenm3	10972	932
Ttll2	1623	1
Epha5	8515	594
Thbs2	5728	3470
Ckap2	2549	195
Fpr-rs3	1032	0
Myom2	4513	48
Nlrp12	3441	2
Zfp444	1501	263
Pcid2	2364	570
Acyp2	1140	748
Rps16	819	6862
Nlrp9	3012	0
Pgp	2535	669
Ppp1r3e	1072	8
Diras2	1201	140
Ceacam16	1615	6
Ceacam20	1774	0
Actn2	2942	70
Gpr158	7200	948
Son	9249	5273
RGD1564380	962	2
Gfod1	1401	141
Erf	3711	606
Ltbp4	5157	1006
Btn1a1	1575	4
Catsperg	3829	87
Akr1c12	1226	52
Sec61a2	2025	943
Neil3	1975	7
Pcnx1	7975	1784
Kif26a	5779	152
Sh2d4b	1296	22
Gdf7	1660	2
Lrrc43	1979	20
Clec4m	1202	0
Fry	10729	1030
Tmem130	2758	2880
Scgb1b24	279	0
Orai2	4047	756
Zfp157	3225	348
Klk13	1038	0
Fam193b	3004	955
RGD1560860	1384	0
Med25	2327	1107
Ccdc185	2013	0
Nxnl2	891	7
Tmc3	3306	20
Lrrc32	3953	252
Anapc15	786	484
Rttn	6966	143
Nfxl1	3782	510
Evc	4315	485
Tada2b	3578	651
Fam69a	2202	723
Apbh	417	0
Tns3	7165	5186
Trim6	2452	5
Sema4b	3438	292
Uqcr10	437	1239
Mcpt3	916	0
Cidea	809	35
Acin1	4621	2143
Dcp2	1621	51
Chst9	1769	298
Zc3h13	6199	719
Ccar2	3598	1175
Tyw5	1478	146
Fam160b2	3807	633
Tmem260	5121	641
Nkx1-2	918	0
Zfp319	2249	177
Pi16	1881	1008
Atoh7	450	1
Wisp3	2509	8
Rbm4	1444	209
Myrf	5531	7223
Mcc	2746	173
Stt3b	2706	1020
Natd1	3396	22
Csdc2	2468	2010
Dpy30	787	490
Thumpd3	1993	783
Tmem256	474	536
Wdfy3	13927	3653
Mphosph9	4103	175
Plk5	2094	59
Vcan	11994	2398
Peg12	2604	23
Sema4d	4024	2776
Il17rc	2295	157
Mbd6	3977	1030
Baz1a	5286	262
Fam50a	1304	394
Arhgap18	2287	281
Zkscan7	4837	188
Adam32	2383	5
Pex5	3171	253
Nemf	4684	1038
Pus7	2459	208
Las1l	2367	828
Chat	3598	303
Knl1	8094	80
Gpr132	2401	36
Birc6	15588	1908
Bai1	5241	1389
Myh11	6555	580
Srp72	3591	80
Espl1	6835	141
Astn1	7190	1524
Il12rb1	2217	7
LOC362863	3824	56
Spink5	4364	0
Ptprz1	9749	5620
Preb	1992	816
Prr30	1988	2
Asb14	2008	37
Ipcef1	1516	35
Zfp831	4802	7
Tmtc2	3049	199
Triqk	1532	165
Sh3bp1	2407	332
Dvl2	2785	287
Galnt6	3386	1186
Hs3st3a1	1196	6
Icam4	845	5
Icam5	3117	115
Idua	2582	1212
Klra17	1084	12
Gemin5	5012	290
Morc1	3036	0
Pim2	2026	217
Psca	431	10
Samd3	810	3
Sla2	1076	0
Tlr1	2353	128
Tlx2	1382	0
Ube2h	4265	2888
