Geneid	Length	genome_mapping/135-P_R1.rn6.sorted.bam
Prrc1	1642	279
Numbl	1842	367
Cog7	2776	490
Rtfdc1	2116	1049
Mob1a	4407	1573
Ints11	2009	507
N4bp3	2018	3
Jakmip1	2319	379
Crtc2	2076	643
Tmem79	2062	28
Noc2l	2439	628
Calu	3361	3329
Sms	1620	387
Ngrn	1743	1074
Tut1	2661	401
Trmt13	1798	108
Rpe	2077	812
Gimap5	1519	50
Epn2	4414	2290
Gimap8	3109	91
Fcer2	1999	0
Fhl1	2454	2618
Ola1	1685	1227
Zc3h14	3422	1081
Calca	1308	532
Kcng3	1586	1
Obp3	1964	0
Kcnip2	2346	63
Prkx	4057	566
Pfkfb2	3824	354
Ak2	1848	433
Bag6	3857	2408
Ndufaf3	1437	405
Ensa	2992	2237
Lhb	580	3
Ank3	10109	3341
Map2k5	2287	465
Ubox5	3658	266
Itgal	4360	418
Rpap1	4796	412
Ncapd3	5149	431
Yap1	1471	416
Apmap	2073	629
Jam2	4132	3451
Acap2	3579	1296
Ncoa4	3459	2782
Mcam	2905	912
Tril	4846	3097
Sft2d2	5074	855
Adamtsl4	4158	459
Asic2	3196	211
Calcr	3530	4
Syn2	2871	1031
Mprip	3891	4447
Hyou1	4514	1243
Dnajc12	1152	326
Tpm1	2940	2601
Cbx8	1358	63
Med24	3357	952
Pyy	520	0
Paqr7	1038	514
Snn	2906	3517
Ephx1	1899	394
Mtrex	3564	932
Tmc4	2292	8
Tnnc1	486	32
Ing3	2158	214
March2	1296	3116
Aarsd1	3306	740
Ctsf	1863	2066
Prlr	2844	4
Mlx	1895	591
Becn1	2108	1543
Mfap4	1484	130
Per1	4001	1620
Nit2	1030	602
Alg8	1984	162
Pald1	4213	525
Sec62	1858	2549
Iqub	3034	122
Foxp1	2207	190
RGD1559786	1395	548
Klhdc2	1578	1261
Eif3l	1428	1344
Rbx1	881	1314
Mrpl2	991	258
Sp110	1762	375
Spdl1	2258	107
Lrrc8e	2997	21
Baiap2l1	2272	40
Dars2	2283	336
Nkx3-1	1782	2
Elp2	2732	954
Usp10	3260	545
Pex7	1406	196
Nmi	757	177
Ddi2	3523	695
Srpra	2912	2156
Tmem54	1044	6
Nsg2	2266	2462
Spdye4	1737	0
Caap1	1521	204
Trappc9	3046	611
Gpank1	1407	247
Blmh	2291	959
Stat1	4419	1455
Sh3rf2	2412	9
Ppil1	1307	438
Tmem33	3552	1550
Nptx2	1906	252
Ubxn1	894	1889
Zfp384	3322	929
Kansl3	4434	1592
Gh1	811	0
Gimap1	1106	20
Plpp6	2852	421
Gpr153	2644	137
Ubfd1	1221	248
Fam134b	3112	315
Gpbp1l1	2488	297
Rpl8	831	1011
Mks1	2466	216
Iws1	2938	371
RGD1562218	4024	622
Cblc	1659	2
Nars2	1761	115
Atad3a	2358	473
Dus3l	2003	435
Sfswap	3127	925
Cpt1c	2731	693
Lrrc40	1953	724
Sulf2	4172	6410
Immt	1913	1727
Slc39a9	1510	381
Pkhd1l1	12984	105
C1qtnf6	2310	87
Arsa	1524	816
Arid5a	2428	351
Ppef1	2326	8
Nprl3	2619	312
Ubac2	2072	683
Endog	929	43
Nabp2	1454	919
Zcrb1	1312	383
Tarbp2	1471	359
Zbtb44	2702	225
Slc22a12	2156	23
Grap2	1099	115
Ccdc60	2224	0
Itln1	1129	0
Tdp2	1924	588
Zfyve19	1563	576
Tmco4	2754	199
Rup2	538	0
Acsf2	3084	1069
Pqlc3	1904	631
Cdca7l	2567	168
Fam104a	2552	733
LOC619574	2396	780
Spag6	2060	6
Sohlh2	2339	0
Rwdd4	2892	591
Rnf14	2936	5742
Nrbp1	2133	1174
Ctps2	3272	948
Nicn1	2126	1031
Hdac10	2143	251
Tmem69	1945	327
Atad1	2305	1858
Mbtps2	2091	152
Ypel5	2114	2802
N4bp2l1	2126	215
Slc19a1	2479	222
Slc1a2	1528	1847
Tagln3	1177	733
Tcf3	2781	455
Csnk2b	983	1422
Parl	1317	539
Slc38a9	1783	213
Myl2	646	3
Srsf11	2628	1920
Coq9	1704	652
RGD1310127	2555	369
Zfp36l2	3542	52
Akap9	12068	1337
Ctu2	1636	180
Cpox	2753	769
Rassf2	3406	1333
Sptlc2	3715	995
Pcdhga10	4631	83
Pcdhga5	4661	34
Pcdhga2	4660	41
Pcdhga1	4490	20
Pcdhga11	4630	145
Pcdhga3	4654	29
Pcdhga8	4631	47
Pcdhga9	4674	49
Pcdhgb8	4656	129
Lrrc8c	2855	244
Fkbp8	1650	4686
Cep44	1562	209
LOC290876	1352	2
Mrpl47	1933	319
RGD1307100	1495	502
Smc4	4241	854
Slc25a40	1342	92
Txlng	3029	100
Mettl26	1216	130
Nsrp1	1951	349
LOC303448	3137	15
Tecpr1	4251	1043
Trmt1l	2618	300
Acd	1377	530
Det1	1808	48
Rhog	1223	3056
Kdm8	2447	308
Kank1	5170	1877
Slc52a3	2222	75
Dhrs3	1637	697
Rmdn2	1925	115
Ddx21	4381	499
Plekhh3	2988	185
Ccl25	1334	1
Taf1a	1484	66
Abcg3l4	2688	9
Bphl	1188	276
Creld2	1344	290
Mterf4	1301	225
Gipc2	1253	37
LOC367830	1406	0
Zfp94	2453	114
Cdca4	2307	173
Slc35b2	1853	792
Nxf7	2251	0
Mmd2	2135	2589
Radil	3687	186
Foxk1	2487	210
Ap5z1	3529	587
Hnrnpf	2347	1550
Ube2d2	839	1788
Gpr12	1901	24
Taf9	1758	1135
Nat1	2494	182
Csmd1	12988	197
Lrrc4	3597	509
Pcdhga12	4680	35
Ndufb4	455	626
Rps19	529	3096
Scaf4	4304	610
Aimp2	1102	288
Bloc1s2	883	933
LOC296235	1523	0
Tnnc2	716	195
Eif6	1225	903
Etv6	1809	142
Klf11	3780	214
Mettl7a	1777	1501
Pak1ip1	1507	178
Lilrb3l	2096	409
Lmo2	1835	455
Gpr35	921	1
Zfp830	1465	143
Idnk	1082	128
Lrrn1	3056	3066
LOC500990	1431	0
Bex1	709	267
LOC502618	999	0
Asb12	1327	0
Defb29	696	1
Popdc3	1285	12
Klrc1	1221	0
Slc41a3	2238	239
Otud5	2606	1726
Defb13	201	0
Defb14	204	0
Defb11	210	0
Defb26	387	0
Defb2	216	0
Defb24	386	0
Defb9	216	0
Defb10	216	2
Defb40	222	0
Defb21	252	0
Defb50	222	0
Defb12	237	0
Defb36	314	0
Defb25	216	0
Defb20	291	0
Defb23	495	0
Defb27	322	0
Defb15	276	0
Defb39	291	0
Defb33	319	0
Defb52	381	0
Defb41	240	0
Defb49	254	0
Defb43	213	0
Defb44	228	0
Defb18	258	0
Defb30	228	0
Defb42	264	0
Defb17	279	0
Prok2	387	3
Cdnf	624	13
Slc6a14	2126	0
Fgd1	3261	108
Defb51	650	0
Defb3	192	0
Defb5	192	0
Defb37	192	1
Defb38	192	0
Bex4	593	137
Nmnat1	2104	1239
Rhoxf10	606	0
Ggta1l1	966	0
Sp7	1624	46
Mptx1	660	0
Ube2z	2857	343
Ccdc130	1555	228
Rab2b	1167	653
Fuz	1451	312
Unc45a	3308	735
Fam105a	1508	525
Rbm43	1899	133
Nphp4	5037	237
Prtg	5308	38
Zdhhc6	1879	679
Fubp1	2346	898
Dixdc1	5395	2308
Henmt1	1247	16
Afg1l	1764	98
Rbm12	3805	11
Rnf130	1106	2307
Mpp1	1250	460
Csf2ra	1392	351
Dtnbp1	1140	407
Trpm1	5030	88
Spryd4	1479	216
Snrnp200	6779	2451
Arpc5l	1269	499
Nagk	1184	358
Apopt1	820	215
Fbxo22	1790	685
Cep63	3135	368
Ccnjl	2990	182
Cldn8	2250	0
Chst12	1612	292
Tmem177	1446	127
Lrp10	2913	1614
Dctn5	1604	1173
Itgb2	3156	993
Cnot4	3474	425
Lrrc74a	1616	1
Vsig1	1537	5
Polr1d	828	515
Styxl1	1280	101
Ccdc28a	1197	277
Leng8	5657	5478
Wdr43	3431	529
Smim14	1049	1657
Dock8	7495	802
Cct8l1	1935	0
Fmc1	1336	193
LOC500354	1445	0
Spag11b	401	0
Dusp9	2589	4
Jph2	2127	5
LOC297568	4636	0
Ap4m1	1362	234
Cfap20	1125	400
Adipor2	1185	1077
Tada1	1426	356
Trat1	1820	1
Tmem147	857	654
Atg12	2567	1342
Prodh2	1407	5
Ing1	1055	276
Dnaja3	1809	839
Oprm1	3773	26
Fndc1	5193	275
Svbp	856	176
Trap1	2236	947
Fam43a	2403	444
Mtrr	2363	383
Nudt21	1049	796
Mcoln2	2517	1
Klhl25	3277	124
Hrasls5	1460	24
Tmem176a	956	4084
Zdhhc21	3467	240
Ppcs	1353	141
Cnksr1	2476	16
Rer1	1256	1352
Tle2	2410	272
Zdhhc3	1880	881
Mff	2077	1125
Zdhhc9	2875	1409
Specc1	2794	1027
Fbxo39	1597	1
Kif18b	3295	165
Zfp207	1720	1779
Zdhhc8	3386	580
Coq5	1559	387
Net1	3149	1242
Spef1	1502	210
Tln1	8647	3877
Ubr4	15828	3969
Wdr18	1371	490
Actr1b	3176	3071
Gas8	1576	111
Tkfc	2370	159
Lemd2	1901	212
Actl6a	1729	344
Wdr5	3029	442
Srsf7	1051	950
Gabpb1	2501	123
Zdhhc13	2345	282
Cdc42se1	2667	1785
Cox6b2	472	48
Zdhhc1	1903	326
Zdhhc24	1560	161
Zdhhc15	2884	105
Tusc5	3380	64
LOC654482	1318	96
Slc39a13	2410	638
Tor1b	2923	467
Narf	3034	641
Spns1	2185	1057
Zdhhc19	1523	0
Zdhhc22	1115	70
Zdhhc25	1233	0
Zdhhc20	1899	1477
Fubp3	1836	795
Zdhhc5	2680	767
Zdhhc18	2650	523
Zdhhc17	2887	1209
Dgke	3048	260
Zdhhc11	1434	1
Zdhhc14	3028	590
Tes	2364	456
Eqtn	1051	24
Zdhhc16	1806	316
Alox12b	2268	1
Trappc1	550	1124
Crisp1	1375	0
Pced1b	1999	123
Specc1l	4287	758
Irx2	2634	61
Kcnk5	3464	106
Pax9	3925	13
Ugt1a5	2266	0
Wdr45b	1145	559
Gmds	1465	502
LOC294154	3252	3994
Mcmbp	2470	525
Fnbp1l	1830	315
Ube3d	1855	29
Nsmce1	1177	440
Tmbim7	1266	4
Sult2b1	1216	27
Gkn2	720	2
Ugt1a6	2435	46
Lrfn2	2700	73
Fto	1571	817
Slc6a19	2423	0
Gpx4	1166	4766
Akirin2	1480	907
Teddm1	1258	0
Tuba3a	1486	0
Acaa1b	1524	40
Rmnd1	1353	327
Rab3gap2	4244	1171
Zmym3	5360	2053
Aste1	2411	44
Mon2	6850	1842
Tbcb	1084	675
Mfge8	2171	2046
Nkr-p1c	1474	10
Atcay	2722	997
Dut	973	287
Camk2b	4106	2341
Pitx2	2272	5
Unc13b	7873	359
Hsd3b3	1550	0
Pip5k1a	3474	663
Spag5	3866	295
Taf6	2095	682
Rita1	1629	249
Cfhr1	1142	0
Pes1	2084	1012
Tnfrsf19	1368	191
Cers1	2656	0
Sbsn	2193	75
Trmt10a	1295	229
Clec2l	1430	831
Osbpl9	2765	1836
Fcf1	698	588
Kdm4b	4620	976
Mcts1	1217	616
Gdpd1	1371	308
Ap1m1	1926	1138
Gdf1	2656	0
Atl3	2021	594
Pdhx	1660	491
Tasp1	1926	141
Tomm34	1784	617
Asap1	3311	827
Mageb18	1901	0
Asb5	1492	25
Traf3ip2	2055	88
Antxr1	3327	303
Stat6	2635	487
Fzd8	2986	0
Nadk2	3134	1046
Pif1	1915	12
Coq2	1777	315
Epsti1	1551	435
Ces2h	2000	0
Fbxo31	1739	904
Rfxap	1639	51
Steap4	3086	252
Trim24	2642	315
Mknk1	1908	717
Tmem196	1657	96
Tuba1b	1618	4757
Prl2c1	744	0
Jagn1	1149	512
Arfgap3	2577	485
Odam	1178	0
Elovl1	1482	2692
Rprm	1418	63
MGC94891	1737	2
Rnf133	1356	0
Liph	2388	29
Slc25a18	1965	339
MGC93861	1360	9
Mat2b	1791	815
Snx3	1417	3636
Tsc22d4	2399	367
Msrb1	885	574
Mea1	846	2056
Evi2a	1371	2545
Kti12	1523	47
Larp7	2071	454
U2af1	906	911
Kiaa0895l	1978	204
Nap1l5	1609	5196
Gabarapl1	1694	5992
Tpd52l1	1226	227
Amtn	1002	0
Ankrd61	1449	31
LOC690784	1753	0
Vsir	1872	1653
Muc15	1425	5
Psrc1	1675	50
Aknad1	2523	3
Eid3	1325	3
Lrrc34	1952	13
RGD1563986	1368	389
Prl5a2	919	0
Cyp4a2	2019	0
Lpar6	1810	293
Rgs18	708	13
Ivns1abp	1365	2249
Irf2	1368	339
Eif3a	5127	3734
Ffar4	1388	5
Spred1	1335	406
Aph1b	1281	288
Amz1	1506	155
Klhl5	3403	1744
Spred2	1229	189
Nop16	1066	477
Fig4	3140	1027
Zhx3	3597	732
Cops7a	2151	1687
Ythdf2	2726	595
Tmprss9	3341	35
Adamts7	5643	112
Cadm2	1129	309
Cadm3	1191	1198
Nr2c2ap	1520	344
Cadm4	1106	3657
Lbx1	1164	45
Spout1	1594	328
Dbndd2	1164	4677
Pomt2	3097	420
Crtc1	1893	455
Rundc3b	3596	314
Sptssa	1251	1292
Shmt1	2046	143
Rpa1	2043	727
Dhx8	3633	456
Pcnp	610	1145
Wdr83	1168	270
F11	1671	0
Gpat4	3139	1110
Thoc1	1500	504
Galns	1575	164
Bclaf1	3207	1695
Arrdc4	943	124
Chid1	1417	402
Dtx4	966	186
Sfr1	1354	1453
Ube2e3	1674	1265
Srxn1	2878	961
Znfx1	6099	682
Pkn3	2879	725
Ndufa8	610	1883
Mrps33	587	535
Dppa3	708	2
Cntnap5a	1923	4
Cntnap5c	3921	71
Mtap	1176	125
Ppie	808	229
Arhgap5	3738	1337
Ifrd2	1960	163
Cntnap5b	3924	29
Rtraf	891	1630
Arsg	1581	142
F5	6045	53
LOC306079	1065	1
Slc25a15	1615	183
Arsi	1722	34
LOC307727	313	0
Mrpl49	501	404
Arse	1836	457
Ilf2	1442	1044
Arsj	1794	15
Wdr75	1950	421
RGD1310507	1386	32
LOC317165	1330	0
Shroom2	6986	1657
LOC317456	807	0
Ormdl3	543	534
RGD1359290	703	30
Fyttd1	3220	1779
Naa25	2913	309
Ankle2	2830	441
Zc3h11a	2691	1461
LOC360933	1045	0
Bub3	1331	912
Srsf3	2871	1855
Mrps28	708	106
Mfsd8	1588	246
Morn5	1107	176
Sqor	1599	308
Sdhaf3	336	115
Rapgef5	5419	2165
Syncrip	1644	580
Arsk	1692	269
Bank1	3119	2
LOC367117	606	0
LOC367195	451	3
LOC498084	1207	0
LOC498152	817	0
LOC498155	1176	0
LOC498231	690	7
LOC498236	2778	4
LOC498308	663	0
LOC498339	576	0
LOC498460	327	1
LOC498705	465	3
LOC498836	372	0
LOC498971	423	0
LOC499136	702	0
LOC499219	432	0
LOC499407	2699	26
LOC499469	452	0
LOC499530	418	0
LOC499541	384	0
LOC499542	477	0
LOC499544	606	0
LOC499565	390	0
LOC499573	438	0
LOC499584	696	0
LOC499715	1005	0
LOC499796	1848	0
LOC499843	831	0
LOC500028	675	0
LOC500035	666	0
Ier3ip1	391	0
LOC500350	1230	0
LOC500594	876	0
LOC500702	501	0
LOC500846	1335	0
LOC500877	530	3
LOC500948	648	0
LOC501038	388	24
LOC501233	597	0
LOC501618	336	0
Mis12	661	222
LOC680227	1191	2
LOC690435	1047	0
LOC685391	492	0
LOC685406	333	0
LOC689713	1074	0
LOC689840	972	0
Nmnat2	1239	410
Tmem230	1586	739
Cdc42ep3	1904	220
RT1-M5	1074	0
Reep2	1888	999
Clec2g	624	12
Sh2b1	3075	934
Rragc	2525	1544
Agmat	1270	2
Kirrel3	3636	270
Ino80b	1143	84
Ubl5	463	1586
Bola1	745	109
Gpr17	1020	375
Pkib	1550	149
Lilra5	1146	26
Piezo1	8205	925
Caln1	786	91
Ttc39c	1953	275
Clca4l	2885	17
Gtf2h2	1371	290
Lnpk	1506	464
Lrrc52	1422	0
Bex2	775	1024
Mrps22	1191	536
Cnpy2	999	894
Rgs16	600	163
Bves	1480	6
Rpl38	305	2283
Acbd5	1545	650
Gadd45g	1059	657
Plcb1	5213	602
Cfd	836	148
Mpc2	908	1670
Ptgir	1360	5
Prkacb	1122	873
Cd3g	617	5
Ddx4	3009	3
Prdm2	6150	966
Ctrc	880	24
Edn3	737	60
Elavl4	3873	447
Myl1	1059	5
Mrps24	788	305
Urgcp	3476	646
RGD1308065	1583	4
Ccdc68	1384	11
Drap1	1408	1232
Slc39a4	2214	49
Eif3j	1813	814
Zc3h12a	2544	105
Cstf3	2001	235
Rad18	1714	135
Hlx	2114	74
Trim72	2329	28
RGD1560212	1669	1045
Pacrg	1195	84
RGD1562433	1877	0
Med22	1333	48
Bpifb1	1601	0
Tex47	2726	0
Spesp1	1557	0
Btbd6	2134	809
Shisa4	594	1289
Tmem134	911	662
Tpmt	820	248
Chit1	2394	34
Cxxc1	2311	699
Rrs1	1623	198
Cdc42ep1	2236	1421
Cfap206	2204	52
Shtn1	3495	808
Rexo5	2519	69
Gtsf1	678	0
RGD1564149	1507	0
Acot5	1863	3
Gpr18	1332	47
Rad51ap1	1980	89
Kdm4d	2329	2
Prpf6	3036	1051
Slc15a1	3131	5
Galnt18	2515	177
Vwa3a	4142	23
Cuedc2	1513	309
Ing4	1590	728
Mmp28	1578	12
Sephs2	2317	1668
Gprc5a	2063	73
Magee1	3548	850
Apex2	1853	106
Dusp14	1528	50
Plekha1	3654	2597
Rbfox2	1938	281
LOC367975	1406	0
Heatr6	3759	213
RatNP-3b	537	3
Aup1	1425	1171
Rab5b	3267	5206
Pbk	1813	230
Bbx	2964	185
Lmf2	2716	1027
Habp4	1423	966
Gtf3c5	2724	511
Sema3b	2513	892
Zfp426	2919	300
Acsbg2	2613	1
Anapc5	2364	4764
Dhcr24	1551	1896
Ptpn20	3017	0
Prr5l	2318	933
Cep85	4490	545
Tmub1	1426	443
Zfp652	2641	265
Ucn3	523	5
Tmem30b	3076	9
Car12	1065	20
Tctn2	2400	111
Ppip5k1	5485	896
Tas2r139	960	0
Zfp639	1796	268
Cryga	616	16
Tas2r120	888	0
Tas2r124	930	0
Tas2r109	963	0
Pik3r6	2271	177
Cactin	2594	333
Fam72a	450	51
Fbxw9	1911	220
Crygc	623	0
Pou5f2	1235	0
Gnl3l	1810	829
Klc1	2382	7603
Tbc1d10c	1711	10
Fbxw17	1723	133
Rnf144a	1657	234
Igf1	1925	430
Hnrnpd	1702	1459
Spint2	1342	535
Trim21	1416	137
Fastkd3	2263	297
Nit1	1450	866
Rasgrp2	2226	234
Trpc4	3127	20
Slc30a2	3151	2
Chmp1a	2096	1629
Stk38l	2404	435
Pinx1	996	110
Tomm40l	927	308
Celf2	2049	529
Pds5a	4030	716
Gria2	6856	2195
Ccdc92	1953	1573
Selenop	2161	22197
Spx	1555	7
Prl3d2	927	0
Rev3l	10689	785
Apoc2	501	0
Wls	3687	5206
Kif2c	2894	164
Gjc1	1594	55
Tas2r140	939	1
Clec2d2	702	4
Klrb1c	654	2
Clec2dl1	702	6
Klrb1	645	0
Mpnd	1545	812
Ddi1	1848	0
Selenoo	2464	323
Sav1	2046	567
Tlr7	3466	794
Tead3	2557	142
Mpv17	1508	415
Hras	1371	606
Zbtb24	3769	150
Ercc6l	4000	69
Necab3	1772	240
Rprd1b	3573	408
Serf2	2425	3731
Dhx58	2373	146
Prkrip1	1375	291
Zfhx2	8945	218
Lyg1	798	0
Wdr35	4194	843
Tbpl2	1035	0
Vom2r2	2037	0
Vom2r4	2524	0
Vom2r6	2526	0
Vom2r3	2526	0
Vom2r1	2519	0
Vom2r5	2529	0
Vom2r7	1648	0
Vom2r8	2580	0
Vom2r9	2601	0
Vom2r59	2571	0
Vom2r30	2321	0
Vom2r69	2550	0
Vom2r10	2577	0
Vom2r11	2595	0
Vom2r26	2556	0
Vom2r28	2512	0
Vom2r35	2103	0
Vom2r57	2579	0
Vom2r38	2377	0
Vom2r70	2532	0
Vom2r58	2574	0
Vom2r60	2595	4
Vom2r68	2553	0
Vom2r25	2583	0
Vom2r36	2376	2
Vom2r56	2582	0
Vom2r67	2040	0
Vom2r73	2532	0
Vom2r37	2379	0
Vom2r12	2562	1
Vom2r13	2562	0
Vom2r15	2574	0
Vom2r17	2556	0
Vom2r19	2574	0
Vom2r24	2586	0
Vom2r54	2367	0
Vom2r55	2372	0
Vom2r29	2487	0
Vom2r33	2365	0
Vom2r44	2670	56
Vom2r63	2559	0
Vom2r41	2109	0
Vom2r46	2477	0
Vom2r52	2488	0
Vom2r79	2595	0
Vom2r76	2592	2
Vom2r47	2475	4
Vom2r50	2574	0
Vom2r61	2563	0
Vom2r62	2561	0
Vom2r51	2565	0
Vom2r42	2562	0
Vom2r43	2544	0
Vom2r64	2561	0
Vom2r48	2571	0
Vom2r49	2565	0
Vom2r71	2556	0
Vom2r72	2532	0
Vom2r77	2550	0
Abracl	679	280
Vom2r23	2589	0
Vom2r65	1974	0
Vom2r16	2550	0
Vom2r22	2577	0
Vom2r34	2270	0
Vom2r78	1956	0
Pigp	540	498
Lilrc2	1034	3
Pam16	522	460
Eif4a3	1490	1144
Noxa1	1378	1
Kctd8	2840	154
Arx	2724	3
Tmem38a	1450	221
Nup153	6206	1025
Mrps7	998	742
Ccnc	3307	1051
Wnt7a	3150	335
Ccnf	3313	222
Hip1	7376	2435
Nectin1	5664	444
Ces2e	2236	0
Ptpn4	10570	1681
Tradd	1333	236
Slc5a11	2069	597
Myh8	5670	4
Gjd4	1086	2
Rimbp2	6862	717
Wnt5b	2122	103
Mc2r	1148	3
Hcfc1r1	632	1428
Gnptg	1175	664
Ctdnep1	1505	1161
Spop	2414	2054
Hoxb9	937	96
Pkp2	2081	45
Usp16	2887	641
Gbe1	2822	698
Gadd45gip1	1212	587
Asna1	1350	1397
Cdk18	1486	1033
Zmiz2	4368	671
Oxsm	2744	209
Psmc6	2372	1957
Osgep	1271	242
Riok1	2081	328
Gpld1	3188	600
Cep76	2724	180
Slc25a46	2917	1007
Kctd1	3431	477
Aars	3363	3822
Hs2st1	4117	2145
Gga2	2811	620
Ric8a	2542	995
Phlda2	705	1
Otp	1391	13
Pcdh18	4890	128
Frzb	2739	215
Rag2	3546	0
Tmx4	4951	3269
Dlx1	2757	1
Anapc2	2667	1616
Nacc2	3165	2354
Rpl7	849	6757
Col15a1	5193	429
Magoh	653	310
Pabpc4	2611	833
Sdhb	970	2372
Iah1	914	627
Nova1	3514	1135
Eif2s3	3672	4178
Dusp7	3124	920
Rbm5	2995	2693
Mrps9	1402	455
Slu7	2256	989
RGD1304587	1272	179
Gtf2e1	2880	458
Olig2	2650	1032
Tiam1	6853	249
Rwdd2b	2147	232
Nrip1	7910	439
Castor2	6852	800
Hook2	2596	167
Gorab	2468	354
Lin54	4313	483
Peli1	2383	213
Otx2	2339	0
Fbxl3	3276	1487
Kat6a	8969	1797
Iars	4494	1062
Zkscan8	8811	632
Mpp7	1892	61
Akr1c19	1355	143
Apbb1ip	2488	837
Uba2	2613	452
Cfap161	1392	5
Ppfibp2	3388	718
Pign	4128	342
Rce1	1415	241
March9	1484	126
Ints2	5915	343
Tph1	3897	14
Mr1	1455	53
Scamp1	3522	2098
Trim23	3294	1117
Pou2f1	2565	60
Lamc2	5157	22
Mtnr1b	1858	1
Lrrcc1	3532	342
Fxr2	2644	1682
Foxn1	2346	0
Pigx	970	321
Poglut1	2918	911
Sidt1	3912	182
Nacad	4362	2704
Megf10	4054	922
Hspa9	2834	2619
Cdc23	3281	891
Ripor1	4130	952
Ctr9	4234	1263
Eif3c	3037	2768
Gfm2	3201	533
Schip1	2353	2415
Mtx1	1448	702
Smap2	2844	2013
Atl2	2835	538
Tspan6	1615	877
Mapk8ip3	3969	3875
Map2k3	2330	112
Mepce	3104	48
Kdm2b	5185	380
Ralgps2	1547	91
Pbx1	6768	816
Fcrla	1205	23
Klhdc8a	3199	150
Sh3bp2	2860	434
Clybl	1227	139
Myh14	6443	2298
Numa1	7761	2254
Tnpo1	8281	2562
Eif5a2	4871	2878
Zfp131	2427	522
Sfrp2	1977	63
Wdr47	4102	1322
Extl2	1990	521
Slc27a4	3067	937
Zer1	4191	1844
Nrf1	1869	190
Lck	1953	20
Alg2	3025	1557
Rap1gap	3298	1268
Sos1	6018	867
E2f6	2178	666
Dcaf5	5497	765
Ap3d1	4766	2759
Lingo1	2484	331
Adpgk	2579	1454
Camp	585	8
Exosc7	1017	165
Rufy1	2665	840
Ccdc43	2283	359
Tepsin	2776	389
Nipsnap1	1886	878
Nudt18	1388	424
Lpcat1	3608	586
Abhd17c	2179	381
Syvn1	2957	894
Mta2	2989	1250
Col6a2	3601	2192
Trpc4ap	3145	2710
Mxd1	2633	488
Suclg2	2212	2165
Bms1	4006	740
Ndufa9	1228	1486
Inpp5b	3809	649
Ttc7a	4482	458
Pias4	2407	349
Mybpc1	3911	92
Retreg2	2541	1935
Havcr2	2763	268
Bloc1s4	1301	147
Arrdc1	1579	422
Esf1	3404	598
E2f1	2643	195
Aicda	1271	0
Hyal4	3266	0
Nanog	2358	0
Nudt16l1	1264	518
Gjc2	2081	2364
Hoxb4	1768	86
LOC498222	2866	2
Ptpn13	8258	791
Tdrp	2414	361
Rpf1	1291	263
Aplp1	2237	26651
Cd99	599	1327
Tmem41a	1417	172
Fscn1	2369	3344
Rnpc3	1791	279
Marc1	1944	48
Cldn12	3479	670
Gtpbp10	1653	212
Ccne1	1929	120
Flt3	3672	183
Wdr44	4020	329
Hint3	960	390
Cenpf	10064	376
Sympk	4031	1078
Psmd8	1520	1677
Mtch1	1783	5776
Ppa1	1312	1000
Fcgr1a	1249	412
Pla2r1	5599	12
Zmynd8	4005	1351
Txndc12	1314	924
Lamb3	4076	14
Col9a1	3813	7
Sptbn4	8736	832
Mtmr10	4644	2217
Abl1	6158	359
Kmt2e	7036	1974
Zfp746	3691	410
RGD1310587	2700	318
Top2b	3929	1622
Scgb1b30	401	1
Slc25a16	3172	462
Fam13a	2390	190
Galnt16	3857	1311
Sept12	1296	0
Cfap157	1706	215
Map3k9	3638	167
Sema3g	3626	252
Myl9	999	641
Tmem259	2052	1021
Gxylt1	6718	986
St6gal2	1800	16
Shroom3	6781	168
Grsf1	2696	1514
Wdr20	4155	301
Atf1	2110	628
Mtf2	2549	311
Ss18	2954	1618
Snta1	2099	636
Brd4	7037	1588
Hoxc9	917	65
Fam129c	2383	10
Prkaca	2227	1926
Pomp	445	1473
Gpr39	1616	0
RGD1562638	4332	0
Rspry1	2279	366
Aass	3172	96
Lmod2	2213	0
Mroh7	4161	113
Scap	4273	1810
Nyx	1971	35
Cfap52	2226	79
Appbp2	6384	1891
Aebp1	3793	3438
RGD1305110	2455	586
Pard6g	1149	57
Arhgef37	4474	498
Vps13a	11144	1137
Pbxip1	2977	2480
Mtfr1	1066	24
Tmem127	4361	1817
RGD1311084	1511	60
Efnb3	3114	334
Siva1	1681	151
Myl6l	612	0
Ncf2	1584	168
RGD1563667	1894	0
Hipk1	7996	3892
Aqr	4841	684
Spidr	3118	209
Mtus2	1537	92
Rspo3	1006	28
Zfp14	3308	17
Etv3l	1756	0
Stpg2	2063	2
Tmem65	2910	1283
RGD1559714	1824	0
Rtl8a	1213	1144
LOC679149	1442	14
Mapre2	2440	5210
Hacd1	926	131
Pou6f2	2411	3
Kcne5	616	98
Vipas39	2376	908
Psmf1	1385	763
Pja1	2105	2242
LOC683313	2117	0
Fgfr1op	1456	226
Tlr8	3381	160
Echdc3	1355	30
Ndufv3	1535	707
LOC686288	1392	0
Atg4d	1939	498
Ajap1	2405	177
LOC687399	1449	14
Lrrc75b	995	125
LOC688090	792	0
Oaz3	863	11
LOC689757	789	1
Olr1867	1223	0
Krt83	1488	0
Foxc2	2703	187
Ampd2	3363	786
Pds5b	7181	1767
March11	1557	34
Cldn6	1544	0
