"id","UniqueID","Gene.Name","Protein.ID","GeneType"
13501,"Slc35f6","Slc35f6","","protein_coding"
13502,"Mir5625","Mir5625","","protein_coding"
13503,"Cenpa","Cenpa","","protein_coding"
13504,"Dpysl5","Dpysl5","","protein_coding"
13505,"RP23-342N8.1","RP23-342N8.1","","protein_coding"
13506,"Mapre3","Mapre3","","protein_coding"
13507,"RP23-342N8.2","RP23-342N8.2","","protein_coding"
13508,"AC109611.2","AC109611.2","","protein_coding"
13509,"Tmem214","Tmem214","","protein_coding"
13510,"RP23-113M20.5","RP23-113M20.5","","protein_coding"
13511,"Agbl5","Agbl5","","protein_coding"
13512,"RP23-113M20.4","RP23-113M20.4","","protein_coding"
13513,"Ost4","Ost4","","protein_coding"
13514,"Emilin1","Emilin1","","protein_coding"
13515,"Khk","Khk","","protein_coding"
13516,"Cgref1","Cgref1","","protein_coding"
13517,"Abhd1","Abhd1","","protein_coding"
13518,"Preb","Preb","","protein_coding"
13519,"Tcf23","Tcf23","","protein_coding"
13520,"Slc5a6","Slc5a6","","protein_coding"
13521,"Atraid","Atraid","","protein_coding"
13522,"Cad","Cad","","protein_coding"
13523,"Slc30a3","Slc30a3","","protein_coding"
13524,"RP23-154K6.1","RP23-154K6.1","","protein_coding"
13525,"Dnajc5g","Dnajc5g","","protein_coding"
13526,"Trim54","Trim54","","protein_coding"
13527,"AC109608.8","AC109608.8","","protein_coding"
13528,"Ucn","Ucn","","protein_coding"
13529,"Mpv17","Mpv17","","protein_coding"
13530,"RP23-154K6.2","RP23-154K6.2","","protein_coding"
13531,"Gtf3c2","Gtf3c2","","protein_coding"
13532,"Eif2b4","Eif2b4","","protein_coding"
13533,"Snx17","Snx17","","protein_coding"
13534,"Zfp513","Zfp513","","protein_coding"
13535,"Ppm1g","Ppm1g","","protein_coding"
13536,"RP24-86I23.4","RP24-86I23.4","","protein_coding"
13537,"Gm9970","Gm9970","","protein_coding"
13538,"Nrbp1","Nrbp1","","protein_coding"
13539,"Krtcap3","Krtcap3","","protein_coding"
13540,"Ift172","Ift172","","protein_coding"
13541,"Fndc4","Fndc4","","protein_coding"
13542,"Gckr","Gckr","","protein_coding"
13543,"RP23-383E21.3","RP23-383E21.3","","protein_coding"
13544,"RP23-383E21.5","RP23-383E21.5","","protein_coding"
13545,"RP23-383E21.4","RP23-383E21.4","","protein_coding"
13546,"Zfp512","Zfp512","","protein_coding"
13547,"RP23-383E21.1","RP23-383E21.1","","protein_coding"
13548,"AC113276.3","AC113276.3","","protein_coding"
13549,"AC113276.2","AC113276.2","","protein_coding"
13550,"Gpn1","Gpn1","","protein_coding"
13551,"Supt7l","Supt7l","","protein_coding"
13552,"Slc4a1ap","Slc4a1ap","","protein_coding"
13553,"RP24-80F7.3","RP24-80F7.3","","protein_coding"
13554,"RP24-80F7.5","RP24-80F7.5","","protein_coding"
13555,"RP24-80F7.6","RP24-80F7.6","","protein_coding"
13556,"Mrpl33","Mrpl33","","protein_coding"
13557,"RP24-80F7.7","RP24-80F7.7","","protein_coding"
13558,"Rbks","Rbks","","protein_coding"
13559,"Mir3473e","Mir3473e","","protein_coding"
13560,"Bre","Bre","","protein_coding"
13561,"RP24-80F7.8","RP24-80F7.8","","protein_coding"
13562,"Gm24436","Gm24436","","protein_coding"
13563,"RP23-181I1.4","RP23-181I1.4","","protein_coding"
13564,"RP23-181I1.1","RP23-181I1.1","","protein_coding"
13565,"RP23-415E17.1","RP23-415E17.1","","protein_coding"
13566,"Fosl2","Fosl2","","protein_coding"
13567,"Gm26335","Gm26335","","protein_coding"
13568,"RP23-415E17.3","RP23-415E17.3","","protein_coding"
13569,"Plb1","Plb1","","protein_coding"
13570,"AC102372.2","AC102372.2","","protein_coding"
13571,"RP23-262J12.5","RP23-262J12.5","","protein_coding"
13572,"RP23-262J12.4","RP23-262J12.4","","protein_coding"
13573,"RP23-262J12.1","RP23-262J12.1","","protein_coding"
13574,"Ppp1cb","Ppp1cb","","protein_coding"
13575,"RP23-262J12.3","RP23-262J12.3","","protein_coding"
13576,"RP23-262J12.2","RP23-262J12.2","","protein_coding"
13577,"AC091274.2","AC091274.2","","protein_coding"
13578,"AC091274.3","AC091274.3","","protein_coding"
13579,"RP23-149A1.7","RP23-149A1.7","","protein_coding"
13580,"RP23-149A1.5","RP23-149A1.5","","protein_coding"
13581,"RP23-149A1.6","RP23-149A1.6","","protein_coding"
13582,"Yes1","Yes1","","protein_coding"
13583,"RP23-149A1.2","RP23-149A1.2","","protein_coding"
13584,"RP23-353M5.2","RP23-353M5.2","","protein_coding"
13585,"AC108773.2","AC108773.2","","protein_coding"
13586,"Pisd","Pisd","","protein_coding"
13587,"RP23-118L1.1","RP23-118L1.1","","protein_coding"
13588,"RP23-353M5.1","RP23-353M5.1","","protein_coding"
13589,"Prr14l","Prr14l","","protein_coding"
13590,"RP23-118L1.4","RP23-118L1.4","","protein_coding"
13591,"RP23-118L1.5","RP23-118L1.5","","protein_coding"
13592,"Depdc5","Depdc5","","protein_coding"
13593,"Gm24003","Gm24003","","protein_coding"
13594,"RP23-69J7.1","RP23-69J7.1","","protein_coding"
13595,"Ywhah","Ywhah","","protein_coding"
13596,"RP23-69J7.4","RP23-69J7.4","","protein_coding"
13597,"Rpl35a-ps5","Rpl35a-ps5","","protein_coding"
13598,"Slc5a1","Slc5a1","","protein_coding"
13599,"AC102594.2","AC102594.2","","protein_coding"
13600,"AC102594.3","AC102594.3","","protein_coding"
13601,"Spon2","Spon2","","protein_coding"
13602,"Ctbp1","Ctbp1","","protein_coding"
13603,"RP24-406N3.3","RP24-406N3.3","","protein_coding"
13604,"RP24-118B12.1","RP24-118B12.1","","protein_coding"
13605,"Maea","Maea","","protein_coding"
13606,"Uvssa","Uvssa","","protein_coding"
13607,"Nkx1-1","Nkx1-1","","protein_coding"
13608,"RP24-94L5.3","RP24-94L5.3","","protein_coding"
13609,"Fam53a","Fam53a","","protein_coding"
13610,"RP24-490D10.1","RP24-490D10.1","","protein_coding"
13611,"Slbp","Slbp","","protein_coding"
13612,"RP23-391P21.2","RP23-391P21.2","","protein_coding"
13613,"Tmem129","Tmem129","","protein_coding"
13614,"Tacc3","Tacc3","","protein_coding"
13615,"RP23-391P21.5","RP23-391P21.5","","protein_coding"
13616,"RP23-391P21.4","RP23-391P21.4","","protein_coding"
13617,"Fgfr3","Fgfr3","","protein_coding"
13618,"Letm1","Letm1","","protein_coding"
13619,"AC162898.6","AC162898.6","","protein_coding"
13620,"RP23-391P21.3","RP23-391P21.3","","protein_coding"
13621,"Nsd2","Nsd2","","protein_coding"
13622,"Nelfa","Nelfa","","protein_coding"
13623,"Mir7024","Mir7024","","protein_coding"
13624,"RP24-294K15.5","RP24-294K15.5","","protein_coding"
13625,"RP24-294K15.4","RP24-294K15.4","","protein_coding"
13626,"AC163329.3","AC163329.3","","protein_coding"
13627,"RP24-294K15.7","RP24-294K15.7","","protein_coding"
13628,"Nat8l","Nat8l","","protein_coding"
13629,"Poln","Poln","","protein_coding"
13630,"RP23-60E7.2","RP23-60E7.2","","protein_coding"
13631,"RP23-60E7.3","RP23-60E7.3","","protein_coding"
13632,"RP23-60E7.1","RP23-60E7.1","","protein_coding"
13633,"Haus3","Haus3","","protein_coding"
13634,"Gm25918","Gm25918","","protein_coding"
13635,"Mxd4","Mxd4","","protein_coding"
13636,"RP24-230P10.6","RP24-230P10.6","","protein_coding"
13637,"Zfyve28","Zfyve28","","protein_coding"
13638,"AC104889.1","AC104889.1","","protein_coding"
13639,"RP23-201D22.6","RP23-201D22.6","","protein_coding"
13640,"Cfap99","Cfap99","","protein_coding"
13641,"RP23-201D22.4","RP23-201D22.4","","protein_coding"
13642,"RP23-201D22.5","RP23-201D22.5","","protein_coding"
13643,"Rnf4","Rnf4","","protein_coding"
13644,"Fam193a","Fam193a","","protein_coding"
13645,"RP23-429E19.4","RP23-429E19.4","","protein_coding"
13646,"RP23-429E19.2","RP23-429E19.2","","protein_coding"
13647,"RP23-429E19.5","RP23-429E19.5","","protein_coding"
13648,"Tnip2","Tnip2","","protein_coding"
13649,"Sh3bp2","Sh3bp2","","protein_coding"
13650,"Gm22847","Gm22847","","protein_coding"
13651,"Add1","Add1","","protein_coding"
13652,"Mir7036b","Mir7036b","","protein_coding"
13653,"RP24-229D18.2","RP24-229D18.2","","protein_coding"
13654,"Mfsd10","Mfsd10","","protein_coding"
13655,"Nop14","Nop14","","protein_coding"
13656,"AC151669.1","AC151669.1","","protein_coding"
13657,"Grk4","Grk4","","protein_coding"
13658,"RP23-44L13.1","RP23-44L13.1","","protein_coding"
13659,"Mir467g","Mir467g","","protein_coding"
13660,"Htt","Htt","","protein_coding"
13661,"Msantd1","Msantd1","","protein_coding"
13662,"Rgs12","Rgs12","","protein_coding"
13663,"Mir3097","Mir3097","","protein_coding"
13664,"RP23-352G19.2","RP23-352G19.2","","protein_coding"
13665,"Hgfac","Hgfac","","protein_coding"
13666,"Dok7","Dok7","","protein_coding"
13667,"Lrpap1","Lrpap1","","protein_coding"
13668,"Adra2c","Adra2c","","protein_coding"
13669,"RP24-276N7.5","RP24-276N7.5","","protein_coding"
13670,"RP24-276N7.4","RP24-276N7.4","","protein_coding"
13671,"Hmx1","Hmx1","","protein_coding"
13672,"RP24-276N7.2","RP24-276N7.2","","protein_coding"
13673,"RP24-276N7.7","RP24-276N7.7","","protein_coding"
13674,"Cpz","Cpz","","protein_coding"
13675,"RP23-26P10.1","RP23-26P10.1","","protein_coding"
13676,"Plk-ps1","Plk-ps1","","protein_coding"
13677,"Trmt44","Trmt44","","protein_coding"
13678,"AC122871.5","AC122871.5","","protein_coding"
13679,"Acox3","Acox3","","protein_coding"
13680,"Htra3","Htra3","","protein_coding"
13681,"Sh3tc1","Sh3tc1","","protein_coding"
13682,"AC122871.4","AC122871.4","","protein_coding"
13683,"Ablim2","Ablim2","","protein_coding"
13684,"Afap1","Afap1","","protein_coding"
13685,"H2af-ps","H2af-ps","","protein_coding"
13686,"Sorcs2","Sorcs2","","protein_coding"
13687,"Psapl1","Psapl1","","protein_coding"
13688,"Mir7689","Mir7689","","protein_coding"
13689,"AC131803.2","AC131803.2","","protein_coding"
13690,"Grpel1","Grpel1","","protein_coding"
13691,"Tada2b","Tada2b","","protein_coding"
13692,"Ccdc96","Ccdc96","","protein_coding"
13693,"Tbc1d14","Tbc1d14","","protein_coding"
13694,"RP23-463H10.2","RP23-463H10.2","","protein_coding"
13695,"AC167815.1","AC167815.1","","protein_coding"
13696,"RP23-463H10.1","RP23-463H10.1","","protein_coding"
13697,"Gm24878","Gm24878","","protein_coding"
13698,"Gm25767","Gm25767","","protein_coding"
13699,"Bloc1s4","Bloc1s4","","protein_coding"
13700,"RP23-382O15.2","RP23-382O15.2","","protein_coding"
13701,"RP23-382O15.3","RP23-382O15.3","","protein_coding"
13702,"Mrfap1","Mrfap1","","protein_coding"
13703,"Man2b2","Man2b2","","protein_coding"
13704,"Ppp2r2c","Ppp2r2c","","protein_coding"
13705,"Ppp2r2cos","Ppp2r2cos","","protein_coding"
13706,"RP23-16N23.2","RP23-16N23.2","","protein_coding"
13707,"Wfs1","Wfs1","","protein_coding"
13708,"Jakmip1","Jakmip1","","protein_coding"
13709,"RP23-16N23.3","RP23-16N23.3","","protein_coding"
13710,"Gm25551","Gm25551","","protein_coding"
13711,"AC115722.3","AC115722.3","","protein_coding"
13712,"RP23-339H11.2","RP23-339H11.2","","protein_coding"
13713,"Crmp1","Crmp1","","protein_coding"
13714,"Evc","Evc","","protein_coding"
13715,"RP23-339H11.3","RP23-339H11.3","","protein_coding"
13716,"Evc2","Evc2","","protein_coding"
13717,"AC110565.2","AC110565.2","","protein_coding"
13718,"Stk32b","Stk32b","","protein_coding"
13719,"Cytl1","Cytl1","","protein_coding"
13720,"RP24-199D21.1","RP24-199D21.1","","protein_coding"
13721,"Msx1","Msx1","","protein_coding"
13722,"RP24-292O13.1","RP24-292O13.1","","protein_coding"
13723,"RP23-453O15.1","RP23-453O15.1","","protein_coding"
13724,"RP23-453O15.4","RP23-453O15.4","","protein_coding"
13725,"Stx18","Stx18","","protein_coding"
13726,"RP24-535K22.2","RP24-535K22.2","","protein_coding"
13727,"Nsg1","Nsg1","","protein_coding"
13728,"Zbtb49","Zbtb49","","protein_coding"
13729,"Lyar","Lyar","","protein_coding"
13730,"Tmem128","Tmem128","","protein_coding"
13731,"Otop1","Otop1","","protein_coding"
13732,"RP23-426E16.2","RP23-426E16.2","","protein_coding"
13733,"Drd5","Drd5","","protein_coding"
13734,"RP23-426E16.4","RP23-426E16.4","","protein_coding"
13735,"Slc2a9","Slc2a9","","protein_coding"
13736,"AC171271.1","AC171271.1","","protein_coding"
13737,"Wdr1","Wdr1","","protein_coding"
13738,"Gm22249","Gm22249","","protein_coding"
13739,"AC084322.1","AC084322.1","","protein_coding"
13740,"Zfp518b","Zfp518b","","protein_coding"
13741,"Gm22779","Gm22779","","protein_coding"
13742,"Clnk","Clnk","","protein_coding"
13743,"Clnkos","Clnkos","","protein_coding"
13744,"RP24-258B22.1","RP24-258B22.1","","protein_coding"
13745,"RP24-263A3.3","RP24-263A3.3","","protein_coding"
13746,"RP24-263A3.2","RP24-263A3.2","","protein_coding"
13747,"RP24-263A3.1","RP24-263A3.1","","protein_coding"
13748,"Gm25505","Gm25505","","protein_coding"
13749,"RP23-477D20.1","RP23-477D20.1","","protein_coding"
13750,"RP23-477D20.4","RP23-477D20.4","","protein_coding"
13751,"RP23-477D20.3","RP23-477D20.3","","protein_coding"
13752,"RP23-477D20.2","RP23-477D20.2","","protein_coding"
13753,"Gm25377","Gm25377","","protein_coding"
13754,"RP23-2C16.2","RP23-2C16.2","","protein_coding"
13755,"Hs3st1","Hs3st1","","protein_coding"
13756,"AC144779.1","AC144779.1","","protein_coding"
13757,"RP23-318O24.1","RP23-318O24.1","","protein_coding"
13758,"AC110538.1","AC110538.1","","protein_coding"
13759,"Gm23022","Gm23022","","protein_coding"
13760,"RP23-477O15.2","RP23-477O15.2","","protein_coding"
13761,"RP23-477O15.1","RP23-477O15.1","","protein_coding"
13762,"RP24-377B20.1","RP24-377B20.1","","protein_coding"
13763,"Rab28","Rab28","","protein_coding"
13764,"Nkx3-2","Nkx3-2","","protein_coding"
13765,"Bod1l","Bod1l","","protein_coding"
13766,"RP24-188B2.2","RP24-188B2.2","","protein_coding"
13767,"Mir6414","Mir6414","","protein_coding"
13768,"RP24-188B2.1","RP24-188B2.1","","protein_coding"
13769,"AC163027.1","AC163027.1","","protein_coding"
13770,"RP23-146B9.1","RP23-146B9.1","","protein_coding"
13771,"RP24-167K2.2","RP24-167K2.2","","protein_coding"
13772,"RP24-560A18.4","RP24-560A18.4","","protein_coding"
13773,"RP24-560A18.1","RP24-560A18.1","","protein_coding"
13774,"RP24-560A18.3","RP24-560A18.3","","protein_coding"
13775,"RP24-560A18.2","RP24-560A18.2","","protein_coding"
13776,"RP24-230L5.1","RP24-230L5.1","","protein_coding"
13777,"Cpeb2","Cpeb2","","protein_coding"
13778,"RP24-230L5.2","RP24-230L5.2","","protein_coding"
13779,"RP24-230L5.3","RP24-230L5.3","","protein_coding"
13780,"RP24-230L5.4","RP24-230L5.4","","protein_coding"
13781,"RP24-230L5.5","RP24-230L5.5","","protein_coding"
13782,"RP23-15G1.1","RP23-15G1.1","","protein_coding"
13783,"C1qtnf7","C1qtnf7","","protein_coding"
13784,"RP23-15G1.2","RP23-15G1.2","","protein_coding"
13785,"AC102656.1","AC102656.1","","protein_coding"
13786,"RP23-15G1.3","RP23-15G1.3","","protein_coding"
13787,"Cc2d2a","Cc2d2a","","protein_coding"
13788,"Fbxl5","Fbxl5","","protein_coding"
13789,"RP23-336O18.1","RP23-336O18.1","","protein_coding"
13790,"RP23-336O18.2","RP23-336O18.2","","protein_coding"
13791,"RP23-336O18.3","RP23-336O18.3","","protein_coding"
13792,"RP23-336O18.4","RP23-336O18.4","","protein_coding"
13793,"Bst1","Bst1","","protein_coding"
13794,"Cd38","Cd38","","protein_coding"
13795,"AC164004.2","AC164004.2","","protein_coding"
13796,"AC164004.3","AC164004.3","","protein_coding"
13797,"AC164004.4","AC164004.4","","protein_coding"
13798,"RP23-58C20.7","RP23-58C20.7","","protein_coding"
13799,"RP23-58C20.1","RP23-58C20.1","","protein_coding"
13800,"RP23-58C20.3","RP23-58C20.3","","protein_coding"
13801,"RP23-58C20.4","RP23-58C20.4","","protein_coding"
13802,"Fgfbp1","Fgfbp1","","protein_coding"
13803,"Prom1","Prom1","","protein_coding"
13804,"RP24-230J14.2","RP24-230J14.2","","protein_coding"
13805,"RP23-58C20.6","RP23-58C20.6","","protein_coding"
13806,"RP24-230J14.1","RP24-230J14.1","","protein_coding"
13807,"RP24-230J14.3","RP24-230J14.3","","protein_coding"
13808,"RP24-230J14.4","RP24-230J14.4","","protein_coding"
13809,"RP24-230J14.5","RP24-230J14.5","","protein_coding"
13810,"Tapt1","Tapt1","","protein_coding"
13811,"RP24-230J14.8","RP24-230J14.8","","protein_coding"
13812,"RP24-230J14.7","RP24-230J14.7","","protein_coding"
13813,"RP24-230J14.9","RP24-230J14.9","","protein_coding"
13814,"RP24-230J14.10","RP24-230J14.10","","protein_coding"
13815,"RP24-137F10.3","RP24-137F10.3","","protein_coding"
13816,"RP24-137F10.4","RP24-137F10.4","","protein_coding"
13817,"RP24-137F10.1","RP24-137F10.1","","protein_coding"
13818,"RP24-137F10.2","RP24-137F10.2","","protein_coding"
13819,"Ldb2","Ldb2","","protein_coding"
13820,"RP24-188E19.2","RP24-188E19.2","","protein_coding"
13821,"RP24-188E19.3","RP24-188E19.3","","protein_coding"
13822,"RP24-188E19.4","RP24-188E19.4","","protein_coding"
13823,"RP24-188E19.5","RP24-188E19.5","","protein_coding"
13824,"RP24-247A21.1","RP24-247A21.1","","protein_coding"
13825,"RP24-496C22.1","RP24-496C22.1","","protein_coding"
13826,"RP24-496C22.2","RP24-496C22.2","","protein_coding"
13827,"RP24-496C22.3","RP24-496C22.3","","protein_coding"
13828,"RP24-496C22.4","RP24-496C22.4","","protein_coding"
13829,"RP24-496C22.5","RP24-496C22.5","","protein_coding"
13830,"RP24-496C22.6","RP24-496C22.6","","protein_coding"
13831,"RP23-133N3.1","RP23-133N3.1","","protein_coding"
13832,"RP24-442E2.1","RP24-442E2.1","","protein_coding"
13833,"Gm10205","Gm10205","","protein_coding"
13834,"RP24-442E2.2","RP24-442E2.2","","protein_coding"
13835,"RP23-194K16.1","RP23-194K16.1","","protein_coding"
13836,"RP23-33C9.1","RP23-33C9.1","","protein_coding"
13837,"Qdpr","Qdpr","","protein_coding"
13838,"AC092711.4","AC092711.4","","protein_coding"
13839,"Clrn2","Clrn2","","protein_coding"
13840,"Lap3","Lap3","","protein_coding"
13841,"Med28","Med28","","protein_coding"
13842,"Fam184b","Fam184b","","protein_coding"
13843,"RP23-7D3.3","RP23-7D3.3","","protein_coding"
13844,"RP23-118K12.1","RP23-118K12.1","","protein_coding"
13845,"RP23-7E4.6","RP23-7E4.6","","protein_coding"
13846,"RP23-7E4.8","RP23-7E4.8","","protein_coding"
13847,"RP23-7E4.7","RP23-7E4.7","","protein_coding"
13848,"RP23-7E4.9","RP23-7E4.9","","protein_coding"
13849,"Ncapg","Ncapg","","protein_coding"
13850,"Lcorl","Lcorl","","protein_coding"
13851,"RP23-7E4.2","RP23-7E4.2","","protein_coding"
13852,"RP23-7E4.3","RP23-7E4.3","","protein_coding"
13853,"RP23-7E4.5","RP23-7E4.5","","protein_coding"
13854,"RP23-7E4.4","RP23-7E4.4","","protein_coding"
13855,"AC158786.1","AC158786.1","","protein_coding"
13856,"RP23-228M24.1","RP23-228M24.1","","protein_coding"
13857,"AC117724.1","AC117724.1","","protein_coding"
13858,"RP24-400K16.1","RP24-400K16.1","","protein_coding"
13859,"RP23-277H1.1","RP23-277H1.1","","protein_coding"
13860,"RP23-287A8.1","RP23-287A8.1","","protein_coding"
13861,"RP23-319E24.2","RP23-319E24.2","","protein_coding"
13862,"RP23-319E24.1","RP23-319E24.1","","protein_coding"
13863,"RP23-195A18.4","RP23-195A18.4","","protein_coding"
13864,"Slit2","Slit2","","protein_coding"
13865,"RP23-195A18.1","RP23-195A18.1","","protein_coding"
13866,"RP23-195A18.2","RP23-195A18.2","","protein_coding"
13867,"RP23-195A18.3","RP23-195A18.3","","protein_coding"
13868,"RP23-219K16.2","RP23-219K16.2","","protein_coding"
13869,"RP23-219K16.1","RP23-219K16.1","","protein_coding"
13870,"Mir218-1","Mir218-1","","protein_coding"
13871,"RP23-79E5.4","RP23-79E5.4","","protein_coding"
13872,"RP23-79E5.5","RP23-79E5.5","","protein_coding"
13873,"Pacrgl","Pacrgl","","protein_coding"
13874,"Kcnip4","Kcnip4","","protein_coding"
13875,"RP23-14C20.2","RP23-14C20.2","","protein_coding"
13876,"RP23-14C20.1","RP23-14C20.1","","protein_coding"
13877,"RP24-174D16.1","RP24-174D16.1","","protein_coding"
13878,"RP24-170C14.1","RP24-170C14.1","","protein_coding"
13879,"RP24-170C14.2","RP24-170C14.2","","protein_coding"
13880,"RP23-309G12.4","RP23-309G12.4","","protein_coding"
13881,"RP23-309G12.3","RP23-309G12.3","","protein_coding"
13882,"RP23-309G12.2","RP23-309G12.2","","protein_coding"
13883,"RP23-79E5.7","RP23-79E5.7","","protein_coding"
13884,"RP23-309G12.1","RP23-309G12.1","","protein_coding"
13885,"Gm10025","Gm10025","","protein_coding"
13886,"RP24-201G17.1","RP24-201G17.1","","protein_coding"
13887,"RP23-187D22.9","RP23-187D22.9","","protein_coding"
13888,"RP23-187D22.8","RP23-187D22.8","","protein_coding"
13889,"RP23-187D22.7","RP23-187D22.7","","protein_coding"
13890,"RP23-187D22.6","RP23-187D22.6","","protein_coding"
13891,"RP23-187D22.5","RP23-187D22.5","","protein_coding"
13892,"RP23-187D22.4","RP23-187D22.4","","protein_coding"
13893,"RP23-187D22.10","RP23-187D22.10","","protein_coding"
13894,"RP23-187D22.11","RP23-187D22.11","","protein_coding"
13895,"RP23-187D22.3","RP23-187D22.3","","protein_coding"
13896,"RP23-187D22.1","RP23-187D22.1","","protein_coding"
13897,"RP23-140B23.2","RP23-140B23.2","","protein_coding"
13898,"RP23-140B23.1","RP23-140B23.1","","protein_coding"
13899,"RP23-394G5.2","RP23-394G5.2","","protein_coding"
13900,"RP23-394G5.1","RP23-394G5.1","","protein_coding"
13901,"RP24-158C2.3","RP24-158C2.3","","protein_coding"
13902,"RP24-158C2.1","RP24-158C2.1","","protein_coding"
13903,"RP24-158C2.4","RP24-158C2.4","","protein_coding"
13904,"RP24-253A20.1","RP24-253A20.1","","protein_coding"
13905,"AC103623.1","AC103623.1","","protein_coding"
13906,"RP24-79O7.3","RP24-79O7.3","","protein_coding"
13907,"RP24-79O7.1","RP24-79O7.1","","protein_coding"
13908,"Adgra3","Adgra3","","protein_coding"
13909,"RP24-315J23.1","RP24-315J23.1","","protein_coding"
13910,"RP24-315J23.2","RP24-315J23.2","","protein_coding"
13911,"RP24-478I4.1","RP24-478I4.1","","protein_coding"
13912,"Mir8117","Mir8117","","protein_coding"
13913,"Gm22618","Gm22618","","protein_coding"
13914,"RP23-21O1.1","RP23-21O1.1","","protein_coding"
13915,"RP23-21O1.3","RP23-21O1.3","","protein_coding"
13916,"RP23-21O1.2","RP23-21O1.2","","protein_coding"
13917,"RP23-125B15.1","RP23-125B15.1","","protein_coding"
13918,"RP24-363A3.1","RP24-363A3.1","","protein_coding"
13919,"RP24-312A3.1","RP24-312A3.1","","protein_coding"
13920,"RP24-441G10.1","RP24-441G10.1","","protein_coding"
13921,"Gm44377","Gm44377","","protein_coding"
13922,"Ppargc1a","Ppargc1a","","protein_coding"
13923,"RP23-385G21.4","RP23-385G21.4","","protein_coding"
13924,"RP23-385G21.3","RP23-385G21.3","","protein_coding"
13925,"RP23-385G21.2","RP23-385G21.2","","protein_coding"
13926,"RP23-385G21.1","RP23-385G21.1","","protein_coding"
13927,"RP24-296L6.1","RP24-296L6.1","","protein_coding"
13928,"RP24-296L6.2","RP24-296L6.2","","protein_coding"
13929,"RP24-296L6.3","RP24-296L6.3","","protein_coding"
13930,"RP24-296L6.4","RP24-296L6.4","","protein_coding"
13931,"RP24-299M10.1","RP24-299M10.1","","protein_coding"
13932,"RP24-299M10.2","RP24-299M10.2","","protein_coding"
13933,"Mir6417","Mir6417","","protein_coding"
13934,"RP24-309H3.1","RP24-309H3.1","","protein_coding"
13935,"Dhx15","Dhx15","","protein_coding"
13936,"RP24-309H3.3","RP24-309H3.3","","protein_coding"
13937,"RP24-309H3.4","RP24-309H3.4","","protein_coding"
13938,"RP24-309H3.5","RP24-309H3.5","","protein_coding"
13939,"RP24-309H3.6","RP24-309H3.6","","protein_coding"
13940,"RP24-237I4.4","RP24-237I4.4","","protein_coding"
13941,"Gm25601","Gm25601","","protein_coding"
13942,"Sod3","Sod3","","protein_coding"
13943,"Ccdc149","Ccdc149","","protein_coding"
13944,"RP24-237I4.3","RP24-237I4.3","","protein_coding"
13945,"Lgi2","Lgi2","","protein_coding"
13946,"RP23-181F22.4","RP23-181F22.4","","protein_coding"
13947,"RP23-181F22.3","RP23-181F22.3","","protein_coding"
13948,"RP23-181F22.5","RP23-181F22.5","","protein_coding"
13949,"RP23-181F22.1","RP23-181F22.1","","protein_coding"
13950,"Sepsecs","Sepsecs","","protein_coding"
13951,"Pi4k2b","Pi4k2b","","protein_coding"
13952,"Zcchc4","Zcchc4","","protein_coding"
13953,"Anapc4","Anapc4","","protein_coding"
13954,"RP24-373A18.2","RP24-373A18.2","","protein_coding"
13955,"Gm23532","Gm23532","","protein_coding"
13956,"RP24-373A18.1","RP24-373A18.1","","protein_coding"
13957,"RP24-373A18.3","RP24-373A18.3","","protein_coding"
13958,"Slc34a2","Slc34a2","","protein_coding"
13959,"RP24-540G23.1","RP24-540G23.1","","protein_coding"
13960,"Sel1l3","Sel1l3","","protein_coding"
13961,"n-R5s171","n-R5s171","","protein_coding"
13962,"Smim20","Smim20","","protein_coding"
13963,"RP23-425N12.2","RP23-425N12.2","","protein_coding"
13964,"n-R5s172","n-R5s172","","protein_coding"
13965,"RP23-425N12.1","RP23-425N12.1","","protein_coding"
13966,"Gm26486","Gm26486","","protein_coding"
13967,"Rbpj","Rbpj","","protein_coding"
13968,"RP24-540G23.3","RP24-540G23.3","","protein_coding"
13969,"RP23-137N6.2","RP23-137N6.2","","protein_coding"
13970,"Cckar","Cckar","","protein_coding"
13971,"Tbc1d19","Tbc1d19","","protein_coding"
13972,"RP24-196M24.2","RP24-196M24.2","","protein_coding"
13973,"RP24-196M24.3","RP24-196M24.3","","protein_coding"
13974,"Stim2","Stim2","","protein_coding"
13975,"AC139037.2","AC139037.2","","protein_coding"
13976,"RP24-482F14.1","RP24-482F14.1","","protein_coding"
13977,"RP23-148F6.1","RP23-148F6.1","","protein_coding"
13978,"RP23-187K3.1","RP23-187K3.1","","protein_coding"
13979,"RP24-201P24.1","RP24-201P24.1","","protein_coding"
13980,"Gm24235","Gm24235","","protein_coding"
13981,"RP23-267P6.1","RP23-267P6.1","","protein_coding"
13982,"Gm25513","Gm25513","","protein_coding"
13983,"RP24-133H21.1","RP24-133H21.1","","protein_coding"
13984,"RP23-317I8.3","RP23-317I8.3","","protein_coding"
13985,"RP23-317I8.2","RP23-317I8.2","","protein_coding"
13986,"AC107721.1","AC107721.1","","protein_coding"
13987,"RP23-317I8.1","RP23-317I8.1","","protein_coding"
13988,"RP23-162F3.1","RP23-162F3.1","","protein_coding"
13989,"RP23-162F3.2","RP23-162F3.2","","protein_coding"
13990,"RP24-301M6.1","RP24-301M6.1","","protein_coding"
13991,"RP24-394H13.1","RP24-394H13.1","","protein_coding"
